Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
91949.2,1,1000,H,Ecto,40.1833
91949.2,1,10000,H,Ecto,4.08503e+08
91949.2,1,10000,H,Endo,2.33693e+08
91949.2,1,100000,H,Endo,7.35576e+09
91949.2,1,10000,O,Ecto,6.27075e+07
91949.2,1,1000,O,Endo,5.53431e+06
91949.2,1,10000,O,Endo,5.77746e+08
91949.2,1,1000,C,Ecto,1.62975e+08
91949.2,1,10000,C,Ecto,1.13976e+10
81987.1,2,1000,H,Ecto,266546
81987.1,2,10000,H,Ecto,844010
81987.1,2,1000,H,Endo,2.60262e+07
81987.1,2,10000,H,Endo,6.05247e+06
81987.1,2,100000,H,Endo,239636
81987.1,2,1000,O,Ecto,1.82281e+06
81987.1,2,10000,O,Ecto,462.755
81987.1,2,1000,O,Endo,4.14563e+07
81987.1,2,10000,O,Endo,262538
81987.1,2,1000,C,Ecto,6.84683e+06
81987.1,2,10000,C,Ecto,1.03221e+07
81987.1,2,10000,C,Endo,26934.7
8727.34,2,100,H,Ecto,2.40676e+06
8727.34,2,1000,H,Ecto,3.37448e+06
8727.34,2,10000,H,Ecto,1094.43
8727.34,2,100,H,Endo,1.17279e+06
8727.34,2,1000,H,Endo,1.20131e+06
8727.34,2,10000,H,Endo,61715.1
8727.34,2,100,O,Ecto,2.34825e+06
8727.34,2,1000,O,Ecto,2.32366e+06
8727.34,2,100,O,Endo,2.21483e+06
8727.34,2,1000,O,Endo,1.84538e+07
8727.34,2,100,C,Ecto,2.08082e+06
8727.34,2,1000,C,Ecto,6.36641e+06
8727.34,2,10000,C,Ecto,1.35667e+07
2629.8,2,10,H,Ecto,138179
2629.8,2,100,H,Ecto,6.18197e+06
2629.8,2,1000,H,Ecto,109014
2629.8,2,100,H,Endo,2.25513e+06
2629.8,2,1000,H,Endo,226675
2629.8,2,10,O,Ecto,604351
2629.8,2,100,O,Ecto,3.97305e+06
2629.8,2,1000,O,Ecto,1.38257e+06
2629.8,2,100,O,Endo,4.76561e+06
2629.8,2,1000,O,Endo,458141
2629.8,2,100,C,Ecto,2.42596e+06
2629.8,2,1000,C,Ecto,4.86487e+06
2629.8,2,10000,C,Ecto,2.22186e+06
26299.2,2,100,H,Ecto,81319.8
26299.2,2,1000,H,Ecto,1.33448e+07
26299.2,2,10000,H,Ecto,83024.6
26299.2,2,100,H,Endo,3759.88
26299.2,2,1000,H,Endo,7.323e+07
26299.2,2,10000,H,Endo,1.95283e+07
26299.2,2,100,O,Ecto,204970
26299.2,2,1000,O,Ecto,6.04956e+06
26299.2,2,100,O,Endo,7832.51
26299.2,2,1000,O,Endo,1.60995e+08
26299.2,2,10000,O,Endo,16557.4
26299.2,2,100,C,Ecto,234382
26299.2,2,1000,C,Ecto,9.4439e+06
26299.2,2,10000,C,Ecto,1.08761e+07
4895.17,2,100,H,Ecto,6.68813e+07
4895.17,2,1000,H,Ecto,1.84831e+07
4895.17,2,10000,H,Ecto,1711.82
4895.17,2,100,H,Endo,1.36275e+07
4895.17,2,1000,H,Endo,1.50727e+07
4895.17,2,10000,H,Endo,194486
4895.17,2,100,O,Ecto,5.37073e+07
4895.17,2,1000,O,Ecto,6.3282e+07
4895.17,2,100,O,Endo,5.80797e+07
4895.17,2,1000,O,Endo,9.22438e+07
4895.17,2,100,C,Ecto,7.04204e+07
4895.17,2,1000,C,Ecto,6.76276e+07
4895.17,2,10000,C,Ecto,1.30647e+08
541.028,2,10,H,Ecto,180832
541.028,2,100,H,Ecto,82624.6
541.028,2,1,O,Ecto,9.87824
541.028,2,10,O,Ecto,1.20684e+06
541.028,2,100,O,Ecto,2814.22
541.028,2,1000,O,Ecto,4.41547
541.028,2,100,O,Endo,198.259
541.028,2,100,C,Ecto,156170
4858.19,2,10,H,Ecto,87492
4858.19,2,100,H,Ecto,2.24066e+06
4858.19,2,1000,H,Ecto,46780.3
4858.19,2,100,H,Endo,949169
4858.19,2,1000,H,Endo,43092.8
4858.19,2,10,O,Ecto,394671
4858.19,2,100,O,Ecto,1.13551e+06
4858.19,2,1000,O,Ecto,456583
4858.19,2,100,O,Endo,1.37505e+06
4858.19,2,1000,O,Endo,97041.5
4858.19,2,100,C,Ecto,820476
4858.19,2,1000,C,Ecto,1.05563e+06
4858.19,2,10000,C,Ecto,528287
2406.48,2,10,H,Ecto,214170
2406.48,2,100,H,Ecto,125084
2406.48,2,100,H,Endo,31.3186
2406.48,2,10,O,Ecto,1.40039e+06
2406.48,2,100,O,Ecto,5019.23
2406.48,2,1000,O,Ecto,10.1716
2406.48,2,100,O,Endo,427.078
2406.48,2,100,C,Ecto,41475
26501.5,2,100,H,Ecto,4.1919e+06
26501.5,2,1000,H,Ecto,9.2656e+06
26501.5,2,10000,H,Ecto,5878.61
26501.5,2,100,H,Endo,3.37377e+06
26501.5,2,1000,H,Endo,1.95785e+06
26501.5,2,10000,H,Endo,68955.5
26501.5,2,100,O,Ecto,4.19372e+06
26501.5,2,1000,O,Ecto,3.48725e+06
26501.5,2,100,O,Endo,2.75393e+06
26501.5,2,1000,O,Endo,1.05135e+07
26501.5,2,100,C,Ecto,3.21831e+06
26501.5,2,1000,C,Ecto,3.9859e+06
26501.5,2,10000,C,Ecto,1.26516e+07
8642.73,2,10,H,Ecto,1.62246e+06
8642.73,2,100,H,Ecto,1.82436e+06
8642.73,2,100,H,Endo,60371.1
8642.73,2,10,O,Ecto,1.67942e+06
8642.73,2,100,O,Ecto,153810
8642.73,2,1000,O,Ecto,7031.33
8642.73,2,100,O,Endo,106570
8642.73,2,1000,O,Endo,2676.2
8642.73,2,100,C,Ecto,224145
8642.73,2,1000,C,Ecto,8606.11
8642.73,2,10000,C,Ecto,3027.89
660.285,2,10,H,Ecto,3243.55
660.285,2,1,O,Ecto,1725.07
660.285,2,10,O,Ecto,47828.5
660.285,2,100,C,Ecto,786051
246.145,4,10,H,Ecto,81.1205
246.145,4,1,O,Ecto,1098.96
246.145,4,100,C,Ecto,8164.33
1500.12,4,10,H,Ecto,2.83911e+07
1500.12,4,100,H,Ecto,1.41445e+07
1500.12,4,100,H,Endo,10711.8
1500.12,4,10,O,Ecto,8.11732e+07
1500.12,4,100,O,Ecto,285452
1500.12,4,1000,O,Ecto,2247.64
1500.12,4,100,O,Endo,136280
1500.12,4,100,C,Ecto,8.08847e+06
614.681,4,1,O,Ecto,12.7902
783.5,5,10,H,Ecto,256131
783.5,5,100,H,Ecto,277178
783.5,5,100,H,Endo,2162.42
783.5,5,10,O,Ecto,345901
783.5,5,100,O,Ecto,12983.1
783.5,5,1000,O,Ecto,206.4
783.5,5,100,O,Endo,8621.87
783.5,5,1000,O,Endo,164.747
783.5,5,100,C,Ecto,23601.6
783.5,5,1000,C,Ecto,382.602
783.5,5,10000,C,Ecto,134.951
75.6709,5,10,H,Ecto,19.2741
75.6709,5,1,O,Ecto,229.206
75.6709,5,100,C,Ecto,3158.22
15238.4,7,100,H,Ecto,80599.6
15238.4,7,1000,H,Ecto,1.89306e+06
15238.4,7,10000,H,Ecto,4817.81
15238.4,7,100,H,Endo,4348.32
15238.4,7,1000,H,Endo,2.0451e+06
15238.4,7,10000,H,Endo,274508
15238.4,7,100,O,Ecto,180846
15238.4,7,1000,O,Ecto,626450
15238.4,7,100,O,Endo,21805.3
15238.4,7,1000,O,Endo,3.42124e+07
15238.4,7,10000,O,Endo,144.97
15238.4,7,100,C,Ecto,133376
15238.4,7,1000,C,Ecto,2.40786e+06
15238.4,7,10000,C,Ecto,5.00459e+06
10582.5,7,100,H,Ecto,2.36169e+06
10582.5,7,1000,H,Ecto,8.2146e+06
10582.5,7,10000,H,Ecto,5472.98
10582.5,7,100,H,Endo,124211
10582.5,7,1000,H,Endo,5.69509e+06
10582.5,7,10000,H,Endo,831830
10582.5,7,100,O,Ecto,2.67e+06
10582.5,7,1000,O,Ecto,3.18124e+06
10582.5,7,100,O,Endo,1.22424e+06
10582.5,7,1000,O,Endo,9.4638e+07
10582.5,7,100,C,Ecto,2.41063e+06
10582.5,7,1000,C,Ecto,1.41552e+07
10582.5,7,10000,C,Ecto,3.34365e+07
7720.91,7,100,H,Ecto,2.64735e+08
7720.91,7,1000,H,Ecto,7.0574e+08
7720.91,7,10000,H,Ecto,66248.4
7720.91,7,100,H,Endo,1.95022e+08
7720.91,7,1000,H,Endo,2.81513e+08
7720.91,7,10000,H,Endo,6.22299e+06
7720.91,7,100,O,Ecto,2.82024e+08
7720.91,7,1000,O,Ecto,2.35101e+08
7720.91,7,100,O,Endo,2.62701e+08
7720.91,7,1000,O,Endo,1.51836e+09
7720.91,7,100,C,Ecto,2.16621e+08
7720.91,7,1000,C,Ecto,5.87194e+08
7720.91,7,10000,C,Ecto,1.33907e+09
29287,7,100,H,Ecto,327210
29287,7,1000,H,Ecto,1.46193e+08
29287,7,10000,H,Ecto,4.60535e+06
29287,7,100,H,Endo,705.374
29287,7,1000,H,Endo,1.60283e+09
29287,7,10000,H,Endo,4.52272e+08
29287,7,100000,H,Endo,5909.26
29287,7,100,O,Ecto,896409
29287,7,1000,O,Ecto,1.0459e+08
29287,7,10000,O,Ecto,8.60746
