FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,1.9256e+06,3.27752e+06
0,1,10,4.78261e+07,2.35967e+08
0,10,100,1.97285e+07,1.17402e+08
0,100,1000,100013,8.06943e+07
0,1000,10000,55515.9,8.13802e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,200.112,10595
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,4.14721e+06,1.65267e+06
2,1,10,1.45007e+08,4.1237e+08
2,10,100,1.65689e+06,5.06558e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,1.33629e+06,161435
3,0.1,1,1.26957e+07,2.48804e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,3.0008,0.0100173
4,0.1,1,2.22622e+06,254021
4,1,10,1.73902e+07,1.68266e+07
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,6.49156e+08,6.19428e+06
5,0.01,0.1,3.39709e+06,155854
5,0.1,1,4.60859e+06,4.01713e+06
5,1,10,1.833e+06,907759
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.23955e+06,225224
6,0.1,1,3.93389e+06,1.89773e+06
6,1,10,1.53382e+07,2.92788e+07
6,10,100,2.51932e+06,2.46922e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,2.50846e+06,678358
7,1,10,2.45894e+07,1.37846e+08
7,10,100,2.64814e+07,2.09196e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,2.58731e+06,925001
8,1,10,1.21273e+07,2.42763e+07
8,10,100,212320,8.84967e+06
8,100,1000,0,0
8,1000,10000,0,0
