Rep	Year	RepSeason	NInds	NOccupCells	Occup/Suit	min_X	max_X	min_Y	max_Y
0	0	0	10	2	0.000481116	9000	9200	8200	8300
0	1	0	14	2	0.000481	9000	9200	8200	8300
0	2	0	13	2	0.000481116	9000	9200	8200	8300
0	3	0	16	2	0.000481	9000	9200	8200	8300
0	4	0	14	3	0.000721674	9000	9200	8100	8300
0	5	0	9	3	0.000721501	9000	9200	8100	8300
0	6	0	11	3	0.000721674	9000	9200	8100	8300
0	7	0	11	3	0.000721501	9000	9200	8100	8300
0	8	0	11	3	0.000721674	9000	9200	8100	8300
0	9	0	13	2	0.000481	9000	9200	8200	8300
0	10	0	19	3	0.000721674	9000	9200	8000	8300
0	11	0	17	4	0.000962232	9000	9200	7900	8300
0	12	0	21	4	0.000962232	9000	9200	7900	8300
0	13	0	20	4	0.000962232	9000	9200	7900	8300
0	14	0	19	3	0.000721674	9000	9200	8000	8300
0	15	0	25	4	0.000962232	9000	9200	8000	8300
0	16	0	16	5	0.00120279	8900	9200	8000	8300
0	17	0	14	5	0.00120279	8900	9200	8000	8300
0	18	0	21	6	0.00144335	8900	9200	7900	8300
0	19	0	16	5	0.00120279	8800	9100	7900	8300
0	20	0	17	5	0.00120308	8800	9100	7900	8300
0	21	0	18	5	0.00120279	8800	9100	7900	8300
0	22	0	22	8	0.00192493	8800	9100	7800	8300
0	23	0	18	8	0.00192446	8800	9100	7800	8300
0	24	0	28	9	0.00216554	8800	9100	7700	8300
0	25	0	29	8	0.00192446	8800	9200	7700	8300
0	26	0	29	9	0.00216554	8800	9200	7500	8300
0	27	0	32	10	0.00240558	8800	9200	7500	8300
0	28	0	40	13	0.00312801	8800	9200	7600	8300
0	29	0	60	16	0.00384893	8800	9700	7600	8300
0	30	0	68	17	0.00409047	8800	9300	7400	8300
0	31	0	66	18	0.00433109	8800	9300	7400	8300
0	32	0	99	18	0.00433109	8800	9300	7400	8300
0	33	0	127	19	0.0045717	8800	9300	7200	8300
0	34	0	121	21	0.00505294	8800	9300	7400	8300
0	35	0	113	21	0.00505294	8800	9300	7400	8300
0	36	0	119	23	0.00553417	8800	9300	7400	8300
0	37	0	121	23	0.00553417	8600	9300	7400	8300
0	38	0	128	25	0.0060154	8600	9300	7400	8300
0	39	0	137	25	0.0060154	8600	9500	7400	8300
0	40	0	157	25	0.00601685	8600	9300	7400	8300
0	41	0	167	27	0.00649663	8600	9300	7400	8300
0	42	0	168	27	0.00649819	8600	9300	7200	8300
0	43	0	193	30	0.00721848	8600	9300	7200	8300
0	44	0	183	32	0.00770156	8600	9300	7200	8300
0	45	0	188	34	0.00818094	8600	9300	7200	8300
0	46	0	190	39	0.00938628	8300	9400	7200	8300
0	47	0	217	41	0.00986526	8200	9400	7200	8300
0	48	0	233	44	0.0105897	8200	9400	7200	8300
0	49	0	247	45	0.0108277	8200	9500	6900	8300
0	50	0	270	49	0.011793	8200	9500	6900	8300
0	51	0	292	51	0.0122744	8200	9500	6900	8300
0	52	0	324	55	0.0132403	8200	9500	6900	8300
0	53	0	338	60	0.0144439	8200	9500	6900	8300
0	54	0	349	64	0.0154105	8200	9700	6900	8300
0	55	0	376	71	0.0170961	8200	9700	7000	8300
0	56	0	405	73	0.0175819	8200	10000	7000	8200
0	57	0	437	80	0.0192678	8200	9700	7000	8200
