FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,9.19417e+06,815407
0,1,10,1.61823e+08,8.68082e+07
0,10,100,3.10091e+07,2.11222e+08
0,100,1000,6.1401e+06,9.45714e+07
0,1000,10000,43332.4,7.16548e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,508438,2.43475e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,2.40848e+06,973752
2,1,10,1.8191e+08,2.89458e+08
2,10,100,3.24914e+06,2.25773e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,1.06301e+09,3.41228e+06
3,0.1,1,4.91106e+07,4.20875e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,8402.39,383.571
4,1,10,1.31879e+06,1.24989e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.34562e+08,498717
5,0.01,0.1,1.89811e+07,954987
5,0.1,1,6.66818e+07,1.64262e+06
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,4.60071e+07,674311
6,0.1,1,4.20535e+07,4.99592e+06
6,1,10,2.71078e+07,1.479e+07
6,10,100,3.96815e+06,2.68797e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,7.37389e+07,4.67887e+06
7,1,10,3.3153e+07,1.77238e+08
7,10,100,1.10446e+08,1.64143e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,0,0
8,1,10,1.70625e+07,2.97206e+07
8,10,100,1.29011e+06,5.2279e+06
8,100,1000,0,0
8,1000,10000,0,0
