Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
95582.4,1,10000,H,Ecto,2.43414e+08
95582.4,1,10000,H,Endo,1.3372e+08
95582.4,1,100000,H,Endo,922583
95582.4,1,10000,O,Ecto,1.45942e+07
95582.4,1,10000,O,Endo,4.60972e+09
95582.4,1,10000,C,Ecto,4.88672e+09
81987.1,2,1000,H,Ecto,1.98016e+06
81987.1,2,10000,H,Ecto,232441
81987.1,2,1000,H,Endo,354158
81987.1,2,10000,H,Endo,1.86892e+07
81987.1,2,1000,O,Ecto,462350
81987.1,2,10000,O,Ecto,201852
81987.1,2,1000,O,Endo,1.24404e+06
81987.1,2,10000,O,Endo,412011
81987.1,2,1000,C,Ecto,1.19139e+09
81987.1,2,10000,C,Ecto,2.18815e+08
81987.1,2,10000,C,Endo,50.3035
4895.17,2,100,H,Ecto,438448
4895.17,2,1000,H,Ecto,274844
4895.17,2,10000,H,Ecto,3626.27
4895.17,2,100,H,Endo,177657
4895.17,2,1000,H,Endo,2.91509e+06
4895.17,2,10000,H,Endo,287152
4895.17,2,100,O,Ecto,125173
4895.17,2,1000,O,Ecto,265714
4895.17,2,10000,O,Ecto,1132
4895.17,2,100,O,Endo,46533.7
4895.17,2,1000,O,Endo,797774
4895.17,2,100,C,Ecto,5394.95
4895.17,2,1000,C,Ecto,851216
4895.17,2,10000,C,Ecto,116030
8727.34,2,100,H,Ecto,39573.2
8727.34,2,1000,H,Ecto,61613.4
8727.34,2,10000,H,Ecto,1715.25
8727.34,2,100,H,Endo,7638.35
8727.34,2,1000,H,Endo,1.64166e+06
8727.34,2,10000,H,Endo,1.57511e+06
8727.34,2,100,O,Ecto,9152.8
8727.34,2,1000,O,Ecto,14839.6
8727.34,2,10000,O,Ecto,323.307
8727.34,2,100,O,Endo,2303.59
8727.34,2,1000,O,Endo,219489
8727.34,2,10000,O,Endo,2.56244
8727.34,2,100,C,Ecto,649.111
8727.34,2,1000,C,Ecto,98542.9
8727.34,2,10000,C,Ecto,12926.7
502.073,2,10,H,Ecto,92.6597
502.073,2,100,H,Ecto,2.31597
502.073,2,100,H,Endo,0.000133137
502.073,2,10,O,Ecto,558.144
502.073,2,100,O,Ecto,0.0755791
502.073,2,1000,O,Ecto,0.180821
502.073,2,100,O,Endo,4.29961
502.073,2,1000,O,Endo,0.054272
502.073,2,100,C,Ecto,109.348
502.073,2,1000,C,Ecto,0.237214
624.901,2,10,H,Ecto,28183.7
624.901,2,100,H,Ecto,530.071
624.901,2,10,O,Ecto,368127
624.901,2,100,O,Ecto,16.986
624.901,2,1000,O,Ecto,8.40131
624.901,2,100,O,Endo,1197.61
624.901,2,1000,O,Endo,9.559
624.901,2,100,C,Ecto,84494.9
624.901,2,1000,C,Ecto,46.9819
2556.96,2,10,H,Ecto,293.818
2556.96,2,100,H,Ecto,16504.3
2556.96,2,1000,H,Ecto,1135.3
2556.96,2,100,H,Endo,13465.3
2556.96,2,1000,H,Endo,8637.61
2556.96,2,100,O,Ecto,4488.79
2556.96,2,1000,O,Ecto,16573.8
2556.96,2,10000,O,Ecto,0.655345
2556.96,2,100,O,Endo,6091.8
2556.96,2,1000,O,Endo,9295.47
2556.96,2,100,C,Ecto,33.2032
2556.96,2,1000,C,Ecto,13638.4
2556.96,2,10000,C,Ecto,3882.6
2611.52,2,10,H,Ecto,1.00046e+06
2611.52,2,100,H,Ecto,378272
2611.52,2,1000,H,Ecto,2090.15
2611.52,2,100,H,Endo,186377
2611.52,2,10,O,Ecto,1.24947e+06
2611.52,2,100,O,Ecto,116330
2611.52,2,1000,O,Ecto,330746
2611.52,2,100,O,Endo,1.247e+06
2611.52,2,1000,O,Endo,161773
2611.52,2,100,C,Ecto,175439
2611.52,2,1000,C,Ecto,545146
2611.52,2,10000,C,Ecto,39725.8
9128.77,2,10,H,Ecto,116347
9128.77,2,100,H,Ecto,5.71294e+06
9128.77,2,1000,H,Ecto,1.0841e+06
9128.77,2,100,H,Endo,4.68806e+06
9128.77,2,1000,H,Endo,4.33413e+06
9128.77,2,10000,H,Endo,224655
9128.77,2,100,O,Ecto,1.05484e+06
9128.77,2,1000,O,Ecto,4.74679e+06
9128.77,2,100,O,Endo,2.45606e+06
9128.77,2,1000,O,Endo,4.98637e+06
9128.77,2,100,C,Ecto,11991.3
9128.77,2,1000,C,Ecto,5.57256e+06
9128.77,2,10000,C,Ecto,1.98924e+06
26501.5,2,100,H,Ecto,1.28076e+06
26501.5,2,1000,H,Ecto,6.1696e+08
26501.5,2,10000,H,Ecto,1.57681e+08
26501.5,2,100,H,Endo,17254.8
26501.5,2,1000,H,Endo,3.66894e+09
26501.5,2,10000,H,Endo,7.03605e+09
26501.5,2,100,O,Ecto,190112
26501.5,2,1000,O,Ecto,2.26431e+06
26501.5,2,10000,O,Ecto,5.05574e+06
26501.5,2,100,O,Endo,2743.48
26501.5,2,1000,O,Endo,3.55829e+08
26501.5,2,10000,O,Endo,647573
26501.5,2,100,C,Ecto,51097.6
26501.5,2,1000,C,Ecto,5.00203e+09
26501.5,2,10000,C,Ecto,2.75488e+09
5258.71,2,10,H,Ecto,1.31148e+06
5258.71,2,100,H,Ecto,275979
5258.71,2,100,H,Endo,44843.5
5258.71,2,10,O,Ecto,2.37332e+06
5258.71,2,100,O,Ecto,49230.5
5258.71,2,1000,O,Ecto,98887
5258.71,2,100,O,Endo,785545
5258.71,2,1000,O,Endo,78372.9
5258.71,2,100,C,Ecto,228620
5258.71,2,1000,C,Ecto,237784
5258.71,2,10000,C,Ecto,12981.5
492.079,2,10,H,Ecto,196365
492.079,2,100,H,Ecto,2737.15
492.079,2,10,O,Ecto,1.33589e+06
492.079,2,100,O,Ecto,145.79
492.079,2,1000,O,Ecto,92.5155
492.079,2,100,O,Endo,14863.4
492.079,2,1000,O,Endo,215.108
492.079,2,100,C,Ecto,339294
492.079,2,1000,C,Ecto,124.091
610.806,2,10,H,Ecto,1769.29
610.806,2,100,H,Ecto,0.25809
610.806,2,1,O,Ecto,9595.51
610.806,2,10,O,Ecto,28776.3
610.806,2,100,C,Ecto,9926.53
2556.96,2,10,H,Ecto,134.047
2556.96,2,100,H,Ecto,2.36209
2556.96,2,10,O,Ecto,2191.73
2556.96,2,100,O,Ecto,0.0916322
2556.96,2,1000,O,Ecto,0.0473601
2556.96,2,100,O,Endo,12.693
2556.96,2,1000,O,Endo,0.0738152
2556.96,2,100,C,Ecto,626.196
2556.96,2,1000,C,Ecto,0.0624493
26501.5,2,10,H,Ecto,210.16
26501.5,2,100,H,Ecto,1.36012e+06
26501.5,2,1000,H,Ecto,617020
26501.5,2,100,H,Endo,777005
26501.5,2,1000,H,Endo,9.17623e+06
