FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,505590,508050
0,1,10,5.48544e+07,1.84135e+08
0,10,100,1.24925e+07,6.66821e+07
0,100,1000,1.97453e+06,9.73967e+07
0,1000,10000,62095.7,8.48497e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,86610.6,4.28824e+06
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,8.97942e+07,8.47916e+06
2,1,10,4.18646e+07,4.3376e+08
2,10,100,1.69496e+06,5.1219e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.93982e+07,519924
3,0.01,0.1,3.217e+07,1.06428e+06
3,0.1,1,3.82909e+06,1.22255e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,140.622,3.67172
4,0.1,1,1.58803e+06,956453
4,1,10,1.33639e+06,539733
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,3.03489e+06,16783.7
5,0.01,0.1,2.86089e+07,479118
5,0.1,1,1.05486e+06,1.05656e+06
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.67353e+07,1.27747e+06
6,0.1,1,4.55195e+06,1.49333e+06
6,1,10,1.50448e+07,4.96057e+07
6,10,100,2.87835e+06,2.6411e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.15466e+07,863003
7,1,10,2.76124e+07,1.49281e+08
7,10,100,4.61725e+07,2.97464e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,3.95788e+06,1.35119e+06
8,1,10,1.2459e+07,2.57026e+07
8,10,100,258469,1.09533e+07
8,100,1000,0,0
8,1000,10000,0,0
