Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
1, 1,5.04352e+08,9.55819e+08,8.80314e+08,8.05159e+07,2.18934e+08,1.04006e+08,4.1704e+08,6.74424e+08,5.74756e+08
2, 1,3.89927e+08,1.39862e+09,5.56924e+08,5.24256e+06,6.56335e+07,1.7584e+06,2.10134e+08,4.65327e+08,3.3653e+08
3, 1,3.09739e+08,1.54786e+09,2.58391e+08,462231,253478,309597,1.17165e+08,2.30715e+08,1.98713e+08
4, 1,2.38128e+08,1.32538e+09,1.30006e+08,377571,170860,269017,7.82585e+07,9.82312e+07,1.07637e+08
5, 1,1.63019e+08,1.10079e+09,9.11032e+07,617816,130770,514052,2.57927e+07,3.7501e+07,3.84918e+07
6, 1,1.3886e+08,7.04729e+08,6.92287e+07,905018,54700.7,879715,2.9966e+07,4.86292e+07,4.23235e+07
7, 1,8.79146e+07,5.36369e+08,5.01249e+07,1.54063e+06,40468.2,2.78984e+06,3.4372e+07,4.71053e+07,4.66263e+07
8, 1,7.69151e+07,3.93194e+08,2.78279e+07,2.29361e+06,65234.9,6.5346e+06,3.24811e+07,3.69543e+07,4.68217e+07
9, 1,7.46879e+07,1.62579e+08,2.69014e+07,2.97132e+06,92872.1,1.16377e+07,2.69278e+07,2.75459e+07,4.08608e+07
10, 1,7.64203e+07,1.04317e+08,2.85011e+07,3.3781e+06,96169.7,1.58285e+07,2.82579e+07,2.46636e+07,4.25247e+07
11, 1,8.11975e+07,8.14594e+07,3.19515e+07,3.74742e+06,86513.8,1.93528e+07,3.08081e+07,2.27018e+07,4.59506e+07
12, 1,8.89593e+07,5.50628e+07,2.9126e+07,9.93026e+06,133373,5.94969e+07,2.79915e+07,1.65118e+07,3.52539e+07
13, 2,1.07757e+08,4.99945e+07,2.66984e+07,2.16381e+07,307814,1.4776e+08,2.45365e+07,1.29205e+07,2.50263e+07
14, 2,1.35149e+08,4.1188e+07,2.68248e+07,3.89626e+07,759696,2.28252e+08,2.12749e+07,1.33219e+07,1.76917e+07
15, 2,1.5006e+08,4.24734e+07,2.89836e+07,5.37441e+07,1.22761e+06,5.23847e+08,2.25968e+07,1.48483e+07,1.67678e+07
16, 2,1.85405e+08,2.82747e+07,3.14907e+07,1.26386e+08,3.25977e+06,1.06645e+09,2.34177e+07,1.66563e+07,1.48309e+07
17, 2,2.2629e+08,2.00187e+07,4.04778e+07,3.01666e+08,1.03468e+07,1.679e+09,2.58742e+07,2.05705e+07,1.53012e+07
18, 2,2.68953e+08,2.94086e+07,5.88507e+07,5.48158e+08,2.77652e+07,2.12582e+09,2.97621e+07,2.7769e+07,1.75497e+07
19, 2,3.42589e+08,2.95845e+07,1.16326e+08,4.75163e+08,9.14386e+07,2.56703e+09,3.49032e+07,4.24437e+07,2.21121e+07
20, 2,4.275e+08,2.52739e+07,2.07996e+08,4.85607e+08,1.89746e+08,1.81246e+09,3.94738e+07,5.60674e+07,2.55972e+07
21, 2,4.84785e+08,2.98492e+07,2.84091e+08,4.2066e+08,2.20851e+08,1.61155e+09,4.41435e+07,7.45146e+07,2.86293e+07
22, 2,4.86949e+08,3.08951e+07,3.44666e+08,3.78643e+08,2.59917e+08,1.30444e+09,4.84631e+07,9.42845e+07,3.33949e+07
23, 2,5.32965e+08,2.58337e+07,4.1019e+08,3.87457e+08,2.97552e+08,1.03322e+09,5.39387e+07,1.14903e+08,4.18435e+07
24, 2,5.60136e+08,1.02638e+07,5.35514e+08,7.48247e+07,1.65119e+08,3.70058e+08,6.20551e+07,2.1702e+08,6.78062e+07
25, 3,3.32205e+08,181742,4.71294e+08,2.41169e+07,7.4956e+07,2.55307e+07,6.92286e+07,3.05242e+08,1.01602e+08
26, 3,3.30518e+08,24523,5.12465e+08,1.49781e+07,3.96894e+07,1.25973e+07,7.75782e+07,2.43395e+08,8.30313e+07
27, 3,3.66727e+08,45255.5,5.52503e+08,2.21793e+06,4.42708e+07,8.03684e+06,8.34054e+07,2.08346e+08,6.34764e+07
28, 3,4.40433e+08,44693.8,5.47715e+08,2.05774e+06,4.12268e+07,4.98442e+06,7.8276e+07,2.54644e+08,2.25568e+07
29, 3,4.9042e+08,53712.5,5.26464e+08,2.0797e+06,1.50679e+07,2.98954e+06,8.25189e+07,3.11746e+08,1.9897e+07
30, 3,5.58872e+08,59594.7,4.74831e+08,2.584e+06,4.99692e+06,4.27397e+06,7.56449e+07,3.81868e+08,1.93822e+07
31, 3,4.07116e+08,101539,4.8829e+08,4.52622e+06,6.94278e+06,7.40588e+06,6.95345e+07,5.18408e+08,2.2078e+07
32, 3,3.71677e+08,134599,4.13931e+08,5.31771e+06,5.40068e+06,9.94209e+06,6.51013e+07,6.21465e+08,2.21147e+07
33, 3,3.87278e+08,162447,2.96493e+08,5.85655e+06,3.94382e+06,1.12526e+07,6.27938e+07,6.68864e+08,2.13761e+07
34, 3,3.83966e+08,169186,1.89209e+08,5.99037e+06,2.98053e+06,1.16109e+07,5.9661e+07,7.04575e+08,1.99948e+07
35, 3,3.91954e+08,190110,1.32774e+08,6.27279e+06,1.53635e+06,1.24181e+07,5.45456e+07,7.08175e+08,1.62767e+07
