PatchID,XCOORD,YCOORD,ID,MID,FID,sex,age,size,mature,newmature,layeggs,capture,recapture,state,CDist,Hindex,Species,ClassFile,SubPatchID,L0A0,L0A1,L1A0,L1A1
1,2540470.832,712452.2021,Age0_F1_m1f1_P1_Y2_UO0,R1_F1_m1f1_P1_Y0_UO473,R1_F1_m-1f-1_P1_Y-1_U75,FXX,0,31.028997987985097,0,0,0.0,0,0,0,0.0,0.5,1,P0_CV0,1,0,2,0,2
1,2540470.832,712452.2021,Age0_F1_m1f1_P1_Y2_UO1,R1_F1_m1f1_P1_Y0_UO473,R1_F1_m-1f-1_P1_Y-1_U75,FXX,0,31.028997987985097,0,0,0.0,0,0,0,0.0,0.5,1,P0_CV0,1,1,1,0,2
1,2540470.832,712452.2021,Age0_F1_m1f1_P1_Y2_UO2,R1_F1_m1f1_P1_Y0_UO473,R1_F1_m-1f-1_P1_Y-1_U75,MXY,0,31.028997987985097,0,0,0.0,0,0,0,0.0,0.5,1,P0_CV0,1,1,1,0,2
1,2540470.832,712452.2021,Age0_F1_m1f1_P1_Y2_UO3,R1_F1_m1f1_P1_Y0_UO473,R1_F1_m-1f-1_P1_Y-1_U75,FXX,0,31.028997987985097,0,0,0.0,0,0,0,0.0,0.5,1,P0_CV0,1,0,2,0,2
1,2540470.832,712452.2021,Age0_F1_m1f1_P1_Y2_UO9,R1_F1_m-1f-1_P1_Y-1_U108,R1_F1_m1f1_P1_Y0_UO208,MXY,0,31.028997987985097,0,0,0.0,0,0,0,0.0,0.25,1,P0_CV0,1,1,1,1,1
1,2540470.832,712452.2021,Age0_F1_m1f1_P1_Y2_UO10,R1_F1_m-1f-1_P1_Y-1_U108,R1_F1_m1f1_P1_Y0_UO208,FXX,0,31.028997987985097,0,0,0.0,0,0,0,0.0,0.25,1,P0_CV0,1,2,0,0,2
1,2540470.832,712452.2021,Age0_F1_m1f1_P1_Y2_UO11,R1_F1_m-1f-1_P1_Y-1_U108,R1_F1_m1f1_P1_Y0_UO208,MXY,0,31.028997987985097,0,0,0.0,0,0,0,0.0,0.25,1,P0_CV0,1,0,2,1,1
1,2540470.832,712452.2021,Age0_F1_m1f1_P1_Y2_UO14,R1_F1_m1f1_P1_Y0_UO473,R1_F1_m1f1_P1_Y0_UO607,MXY,0,31.028997987985097,0,0,0.0,0,0,0,0.0,0.375,1,P0_CV0,1,0,2,1,1
1,2540470.832,712452.2021,Age0_F1_m1f1_P1_Y2_UO15,R1_F1_m1f1_P1_Y0_UO473,R1_F1_m1f1_P1_Y0_UO607,MXY,0,31.028997987985097,0,0,0.0,0,0,0,0.0,0.375,1,P0_CV0,1,0,2,1,1
1,2540470.832,712452.2021,Age0_F1_m1f1_P1_Y2_UO16,R1_F1_m1f1_P1_Y0_UO473,R1_F1_m1f1_P1_Y0_UO607,FXX,0,31.028997987985097,0,0,0.0,0,0,0,0.0,0.375,1,P0_CV0,1,0,2,1,1
1,2540470.832,712452.2021,Age0_F1_m1f1_P1_Y2_UO18,R1_F1_m1f1_P1_Y0_UO210,R1_F1_m1f1_P1_Y0_UO16,FXX,0,31.028997987985097,0,0,0.0,0,0,0,0.0,0.0,1,P0_CV0,1,0,2,1,1
1,2540470.832,712452.2021,Age0_F1_m1f1_P1_Y2_UO19,R1_F1_m1f1_P1_Y0_UO210,R1_F1_m1f1_P1_Y0_UO16,MXY,0,31.028997987985097,0,0,0.0,0,0,0,0.0,0.0,1,P0_CV0,1,0,2,1,1
1,2540470.832,712452.2021,Age0_F1_m1f1_P1_Y2_UO20,R1_F1_m1f1_P1_Y0_UO210,R1_F1_m1f1_P1_Y0_UO16,MXY,0,31.028997987985097,0,0,0.0,0,0,0,0.0,0.0,1,P0_CV0,1,1,1,2,0
1,2540470.832,712452.2021,Age0_F1_m1f1_P1_Y2_UO26,R1_F1_m-1f-1_P1_Y-1_U62,R1_F1_m1f1_P1_Y0_UO607,FXX,0,31.028997987985097,0,0,0.0,0,0,0,0.0,0.125,1,P0_CV0,1,1,1,2,0
1,2540470.832,712452.2021,Age0_F1_m1f1_P1_Y2_UO27,R1_F1_m-1f-1_P1_Y-1_U62,R1_F1_m1f1_P1_Y0_UO607,MXY,0,31.028997987985097,0,0,0.0,0,0,0,0.0,0.125,1,P0_CV0,1,0,2,2,0
1,2540470.832,712452.2021,Age0_F1_m1f1_P1_Y2_UO28,R1_F1_m-1f-1_P1_Y-1_U62,R1_F1_m1f1_P1_Y0_UO607,FXX,0,31.028997987985097,0,0,0.0,0,0,0,0.0,0.125,1,P0_CV0,1,1,1,2,0
1,2540470.832,712452.2021,Age0_F1_m1f1_P1_Y2_UO29,R1_F1_m-1f-1_P1_Y-1_U62,R1_F1_m1f1_P1_Y0_UO607,FXX,0,31.028997987985097,0,0,0.0,0,0,0,0.0,0.125,1,P0_CV0,1,0,2,2,0
