FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,2.25441e+08,1.10819e+07
0,1,10,4.41659e+09,4.53911e+08
0,10,100,3.52894e+07,4.88742e+07
0,100,1000,2.29874e+06,9.83978e+07
0,1000,10000,70027.3,7.34694e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,1.113e+06,3.33431e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,3.70699e+07,1.73118e+06
2,1,10,4.67011e+08,3.29833e+08
2,10,100,1.88945e+06,3.44011e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,1.46143e+07,292560
3,0.1,1,4.53582e+07,1.50038e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,11.7001,0.0546606
4,0.1,1,3.70495e+07,1.45304e+07
4,1,10,3.52323e+07,4.0773e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,4.14216e+08,100135
5,0.01,0.1,1.17109e+07,98150.7
5,0.1,1,3.44249e+07,1.09387e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.08839e+07,498552
6,0.1,1,3.32858e+08,2.50407e+07
6,1,10,1.16931e+08,2.68016e+07
6,10,100,5.86193e+06,1.9139e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.38389e+08,9.82063e+06
7,1,10,2.5054e+08,1.39232e+08
7,10,100,6.88516e+07,1.45874e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,4.74549e+07,3.1458e+06
8,1,10,5.22312e+07,2.91275e+07
8,10,100,203493,6.53468e+06
8,100,1000,0,0
8,1000,10000,0,0
