FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,4.44769e+06,4.32456e+06
0,1,10,3.75618e+07,1.05661e+08
0,10,100,3.34398e+07,1.4655e+08
0,100,1000,1.73286e+06,9.53154e+07
0,1000,10000,55085.4,8.045e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,928734,4.95681e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.96975e+06,562661
2,1,10,7.1769e+07,1.67543e+08
2,10,100,965690,3.27711e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,2.50478e+06,463113
3,0.1,1,1.27403e+07,6.61716e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,1.00537e+07,4.18838e+06
4,1,10,2.37206e+06,333707
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.30722e+08,1.31635e+06
5,0.01,0.1,2.64155e+06,144816
5,0.1,1,7.15001e+06,6.59326e+06
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,4.0978e+06,427831
6,0.1,1,6.64796e+06,5.78085e+06
6,1,10,1.45469e+07,1.31819e+07
6,10,100,4.85824e+06,2.56807e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,8.90067e+06,551047
7,1,10,2.07563e+07,1.57165e+08
7,10,100,4.75635e+07,3.20602e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,4.3095e+06,836924
8,1,10,1.50207e+07,2.56154e+07
8,10,100,110727,4.87752e+06
8,100,1000,0,0
8,1000,10000,0,0
