Rep	Year	RepSeason	NInds	NOccupCells	Occup/Suit	min_X	max_X	min_Y	max_Y
0	0	0	10	2	0.000481116	9000	9100	8000	8200
0	1	0	15	3	0.000721501	8900	9100	8000	8200
0	2	0	13	4	0.000962232	9000	9300	7900	8200
0	3	0	18	6	0.001443	8900	9300	7900	8200
0	4	0	15	3	0.000721674	9000	9200	7900	8200
0	5	0	8	2	0.000481	9000	9100	8000	8200
0	6	0	13	2	0.000481116	9000	9100	8000	8200
0	7	0	17	4	0.000962001	9000	9200	7900	8200
0	8	0	16	4	0.000962232	8900	9200	7900	8200
0	9	0	15	3	0.000721501	9000	9200	7900	8200
0	10	0	18	3	0.000721674	9000	9200	7900	8200
0	11	0	16	4	0.000962232	9000	9300	7800	8200
0	12	0	18	3	0.000721674	9000	9200	7900	8200
0	13	0	21	3	0.000721674	9000	9200	7900	8200
0	14	0	21	3	0.000721674	9000	9200	7900	8200
0	15	0	24	5	0.00120279	9000	9200	7900	8200
0	16	0	22	6	0.00144335	8900	9200	7900	8200
0	17	0	22	4	0.000962232	9000	9200	7900	8200
0	18	0	12	5	0.00120279	9000	9200	7800	8200
0	19	0	15	6	0.00144335	9000	9200	7700	8200
0	20	0	18	5	0.00120308	9000	9200	7700	8200
0	21	0	17	5	0.00120279	9000	9200	7700	8200
0	22	0	21	7	0.00168431	9000	9300	7700	8200
0	23	0	19	7	0.00168391	8900	9200	7600	8200
0	24	0	26	7	0.00168431	8900	9200	7700	8200
0	25	0	24	9	0.00216502	8900	9400	7300	8200
0	26	0	28	9	0.00216554	8900	9400	7300	8200
0	27	0	35	12	0.0028867	8900	9600	7300	8200
0	28	0	49	13	0.00312801	8900	9600	7200	8200
0	29	0	58	14	0.00336781	8900	9600	7200	8300
0	30	0	55	14	0.00336862	8900	9500	7200	8300
0	31	0	58	17	0.00409047	8900	9600	7200	8300
0	32	0	87	21	0.00505294	8800	9900	7200	8300
0	33	0	99	26	0.00625602	8700	10000	7000	8300
0	34	0	113	31	0.0074591	8700	10000	7000	8300
0	35	0	145	39	0.00938402	8700	10200	7000	8300
0	36	0	171	42	0.0101059	8700	10200	7000	8300
0	37	0	173	51	0.0122714	8700	10200	7000	8300
0	38	0	229	58	0.0139557	8600	10200	6900	8300
0	39	0	280	62	0.0149182	8600	10200	6900	8300
0	40	0	305	71	0.0170878	8600	10200	6900	8300
0	41	0	335	77	0.0185274	8400	10200	6900	8300
0	42	0	373	85	0.0204573	8400	10200	6900	8300
0	43	0	453	94	0.0226179	8400	10300	6800	8300
0	44	0	507	105	0.0252708	8400	10300	6800	8300
0	45	0	602	112	0.026949	8400	10300	6700	8300
0	46	0	624	121	0.0291215	8400	10500	6800	8300
0	47	0	625	125	0.030077	8400	10500	6800	8300
0	48	0	666	129	0.0310469	8400	10300	6800	8300
0	49	0	736	141	0.0339269	8400	10300	6700	8300
0	50	0	763	142	0.0341757	8300	10300	6700	8200
0	51	0	821	149	0.0358604	8100	10300	6600	8200
0	52	0	860	149	0.035869	8100	10300	6600	8200
0	53	0	916	157	0.0377949	8100	10300	6600	8200
0	54	0	924	165	0.0397303	8100	10300	6600	8200
0	55	0	978	174	0.0418974	8100	10300	6600	8200
0	56	0	1119	186	0.0447977	8100	10400	6400	8200
0	57	0	1189	183	0.0440751	8100	10400	6400	8300
0	58	0	1223	185	0.0445676	8100	10400	6400	8300
0	59	0	1227	200	0.0481812	8000	10500	6400	8300
0	60	0	1232	205	0.0493976	8000	10500	6400	8300
0	61	0	1290	210	0.0506024	8000	10500	6400	8300
0	62	0	1359	217	0.0523018	8000	10500	6300	8300
0	63	0	1379	223	0.0537479	7800	10500	6200	8300
0	64	0	1418	235	0.0566538	7800	10500	6100	8300
0	65	0	1553	248	0.0597879	7800	10500	6100	8300
0	66	0	1628	252	0.0607668	7800	10500	6200	8300
0	67	0	1673	263	0.0634193	7800	10600	6200	8300
0	68	0	1691	273	0.0658466	7800	10600	6200	8300
0	69	0	1803	279	0.0672938	7800	10600	6200	8300
0	70	0	1843	284	0.0685163	7800	10600	6100	8300
0	71	0	1936	288	0.0694813	7600	10700	6100	8300
0	72	0	2049	303	0.0731178	7700	10700	5900	8300
0	73	0	1964	314	0.0757722	7700	10700	6100	8300
0	74	0	2079	326	0.0786869	7700	10700	6000	8300
0	75	0	2236	327	0.0789283	7700	10700	6000	8300
0	76	0	2382	345	0.0832931	7500	10800	5900	8300
0	77	0	2473	351	0.0847417	7500	10800	5900	8300
0	78	0	2524	366	0.0883844	7500	10800	5900	8300
0	79	0	2634	372	0.0898334	7500	10800	5900	8300
0	80	0	2758	385	0.0929952	7300	10800	5900	8300
0	81	0	2887	391	0.0944444	7500	10800	5900	8300
0	82	0	2947	411	0.0992993	7500	10800	5900	8300
0	83	0	3041	421	0.101715	7500	10800	5900	8300
0	84	0	3119	435	0.105123	7500	10800	5800	8300
0	85	0	3246	439	0.10609	7500	10800	5800	8300
0	86	0	3305	453	0.1095	7400	10800	5800	8300
0	87	0	3307	457	0.110467	7500	10800	5700	8300
0	88	0	3373	469	0.113395	7400	10800	5600	8300
0	89	0	3492	484	0.117021	7300	10800	5700	8300
0	90	0	3640	490	0.118501	7300	10900	5700	8300
0	91	0	3745	499	0.120677	7300	10900	5700	8300
0	92	0	3825	510	0.123367	7400	10900	5700	8300
0	93	0	3891	526	0.127238	7400	10900	5700	8300
0	94	0	3972	527	0.12751	7400	10900	5700	8300
0	95	0	4045	531	0.128478	7400	10900	5700	8300
0	96	0	4052	539	0.130445	7200	10900	5700	8300
0	97	0	4117	549	0.132865	7300	10900	5700	8300
0	98	0	4173	552	0.133624	7300	10900	5600	8300
0	99	0	4240	560	0.13556	7300	10900	5600	8300
0	100	0	4296	563	0.13632	7200	10900	5600	8300
0	101	0	4461	566	0.137046	7100	10900	5600	8300
0	102	0	4530	573	0.138741	7100	10800	5600	8300
0	103	0	4606	582	0.14092	7100	10800	5600	8300
0	104	0	4568	586	0.141889	7100	10800	5600	8300
0	105	0	4657	592	0.143341	7000	10900	5600	8300
0	106	0	4695	591	0.143099	7000	10900	5600	8300
0	107	0	4711	594	0.143826	7000	10900	5600	8300
0	108	0	4677	597	0.144552	7000	10900	5600	8300
0	109	0	4782	594	0.143826	7000	10900	5600	8300
0	110	0	4919	597	0.144552	7000	10900	5600	8300
0	111	0	5045	605	0.146489	7000	10900	5600	8300
0	112	0	5054	603	0.146005	7000	10900	5600	8300
0	113	0	5059	604	0.146247	7000	10900	5600	8300
0	114	0	4904	602	0.145763	7000	10900	5600	8300
0	115	0	4859	604	0.146247	7000	10900	5600	8300
0	116	0	4933	598	0.144794	7000	10900	5600	8300
0	117	0	4890	600	0.145278	7000	10900	5600	8300
0	118	0	4994	606	0.146731	7000	10900	5600	8300
0	119	0	5065	604	0.146247	7000	10900	5600	8300
0	120	0	5105	601	0.145521	7000	10900	5600	8300
0	121	0	5114	605	0.146489	7000	10900	5600	8300
0	122	0	5129	604	0.146247	7000	10900	5600	8300
0	123	0	5101	605	0.146489	7000	10900	5600	8300
0	124	0	5203	604	0.146247	7000	10800	5600	8300
0	125	0	5109	600	0.145278	7000	10800	5600	8300
0	126	0	5005	604	0.146247	7000	10900	5600	8300
0	127	0	4954	605	0.146489	7000	10900	5600	8300
0	128	0	4893	604	0.146247	7000	10900	5600	8300
0	129	0	4960	607	0.146973	7000	10900	5600	8300
0	130	0	5002	602	0.145763	7000	10900	5600	8300
0	131	0	5057	603	0.146005	7000	10900	5600	8300
0	132	0	5192	603	0.146005	7000	10900	5600	8300
0	133	0	5116	600	0.145278	7000	10900	5600	8300
0	134	0	5166	605	0.146489	7000	10900	5600	8300
0	135	0	5193	605	0.146489	7000	10900	5600	8300
0	136	0	5237	605	0.146489	7000	10900	5600	8300
0	137	0	5194	608	0.147216	7000	10900	5600	8300
0	138	0	5175	607	0.146973	7000	10900	5600	8300
0	139	0	5131	606	0.146731	7000	10900	5600	8300
0	140	0	5093	603	0.146005	7000	10900	5600	8300
