FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,3.37905e+09,2.65319e+08
0,1,10,1.04926e+09,5.32607e+08
0,10,100,9.57752e+07,9.13034e+07
0,100,1000,253567,9.60794e+07
0,1000,10000,78792.7,6.1877e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,5295.5,178861
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,8.84096e+08,3.18001e+07
2,1,10,1.29643e+09,1.93819e+08
2,10,100,1.9386e+06,2.05599e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,7.95526e+07,1.94894e+06
3,0.1,1,1.55002e+08,4.22799e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,4.62185e+06,31681.8
4,0.1,1,1.50659e+07,623992
4,1,10,2.10635e+08,2.06913e+07
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,3.42228e+08,660015
5,0.01,0.1,2.0501e+07,203048
5,0.1,1,2.46953e+08,1.86938e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,7.82028e+06,209032
6,0.1,1,3.60518e+07,2.50702e+07
6,1,10,1.28804e+07,3.64465e+07
6,10,100,2.54299e+06,1.60923e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,2.57445e+08,1.27102e+07
7,1,10,2.94927e+07,2.04084e+07
7,10,100,6.91774e+07,7.44364e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,2.33998e+08,1.4122e+07
8,1,10,1.77973e+08,1.83849e+07
8,10,100,392443,8.31286e+06
8,100,1000,0,0
8,1000,10000,0,0
