FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,5.65217e+08,7.54666e+07
0,1,10,6.99783e+08,5.93882e+08
0,10,100,6.93671e+07,1.40271e+08
0,100,1000,190850,1.127e+08
0,1000,10000,67817.5,7.62752e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,4333.37,194583
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.68574e+08,1.00828e+07
2,1,10,7.75312e+08,3.12597e+08
2,10,100,2.65888e+06,7.90818e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,3.61909e+08,299865
3,0.01,0.1,3.52332e+07,661961
3,0.1,1,1.78135e+08,4.15563e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,2.57289e+06,23060.7
4,0.1,1,1.06109e+07,736740
4,1,10,1.96168e+08,1.61033e+08
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,9.67586e+08,952038
5,0.01,0.1,1.5481e+08,648960
5,0.1,1,1.22519e+08,5.11778e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,3.46977e+07,1.09507e+06
6,0.1,1,5.09653e+06,2.07765e+06
6,1,10,1.00756e+08,9.99242e+07
6,10,100,2.7866e+06,2.30114e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,2.44474e+08,1.04798e+07
7,1,10,1.88125e+08,2.44796e+08
7,10,100,1.08647e+08,2.97246e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,3.49002e+08,1.27392e+07
8,1,10,5.63409e+07,5.45554e+07
8,10,100,2.85868e+06,1.32433e+07
8,100,1000,0,0
8,1000,10000,0,0
