FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,9.4208e+07,3.97579e+06
0,1,10,1.0359e+08,1.1595e+08
0,10,100,1.90428e+07,1.57898e+08
0,100,1000,5.5115e+06,8.57076e+07
0,1000,10000,42902.1,7.05489e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,3485.74,312074
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,3.3419e+06,326565
2,1,10,1.33501e+08,9.25984e+07
2,10,100,2.58512e+07,9.65654e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.20799e+09,3.33861e+06
3,0.01,0.1,9.98497e+07,651089
3,0.1,1,4.00255e+07,1.10501e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.15988e+06,13406.1
4,0.1,1,2.13472e+06,283349
4,1,10,1.76775e+07,1.96281e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,7.99827e+09,4.81997e+06
5,0.01,0.1,2.28063e+08,1.2602e+06
5,0.1,1,1.70302e+07,442388
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.18326e+07,293293
6,0.1,1,5.09311e+06,1.58229e+06
6,1,10,7.46189e+06,7.92117e+06
6,10,100,3.86971e+06,2.75656e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,3.07864e+07,1.69244e+06
7,1,10,8.22364e+07,2.07011e+08
7,10,100,1.98994e+08,6.45187e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,3.62684e+06,616689
8,1,10,1.9723e+07,5.42681e+07
8,10,100,2.82539e+06,1.6636e+07
8,100,1000,0,0
8,1000,10000,0,0
