FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,2.70057e+07,1.53284e+06
0,1,10,9.70971e+07,8.97084e+07
0,10,100,1.84087e+07,1.24298e+08
0,100,1000,2.86983e+06,1.00621e+08
0,1000,10000,48670.5,7.57938e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,2579.84,190110
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,5.73248e+07,3.67901e+06
2,1,10,5.46821e+07,7.80571e+07
2,10,100,1.45249e+07,5.10383e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,5.17982e+09,4.68283e+06
3,0.1,1,8.91455e+07,1.58996e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,2.9821,0.0136323
4,0.1,1,6.01893e+07,1.14678e+06
4,1,10,1.68499e+06,389563
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,4.91837e+10,9.49938e+06
5,0.01,0.1,1.58235e+08,1.95639e+06
5,0.1,1,925352,962356
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,8.23316e+07,776892
6,0.1,1,3.59535e+07,2.94659e+06
6,1,10,5.82398e+07,2.56803e+07
6,10,100,3.94727e+06,2.51418e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,8.83496e+06,988117
7,1,10,1.78217e+08,2.4516e+08
7,10,100,4.68116e+07,4.62026e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,947007,489518
8,1,10,9.54937e+06,6.653e+06
8,10,100,211189,9.13421e+06
8,100,1000,0,0
8,1000,10000,0,0
