Rep	Year	RepSeason	NInds	NOccupCells	Occup/Suit	min_X	max_X	min_Y	max_Y
0	0	0	5	1	0.000312695	9000	9100	300	400
0	1	0	10	1	0.000312598	9000	9100	300	400
0	2	0	18	1	0.000312598	9000	9100	300	400
0	3	0	15	1	0.000312598	9000	9100	300	400
0	4	0	14	1	0.000312598	9000	9100	300	400
0	5	0	8	1	0.000312402	9000	9100	300	400
0	6	0	6	2	0.000625195	8900	9100	300	400
0	7	0	9	2	0.000625391	8900	9100	300	400
0	8	0	11	2	0.000625195	8900	9100	300	400
0	9	0	13	2	0.000625195	8900	9100	300	400
0	10	0	20	3	0.000937207	8900	9100	300	500
0	11	0	26	3	0.000936914	8900	9100	300	500
0	12	0	29	3	0.000937207	8900	9100	300	500
0	13	0	21	3	0.000936914	8900	9100	300	500
0	14	0	18	3	0.0009375	8900	9100	300	500
0	15	0	13	3	0.000938086	8900	9100	300	500
0	16	0	9	3	0.000939261	8900	9100	300	500
0	17	0	11	3	0.000940439	8900	9100	300	500
0	18	0	9	2	0.000627549	8900	9100	300	400
0	19	0	13	2	0.000627943	8900	9100	300	400
0	20	0	9	2	0.000630318	8900	9100	300	400
0	21	0	10	2	0.000631912	8900	9100	300	400
0	22	0	11	2	0.000634115	8900	9100	300	400
0	23	0	11	2	0.000635728	8900	9100	300	400
0	24	0	22	2	0.000640205	8900	9100	300	400
0	25	0	13	2	0.000642261	8900	9100	300	400
0	26	0	15	2	0.000645995	8900	9100	300	400
0	27	0	16	2	0.000647668	8900	9100	300	400
0	28	0	17	2	0.000650618	8900	9100	300	400
0	29	0	16	2	0.000652103	8900	9100	300	400
0	30	0	15	2	0.000654022	8900	9100	300	400
0	31	0	8	2	0.000655093	8900	9100	300	400
0	32	0	7	2	0.000657246	8900	9100	300	400
0	33	0	6	2	0.000657895	8900	9100	300	400
0	34	0	9	1	0.000330033	8900	9000	300	400
0	35	0	14	2	0.000662471	8900	9100	300	400
0	36	0	10	2	0.000664231	8900	9100	300	400
0	37	0	15	2	0.000666445	8900	9100	300	400
0	38	0	14	1	0.000333778	8900	9000	300	400
0	39	0	11	1	0.000334448	8900	9000	300	400
0	40	0	18	1	0.000335121	8900	9000	300	400
0	41	0	11	1	0.000335121	8900	9000	300	400
0	42	0	12	1	0.000335683	8900	9000	300	400
0	43	0	7	1	0.000335796	8900	9000	300	400
0	44	0	8	1	0.000336247	8900	9000	300	400
0	45	0	8	1	0.000336474	8900	9000	300	400
0	46	0	8	1	0.000336814	8900	9000	300	400
0	47	0	9	1	0.000337154	8900	9000	300	400
0	48	0	8	1	0.000337154	8900	9000	300	400
0	49	0	5	1	0.000337268	8900	9000	300	400
0	50	0	8	1	0.000337154	8900	9000	300	400
0	51	0	3	1	0.000337724	8900	9000	300	400
0	52	0	4	1	0.000337838	8900	9000	300	400
0	53	0	5	1	0.000338066	8900	9000	300	400
0	54	0	2	1	0.000338295	8900	9000	300	400
0	55	0	2	1	0.000338524	8900	9000	300	400
0	56	0	1	1	0.000338639	8900	9000	300	400
0	57	0	1	1	0.000339098	8900	9000	300	400
0	58	0	3	1	0.000339328	8900	9000	300	400
0	59	0	4	1	0.000339328	8900	9000	300	400
0	60	0	4	2	0.000679579	8900	9100	300	400
0	61	0	6	2	0.000680041	8900	9100	300	400
0	62	0	6	2	0.000680967	8900	9100	300	400
0	63	0	8	2	0.000682361	8900	9100	300	400
0	64	0	6	2	0.000683294	8900	9100	300	400
0	65	0	6	2	0.000684697	8900	9100	300	400
0	66	0	4	2	0.000687049	8900	9100	300	400
0	67	0	6	2	0.000688942	8900	9100	300	400
0	68	0	10	2	0.000690369	8900	9100	300	400
0	69	0	5	2	0.000691563	8900	9100	300	400
0	70	0	10	2	0.000693963	8900	9100	300	400
0	71	0	17	2	0.000696136	8900	9100	300	400
0	72	0	15	2	0.00070028	8900	9100	300	400
0	73	0	19	2	0.000703977	8900	9100	300	400
0	74	0	13	2	0.000707214	8900	9100	300	400
0	75	0	9	2	0.000711238	8900	9100	300	400
0	76	0	8	2	0.000716076	8900	9100	300	400
0	77	0	12	2	0.000718907	8900	9100	300	400
0	78	0	15	2	0.000720461	8900	9100	300	400
0	79	0	16	2	0.000724113	8900	9100	300	400
0	80	0	18	2	0.000727273	8900	9100	300	400
0	81	0	13	2	0.000731797	8900	9100	300	400
0	82	0	16	2	0.000734754	8900	9100	300	400
0	83	0	12	2	0.00073828	8900	9100	300	400
0	84	0	4	2	0.000738825	8900	9100	300	400
0	85	0	3	1	0.000371058	9000	9100	300	400
0	86	0	8	1	0.000372024	9000	9100	300	400
0	87	0	6	1	0.000372717	9000	9100	300	400
0	88	0	4	1	0.000373552	9000	9100	300	400
0	89	0	2	1	0.000374392	9000	9100	300	400
0	90	0	4	1	0.000375235	9000	9100	300	400
0	91	0	6	1	0.000376081	9000	9100	300	400
0	92	0	5	1	0.000376648	9000	9100	300	400
0	93	0	5	1	0.000377501	9000	9100	300	400
0	94	0	4	1	0.000378072	9000	9100	300	400
0	95	0	3	2	0.000757002	8900	9100	300	400
0	96	0	1	1	0.000378931	9000	9100	300	400
0	97	0	2	1	0.000379075	9000	9100	300	400
0	98	0	2	1	0.000379939	9000	9100	300	400
0	99	0	4	1	0.000380228	9000	9100	300	400
0	100	0	2	1	0.000380807	9000	9100	300	400
0	101	0	1	1	0.000381534	9000	9100	300	400
0	102	0	1	1	0.000382263	9000	9100	300	400
0	103	0	3	1	0.000382555	9000	9100	300	400
