FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,8.99541e+07,8.93606e+06
0,1,10,2.41049e+07,3.48757e+07
0,10,100,4.27146e+07,2.23225e+08
0,100,1000,6.19443e+06,9.43236e+07
0,1000,10000,43310.7,7.15138e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,319708,3.40624e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.77809e+06,238922
2,1,10,1.74582e+07,5.42929e+07
2,10,100,9.236e+06,5.01191e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,7.23752e+07,695380
3,0.1,1,8.28941e+07,2.83687e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,6.31358e+06,217160
4,1,10,641426,224159
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,4.77904e+09,3.32683e+06
5,0.01,0.1,1.90719e+07,1.66948e+06
5,0.1,1,264938,260946
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,9.2544e+07,1.4601e+06
6,0.1,1,2.41968e+07,1.97088e+06
6,1,10,8.20328e+07,3.51684e+07
6,10,100,3.87118e+06,2.34039e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.58877e+07,893865
7,1,10,7.1407e+07,4.88827e+08
7,10,100,1.5227e+08,7.07102e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,981007,193093
8,1,10,3.77802e+06,9.12555e+06
8,10,100,2.71549e+06,1.06592e+07
8,100,1000,0,0
8,1000,10000,0,0
