0.94999999999999996	0.015173672619904446	8.4615574019861468e-20	7.5271573907186037e-18	1.0267165762442635e-19	7.8443626003027034e-20	6.0769222744699217e-20	1.5552987085060049e-18	1.3064488017420836e-21	1.1284170519416371e-22	1.4745293503040762e-19	8.2799745466691106e-20	0.011006828085903808	2.1947564237189571e-21	5.0466840041037562e-22	1.3915499208872198e-17	2.2805031333111363e-18	0.012781200089079051	8.7264704970972602e-18	7.4401465487709657e-19	2.0852480679752663e-18	1.5344732587528664e-18	4.1929359885494334e-19	2.1683011800228065e-18	0.010785638683975456	2.7925800256909229e-05	1.1651111565083828e-15	6.8601432898056668e-12	9.7792840094983796e-19	2.1089532466768244e-17	0.00022473471401901729	2.110937853647187e-22
0.015173672619904446	0.94999999999999996	8.8706411303572728e-20	1.055565584661775e-17	1.0636119495832899e-19	8.1745849049886159e-20	6.3787164869721139e-20	1.4203581750815389e-18	2.3588006918750368e-21	1.8658771204475546e-22	1.5345260793897371e-19	8.7431190172358053e-20	0.008053462711518496	3.7817504114330673e-21	8.1806543528308707e-22	1.5167750597283865e-17	3.1531716346611407e-18	0.018279373717027599	1.3829047680557747e-17	6.8988844804731465e-19	1.9591807256857512e-18	1.6414835870722934e-18	4.4113356545333287e-19	1.6985697582875744e-18	0.0083143211329562844	1.9692585166023788e-05	8.945980083563128e-16	4.8377771977636679e-12	7.5296407551724193e-19	2.839655615704404e-17	0.00015947722858842945	3.4715114846558725e-22
8.4615574019861468e-20	8.8706411303572728e-20	0.94999999999999996	8.5532013422067424e-12	0.0069920310513590534	0.0078944409127865156	0.0090007805317246278	6.858832039117051e-07	7.9815947075542655e-20	2.1462090253593746e-20	0.0074023169101161707	0.0090546820061123967	2.6156068620349463e-19	1.3535017595148204e-19	3.6616673401540554e-19	0.0013555263008823799	8.4565070016436925e-12	1.4979088933325799e-19	5.4056806647237525e-15	6.2224851026058137e-07	5.4165280469793632e-06	0.001321923312515134	0.0069715737847947396	1.2120313178363125e-13	1.5492034667370666e-19	7.9530458148683489e-17	2.3071157427999318e-13	3.8173364110199542e-16	1.6363612681366252e-14	5.1256397835411943e-10	2.2498950655901473e-18	5.362284423658544e-20
7.5271573907186037e-18	1.055565584661775e-17	8.5532013422067424e-12	0.94999999999999996	4.8379006495328927e-12	5.3989909538005011e-12	8.927574518394617e-12	2.5132326082627109e-15	1.4986634357022504e-13	4.6644169320394397e-10	6.9048661783427431e-12	1.7938731061603031e-11	1.256411709019023e-17	1.8625999895778834e-10	7.698565085079553e-09	3.3146658988106599e-09	0.024928619619632907	1.7399107542407403e-17	0.00014270013608730147	2.6915811208827772e-15	2.0759062857272106e-14	1.5644129514854443e-10	2.8785207956651921e-11	5.6690717514296196e-21	9.9851319697947015e-18	5.6092018253248516e-18	8.0510889599003124e-20	3.0829079974998809e-14	1.3462204804015532e-20	0.024928667164965314	5.5932725627400195e-18	1.175387316080101e-09
1.0267165762442635e-19	1.0636119495832899e-19	0.0069920310513590534	4.8379006495328927e-12	0.94999999999999996	0.011852162187855876	0.007283625851709748	2.5182183174424563e-06	3.0150796655641101e-19	1.1954482616689597e-20	0.011113321583356763	0.0056723381676159115	3.243495961574635e-19	5.4077579427734468e-19	2.0388577359338653e-19	0.00087274561276548708	4.7707699674230113e-12	1.7910632505197375e-19	3.0475834006697278e-15	2.2113092507602352e-06	1.9161976013425511e-05	0.00091239256681115112	0.0052774911752390893	4.0950389163076549e-13	1.8977361923601058e-19	1.3390177231316909e-16	6.9614823402622292e-13	1.098661291775685e-15	5.6003520778441111e-14	2.889306829070304e-10	3.1632283555839322e-18	2.9880494732092691e-20
7.8443626003027034e-20	8.1745849049886159e-20	0.0078944409127865156	5.3989909538005011e-12	0.011852162187855876	0.94999999999999996	0.0075228402002230693	1.1052314548006119e-06	1.3022415617736369e-19	1.3441009986047676e-20	0.0093618138871237617	0.0061724386308041786	2.4515185926173629e-19	2.2703812675664094e-19	2.2927892024482589e-19	0.00091952421075774222	5.3309230192977139e-12	1.3785067658429701e-19	3.4062419365545218e-15	9.8749107738641368e-07	8.580964298163166e-06	0.00093584255400103406	0.0053302633953431506	1.872386240881731e-13	1.4431265482653787e-19	8.6862709643090521e-17	3.3704733129617887e-13	5.4417451780955267e-16	2.5436332939528196e-14	3.2299064995861077e-10	2.2458182795352866e-18	3.3589296580526524e-20
6.0769222744699217e-20	6.3787164869721139e-20	0.0090007805317246278	8.927574518394617e-12	0.0072836258517097498	0.0075228402002230675	0.94999999999999996	6.4292804910035966e-07	7.7129951039318209e-20	2.3489639964462807e-20	0.005753207606036443	0.013056426413774504	1.8745187097311695e-19	1.4298818197674219e-19	4.0118604070629322e-19	0.0011670414859770301	8.8775565742146147e-12	1.0774250198946842e-19	5.7006728374295692e-15	5.6699463264363222e-07	4.9191978369213902e-06	0.001066993031408828	0.0051429552017938597	1.061987014594576e-13	1.1115362204608662e-19	5.6771825531510603e-17	1.8948773559333002e-13	3.0654662915523197e-16	1.4465517416454695e-14	5.3871188532075791e-10	1.6007262144255346e-18	5.8591247386523592e-20
1.5552987085060049e-18	1.4203581750815389e-18	6.858832039117051e-07	2.5132326082627109e-15	2.5182183174424563e-06	1.1052314548006119e-06	6.4292804910035966e-07	0.94999999999999996	5.3405684536469558e-14	6.2002862193762411e-18	1.5797704642105016e-06	5.0979362585673077e-07	6.0561775188415494e-18	5.9061171910287336e-14	2.5287292144427855e-19	4.0580830140707872e-07	2.2748989351477274e-15	2.2753382179282382e-18	1.7856545341761052e-18	0.025026610611097358	0.024964390290465707	3.5586300331892934e-07	1.0718765564460746e-06	6.20487078685837e-08	3.1135387522704145e-18	6.3566820745102973e-14	5.2516566498943163e-08	7.6280682587514452e-11	9.0835961814590104e-09	1.2815044480001667e-13	2.1742616776981958e-16	2.1154045877836373e-18
1.3064488017420836e-21	2.3588006918750368e-21	7.9815947075542655e-20	1.4986634357022504e-13	3.0150796655641101e-19	1.3022415617736369e-19	7.7129951039318209e-20	5.3405684536469753e-14	0.94999999999999996	1.1655821589056796e-06	1.8167568621941205e-19	6.0217817188648892e-20	1.0628920645229791e-21	0.026322286467510548	8.9676232340850925e-08	5.563354365157324e-20	1.6428041980060356e-14	3.0954367590523848e-21	8.2907721770648019e-07	3.1406360324029366e-15	2.9439790527960622e-15	4.4070460574313074e-20	1.2223565354736539e-19	3.4136615807943736e-08	1.0771818513823184e-21	3.1460895525513679e-16	2.6318308708224758e-08	0.023674196930525519	7.9786297685988855e-07	1.6488367897703832e-14	9.5101209081961633e-21	5.7394821103322645e-07
1.1284170519416371e-22	1.8658771204475546e-22	2.1462090253593746e-20	4.6644169320394397e-10	1.1954482616689597e-20	1.3441009986047676e-20	2.3489639964462807e-20	6.2002862193762411e-18	1.1655821589056796e-06	0.94999999999999996	1.6495172803718159e-20	4.767608746416448e-20	1.2252658986117525e-22	0.015234197903513375	0.0032631788488224536	7.1713933036549639e-18	5.6345382344227471e-11	2.7569749225953533e-22	0.0029587211247267004	3.3064147044254029e-19	3.4339306200050309e-19	3.4498283270605979e-19	6.6980595119153466e-20	7.5910222701255503e-14	1.141097800577752e-22	3.4834312622160573e-23	1.477732504890381e-14	2.587856084927326e-09	9.6934616261331558e-13	5.7407620396899237e-11	1.1839749790117959e-23	0.028542733371667791
