Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,19|13|2|1|1|0|,31.0|52.23800000000001|92.0|130.595|147.771|nan|,0.0|4.724012863917872|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,19|13|2|1|1|0|,31.0|52.23800000000001|92.0|130.595|147.771|nan|,0.0|4.724012863917872|0.0|0.0|0.0|nan|,0|19|13|2|1|1|,0|0|0|0|0|0|,79|19|13|2|1|1|,0|0|0|0|0|0|,79|19|13|2|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,79|19|13|2|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,79|19|13|2|1|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,79|19|13|2|1|0|,31.0|31.0|52.23800000000001|92.0|130.595|nan|,0.0|0.0|4.724012863917872|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,79|19|13|2|1|0|,31.0|31.0|52.23800000000001|92.0|130.595|nan|,0.0|0.0|4.724012863917872|0.0|0.0|nan|,0|79|19|13|2|1|,0|0|0|0|0|0|,130|79|19|13|2|1|,29|59|0|5|0|0|,102|20|19|8|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,102|20|19|8|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,102|20|19|8|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,102|20|19|8|2|0|,31.0|31.0|31.0|50.807875|92.0|nan|,0.0|0.0|0.0|3.9301149613433695|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,102|20|19|8|2|0|,31.0|31.0|31.0|50.807875|92.0|nan|,0.0|0.0|0.0|3.9301149613433695|0.0|nan|,0|102|20|19|8|2|,0|0|0|0|0|0|,159|102|20|19|8|2|,79|76|4|11|4|2|,79|26|16|8|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,79|26|16|8|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,79|26|16|8|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,79|26|16|8|4|0|,31.0|31.0|31.0|31.0|49.112500000000004|nan|,0.0|0.0|0.0|0.0|4.306066447466873|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,79|26|16|8|4|0|,31.0|31.0|31.0|31.0|49.112500000000004|nan|,0.0|0.0|0.0|0.0|4.306066447466873|nan|,0|79|26|16|8|4|,0|0|0|0|0|0|,190|79|26|16|8|4|,124|52|5|7|5|2|,68|27|21|9|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,68|27|21|9|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,68|27|21|9|3|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,68|27|21|9|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,68|27|21|9|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|68|27|21|9|3|,0|0|0|0|0|0|,171|68|27|21|9|3|,95|37|7|15|6|0|,75|31|20|6|3|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,75|31|20|6|3|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,75|31|20|6|3|3|,0|0|0|0|0|3|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,75|31|20|6|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,75|31|20|6|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|75|31|20|6|3|,0|0|0|0|0|0|,141|75|31|20|6|3|,62|47|13|14|2|2|,80|28|18|6|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,80|28|18|6|4|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,80|28|18|6|4|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,80|28|18|6|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,80|28|18|6|4|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|80|28|18|6|4|,0|0|0|0|0|0|,163|80|28|18|6|4|,91|54|9|11|0|2|,73|26|19|7|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,73|26|19|7|6|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,73|26|19|7|6|2|,0|0|0|0|0|2|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,73|26|19|7|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,73|26|19|7|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|73|26|19|7|6|,0|0|0|0|0|0|,109|73|26|19|7|6|,35|44|4|12|4|6|,76|29|22|7|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,76|29|22|7|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,76|29|22|7|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,76|29|22|7|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,76|29|22|7|3|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|76|29|22|7|3|,0|0|0|0|0|0|,186|76|29|22|7|3|,107|48|10|18|1|2|,78|28|19|4|6|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,78|28|19|4|6|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,78|28|19|4|6|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,78|28|19|4|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,78|28|19|4|6|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|78|28|19|4|6|,0|0|0|0|0|0|,139|78|28|19|4|6|,72|48|9|11|0|6|,66|30|19|8|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,66|30|19|8|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,66|30|19|8|4|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
