Rep	Year	RepSeason	NInds	NOccupCells	Occup/Suit	min_X	max_X	min_Y	max_Y
0	0	0	20785	4157	1	0	18000	300	8300
0	1	0	24580	4149	0.997836	0	18000	300	8300
0	2	0	27240	4122	0.99158	0	18000	300	8300
0	3	0	29150	4095	0.984848	0	18000	300	8300
0	4	0	30370	4091	0.984123	0	18000	300	8300
0	5	0	31162	4091	0.983886	0	18000	300	8300
0	6	0	31839	4082	0.981958	0	18000	300	8300
0	7	0	32273	4086	0.982684	0	18000	300	8300
0	8	0	32490	4086	0.98292	0	18000	300	8300
0	9	0	32561	4083	0.981963	0	18000	300	8300
0	10	0	32946	4078	0.980996	0	18000	300	8300
0	11	0	32899	4086	0.98292	0	18000	300	8300
0	12	0	32893	4081	0.981718	0	18000	300	8300
0	13	0	33394	4082	0.981958	0	18000	300	8300
0	14	0	33499	4085	0.98268	0	18000	300	8300
0	15	0	33421	4078	0.980996	0	18000	300	8300
0	16	0	33200	4083	0.982199	0	18000	300	8300
0	17	0	33618	4070	0.979071	0	18000	300	8300
0	18	0	33623	4079	0.981236	0	18000	300	8300
0	19	0	33494	4086	0.98292	0	18000	300	8300
0	20	0	33576	4085	0.982916	0	18000	300	8300
0	21	0	33388	4073	0.979793	0	18000	300	8300
0	22	0	33324	4081	0.981954	0	18000	300	8300
0	23	0	33815	4075	0.980274	0	18000	300	8300
0	24	0	33924	4081	0.981954	0	18000	300	8300
0	25	0	33649	4087	0.983161	0	18000	300	8300
0	26	0	33631	4091	0.98436	0	18000	300	8300
0	27	0	33588	4094	0.984845	0	18000	300	8300
0	28	0	33557	4090	0.984119	0	18000	300	8300
0	29	0	33448	4087	0.983161	0	18000	300	8300
0	30	0	33875	4094	0.985082	0	18000	300	8300
0	31	0	33723	4090	0.984119	0	18000	300	8300
0	32	0	33855	4091	0.98436	0	18000	300	8300
0	33	0	33945	4082	0.982194	0	18000	300	8300
0	34	0	33948	4090	0.984119	0	18000	300	8300
0	35	0	33658	4086	0.983157	0	18000	300	8300
0	36	0	33572	4076	0.980751	0	18000	300	8300
0	37	0	33816	4083	0.982435	0	18000	300	8300
0	38	0	33538	4080	0.981713	0	18000	300	8300
0	39	0	33646	4087	0.983397	0	18000	300	8300
0	40	0	33861	4102	0.987244	0	18000	300	8300
0	41	0	33613	4092	0.984601	0	18000	300	8300
0	42	0	33678	4088	0.983875	0	18000	300	8300
0	43	0	33961	4089	0.983879	0	18000	300	8300
0	44	0	33800	4095	0.98556	0	18000	300	8300
0	45	0	33874	4090	0.984119	0	18000	300	8300
0	46	0	33772	4095	0.98556	0	18000	300	8300
0	47	0	33652	4094	0.985082	0	18000	300	8300
0	48	0	33606	4094	0.985319	0	18000	300	8300
0	49	0	33681	4093	0.984841	0	18000	300	8300
0	50	0	33693	4084	0.982912	0	18000	300	8300
0	51	0	33685	4072	0.980024	0	18000	300	8300
0	52	0	33363	4086	0.98363	0	18000	300	8300
0	53	0	33448	4086	0.98363	0	18000	300	8300
0	54	0	33667	4088	0.984349	0	18000	300	8300
0	55	0	33856	4090	0.98483	0	18000	300	8300
0	56	0	33480	4103	0.988198	0	18000	300	8300
0	57	0	33528	4106	0.988921	0	18000	300	8300
0	58	0	33540	4093	0.986027	0	18000	300	8300
0	59	0	33414	4093	0.986027	0	18000	300	8300
0	60	0	33331	4081	0.983374	0	18000	300	8300
0	61	0	33218	4082	0.983614	0	18000	300	8300
0	62	0	33812	4067	0.980236	0	18000	300	8300
0	63	0	34015	4090	0.98578	0	18000	300	8300
0	64	0	33887	4083	0.98433	0	18000	300	8300
0	65	0	33681	4084	0.984571	0	18000	300	8300
