FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,1.29657e+09,1.20993e+08
0,1,10,1.0942e+09,4.00129e+08
0,10,100,1.79675e+08,1.80442e+08
0,100,1000,232386,1.15482e+08
0,1000,10000,72142.4,7.07341e+07
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,3.0062e+08,6.73785e+07
2,1,10,9.44687e+08,1.9161e+08
2,10,100,1.41765e+06,2.13842e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,3.11639e+08,3.03247e+06
3,0.1,1,1.02617e+08,1.27139e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.72752e+07,155570
4,0.1,1,5.83095e+07,1.37721e+06
4,1,10,8.03719e+06,1.738e+07
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,6.76171e+07,59290.2
5,0.01,0.1,2.3133e+07,1.32445e+06
5,0.1,1,7.14905e+07,1.29664e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,9.31659e+07,1.29345e+06
6,0.1,1,1.74105e+08,1.76645e+07
6,1,10,1.33385e+07,4.20617e+07
6,10,100,3.88138e+06,2.2508e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,9.78184e+08,5.00999e+07
7,1,10,1.50092e+08,2.48522e+08
7,10,100,6.54164e+07,9.8607e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,1.46623e+08,1.01571e+07
8,1,10,3.58868e+07,3.15124e+07
8,10,100,2.14522e+06,1.26286e+07
8,100,1000,0,0
8,1000,10000,0,0
