FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,1.06285e+09,9.45764e+07
0,1,10,2.94064e+09,3.42275e+08
0,10,100,3.18515e+07,1.19745e+08
0,100,1000,254271,9.64131e+07
0,1000,10000,78936.3,6.20414e+07
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,3.70318e+08,1.56599e+08
2,1,10,1.42304e+09,2.23068e+08
2,10,100,1.17663e+06,1.35625e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,1.06487e+08,3.2321e+06
3,0.1,1,1.43176e+08,1.54751e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,5.7855e+07,616365
4,0.1,1,1.49398e+08,4.09261e+06
4,1,10,9.70849e+06,4.65964e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,8.90953e+07,157786
5,0.01,0.1,6.02492e+07,1.21205e+06
5,0.1,1,1.34691e+08,8.12434e+06
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.48018e+07,403030
6,0.1,1,3.08973e+07,1.00864e+07
6,1,10,1.86262e+07,3.4386e+07
6,10,100,3.4447e+06,1.82767e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,7.4392e+08,3.80064e+07
7,1,10,8.4949e+07,2.93911e+07
7,10,100,9.759e+07,8.89296e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,4.67885e+08,2.22008e+07
8,1,10,2.84313e+07,1.87169e+07
8,10,100,515717,1.20387e+07
8,100,1000,0,0
8,1000,10000,0,0
