FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,3247.06,154.799
0,0.1,1,2.39893e+08,3.49206e+07
0,1,10,5.60285e+08,2.33366e+08
0,10,100,4.18497e+07,8.53112e+07
0,100,1000,6.81172e+06,7.29478e+07
0,1000,10000,152012,1.11048e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,1.38868e+09,9.07627e+08
1,10,100,5.93283e+07,2.82907e+08
1,100,1000,1.84263e+07,1.75719e+08
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,4.42556e+08,8.40493e+07
2,1,10,9.86281e+08,3.94458e+08
2,10,100,8.96082e+07,1.94448e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.21032e+08,146298
3,0.01,0.1,937245,15034.3
3,0.1,1,3.94639e+07,4.12607e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,1.11377e+07,3135.92
4,0.01,0.1,2.73809e+07,45065.5
4,0.1,1,3.0184e+06,112005
4,1,10,0,0
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,5.46205e+07,138975
5,0.01,0.1,590929,9557.9
5,0.1,1,3.25542e+06,265447
5,1,10,5.53408e+07,1.71549e+07
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,686292,8718.41
6,0.1,1,1.0859e+08,1.44453e+07
6,1,10,5.04873e+08,1.67978e+08
6,10,100,1.12247e+08,1.04094e+08
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,1410.38,4.29243
7,0.1,1,9.54485e+07,1.09179e+07
7,1,10,5.94089e+08,2.08923e+08
7,10,100,5.13357e+07,1.09311e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,1.22968e+06,19832.5
8,0.1,1,8.61694e+06,706979
8,1,10,7.69928e+08,3.08863e+08
8,10,100,1.1483e+07,1.04289e+07
8,100,1000,0,0
8,1000,10000,0,0
