FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,8.70082e+06,1.68493e+06
0,0.1,1,6.10247e+06,2.36642e+06
0,1,10,6.87365e+07,3.02723e+08
0,10,100,1.0189e+07,1.47955e+08
0,100,1000,331564,1.6876e+07
0,1000,10000,119551,2.22078e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,603941,2.3797e+07
1,10,100,6.16567e+07,5.18666e+08
1,100,1000,5.08293e+06,2.47669e+08
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,2.02319e+06,893544
2,1,10,3.1387e+07,7.46082e+07
2,10,100,3.3767e+07,1.61548e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.01297e+10,7.66893e+07
3,0.01,0.1,3.68103e+06,279895
3,0.1,1,262447,185007
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,2.28715e+07,2.43232e+06
4,0.1,1,140131,80558
4,1,10,0,0
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,7.72691e+08,1.6073e+07
5,0.01,0.1,5.25267e+06,131503
5,0.1,1,435666,241301
5,1,10,1.22156e+07,1.6104e+07
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,4.83096e+06,152742
6,0.1,1,1.90286e+06,505753
6,1,10,5.80686e+07,1.47194e+08
6,10,100,4.25549e+07,1.81281e+08
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,779015,294714
7,1,10,4.18519e+07,1.21753e+08
7,10,100,2.51028e+06,5.59608e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,233024,59530.3
8,0.1,1,287581,133725
8,1,10,7.3006e+07,1.70701e+08
8,10,100,6.02295e+06,1.66474e+07
8,100,1000,0,0
8,1000,10000,0,0
