FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,1.08085e+07,1.24061e+06
0,0.1,1,1.78869e+07,3.28126e+06
0,1,10,1.43539e+08,5.29704e+08
0,10,100,1.63125e+07,1.86792e+08
0,100,1000,410239,1.70998e+07
0,1000,10000,123460,2.03667e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,1.00268e+06,2.76157e+07
1,10,100,6.65701e+07,2.27331e+08
1,100,1000,5.329e+06,2.30517e+08
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,3.3424e+06,1.01039e+06
2,1,10,4.43369e+07,9.43062e+07
2,10,100,4.06313e+07,1.70593e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.32226e+10,5.09702e+07
3,0.01,0.1,4.43156e+06,248940
3,0.1,1,326307,196292
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,2.70349e+07,1.3186e+06
4,0.1,1,146064,73069.4
4,1,10,0,0
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,9.45057e+08,1.35723e+07
5,0.01,0.1,5.42935e+06,75856.3
5,0.1,1,539283,257947
5,1,10,1.38829e+07,1.58707e+07
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,5.01001e+06,96949.6
6,0.1,1,2.09167e+06,480404
6,1,10,8.24722e+07,1.87821e+08
6,10,100,6.32235e+07,2.16298e+08
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.03996e+06,271479
7,1,10,7.15425e+07,2.06257e+08
7,10,100,5.49437e+06,9.2769e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,279654,46948.4
8,0.1,1,372237,152096
8,1,10,9.80528e+07,2.09218e+08
8,10,100,8.57082e+06,2.11502e+07
8,100,1000,0,0
8,1000,10000,0,0
