FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,51353.1,357.012
0,0.1,1,9.58041e+07,2.76205e+07
0,1,10,3.87245e+08,2.66703e+08
0,10,100,3.45582e+07,1.03154e+08
0,100,1000,5.90923e+06,8.40408e+07
0,1000,10000,147519,1.25112e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,4.39288e+08,3.47241e+08
1,10,100,4.02426e+07,4.26915e+08
1,100,1000,1.33735e+07,2.56562e+08
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,5.00996e+06,1.28072e+06
2,1,10,4.24743e+08,2.70897e+08
2,10,100,6.17563e+07,1.6295e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.36527e+09,353413
3,0.01,0.1,526139,16309.9
3,0.1,1,747238,73234
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,6327.61,2.14672
4,0.01,0.1,5.3598e+06,25344.2
4,0.1,1,1.38401e+06,27848.5
4,1,10,0,0
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,6.90721e+07,274440
5,0.01,0.1,358058,9525.07
5,0.1,1,1.16429e+06,138577
5,1,10,4.46411e+07,1.74778e+07
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,370169,9398.32
6,0.1,1,931594,144748
6,1,10,2.57889e+08,1.3348e+08
6,10,100,9.53573e+07,1.05711e+08
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,714.085,1.99967
7,0.1,1,2.80545e+06,58344.6
7,1,10,1.25462e+08,1.19972e+08
7,10,100,2.39311e+07,7.9727e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,735700,18249.9
8,0.1,1,1.48866e+06,164882
8,1,10,3.18358e+08,2.2488e+08
8,10,100,1.05171e+07,1.13579e+07
8,100,1000,0,0
8,1000,10000,0,0
