FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,5.13081e+08,2.38589e+06
0,0.1,1,2.27752e+08,2.90404e+06
0,1,10,1.9176e+09,2.30779e+08
0,10,100,1.01888e+06,3.0227e+07
0,100,1000,283406,2.00721e+07
0,1000,10000,119559,2.60517e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,4.00069e+07,1.5974e+07
1,10,100,6.71977e+07,4.89617e+08
1,100,1000,4.21689e+06,3.18389e+08
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,3.17975e+07,942644
2,1,10,4.23166e+08,5.82015e+07
2,10,100,8.6882e+06,5.30225e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,4.47154e+11,9.4692e+07
3,0.01,0.1,1.33245e+08,301503
3,0.1,1,1.4893e+07,162679
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,4.311e+09,7.20523e+06
4,0.1,1,128526,78218.2
4,1,10,0,0
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,7.5006e+10,1.93989e+07
5,0.01,0.1,3.4848e+08,702302
5,0.1,1,7.13875e+06,191207
5,1,10,1.05852e+07,1.83915e+07
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.55443e+07,345331
6,0.1,1,1.01948e+07,588429
6,1,10,2.65579e+07,7.63989e+07
6,10,100,6.38482e+06,2.64789e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,2.2744e+07,497844
7,1,10,1.58995e+07,4.61055e+07
7,10,100,2.39081e+07,4.28096e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.13911e+07,78684.9
8,0.1,1,4.40248e+06,119505
8,1,10,3.58104e+07,8.64056e+07
8,10,100,3.22905e+06,1.11498e+07
8,100,1000,0,0
8,1000,10000,0,0
