Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
1, 1,5.04352e+08,9.55819e+08,8.80314e+08,8.05159e+07,2.18934e+08,1.04006e+08,4.1704e+08,6.74424e+08,5.74756e+08
2, 1,3.89927e+08,1.39862e+09,5.56924e+08,5.24256e+06,6.56335e+07,1.7584e+06,2.10134e+08,4.65327e+08,3.3653e+08
3, 1,3.09739e+08,1.54786e+09,2.58391e+08,462231,253478,309597,1.17165e+08,2.30715e+08,1.98713e+08
4, 1,2.38128e+08,1.32538e+09,1.30006e+08,377539,170860,269018,7.82585e+07,9.82312e+07,1.07637e+08
5, 1,1.62792e+08,1.1011e+09,9.09445e+07,619039,129850,514329,2.55335e+07,3.74861e+07,3.81471e+07
6, 1,1.38457e+08,7.04712e+08,6.89998e+07,907345,54404.1,879781,2.9674e+07,4.86188e+07,4.19532e+07
7, 1,9.27143e+07,5.3193e+08,4.5069e+07,1.66893e+06,46472.6,2.77657e+06,3.42391e+07,4.17072e+07,4.58436e+07
8, 1,8.02444e+07,3.77295e+08,2.57785e+07,2.5161e+06,82319.8,6.49667e+06,3.14899e+07,3.60225e+07,4.64281e+07
9, 1,7.79482e+07,1.49072e+08,2.41053e+07,3.27921e+06,110045,1.15764e+07,2.5638e+07,2.99204e+07,3.94819e+07
10, 1,8.01596e+07,1.03098e+08,2.67209e+07,3.74162e+06,140887,1.6144e+07,2.76073e+07,2.72371e+07,4.17666e+07
11, 1,8.49929e+07,8.26529e+07,2.99529e+07,4.15243e+06,141939,1.98117e+07,3.00938e+07,2.49386e+07,4.51429e+07
12, 1,9.36007e+07,5.97273e+07,2.27004e+07,1.1213e+07,223649,6.81191e+07,2.86677e+07,1.96988e+07,3.51461e+07
13, 2,1.11126e+08,4.59399e+07,2.23785e+07,2.52476e+07,528630,1.75819e+08,2.46758e+07,1.66526e+07,2.47288e+07
14, 2,1.36306e+08,4.03582e+07,2.43224e+07,4.36592e+07,1.42623e+06,3.35253e+08,2.08123e+07,1.57013e+07,1.80873e+07
15, 2,1.56509e+08,3.8371e+07,2.6284e+07,7.23025e+07,2.42327e+06,4.66418e+08,2.1553e+07,1.559e+07,1.68936e+07
16, 2,1.81242e+08,3.69297e+07,2.94659e+07,1.37322e+08,5.59832e+06,1.07933e+09,2.34608e+07,1.77059e+07,1.5573e+07
17, 2,2.27617e+08,2.0232e+07,3.40301e+07,2.85642e+08,1.82882e+07,1.71779e+09,2.55322e+07,2.02995e+07,1.44927e+07
18, 2,2.91726e+08,2.45287e+07,4.89385e+07,6.09058e+08,5.39695e+07,1.99075e+09,2.92439e+07,2.78925e+07,1.5774e+07
19, 2,3.9787e+08,1.84597e+07,9.77176e+07,1.05023e+09,1.69711e+08,2.072e+09,3.41933e+07,4.28285e+07,1.79553e+07
20, 2,4.91874e+08,3.08175e+07,2.07984e+08,1.2993e+09,3.41689e+08,1.56583e+09,3.89302e+07,6.56367e+07,2.07219e+07
21, 2,5.68121e+08,3.05274e+07,3.46513e+08,1.23308e+09,4.83324e+08,1.1864e+09,4.31164e+07,8.82049e+07,2.40612e+07
22, 2,5.73446e+08,3.48461e+07,4.50736e+08,9.46066e+08,5.25915e+08,8.13333e+08,4.77284e+07,1.07054e+08,2.95732e+07
23, 2,6.16104e+08,3.50335e+07,5.99599e+08,8.85259e+08,3.50206e+08,6.65221e+08,5.26096e+07,1.36211e+08,3.26865e+07
24, 2,6.6204e+08,2.93642e+07,3.26511e+08,7.03212e+07,1.17403e+08,1.56334e+08,5.29696e+07,2.22457e+08,4.44819e+07
25, 3,5.73405e+08,1.58657e+07,4.23251e+08,2.49261e+07,9.67094e+07,3.82711e+07,5.92498e+07,1.58429e+08,4.3809e+07
26, 3,4.49937e+08,87878.4,4.78071e+08,1.74421e+07,1.35189e+08,3.3428e+07,6.40439e+07,1.1237e+08,3.61144e+07
27, 3,4.54238e+08,148032,4.49745e+08,6.60715e+06,1.65035e+08,2.35604e+07,6.80668e+07,1.335e+08,3.21396e+07
28, 3,4.78551e+08,161614,4.41936e+08,7.63229e+06,2.08617e+08,1.98231e+07,6.87756e+07,1.71341e+08,3.21443e+07
29, 3,5.15861e+08,260192,4.10846e+08,7.50405e+06,1.82031e+08,1.42431e+07,7.14232e+07,2.0962e+08,2.83179e+07
30, 3,5.62292e+08,273028,4.10097e+08,7.48684e+06,1.59609e+08,1.39571e+07,7.10267e+07,2.43388e+08,2.73824e+07
31, 3,6.30805e+08,323241,3.64752e+08,8.29042e+06,1.32681e+08,1.7021e+07,7.24781e+07,3.1142e+08,2.74011e+07
32, 3,7.11912e+08,407188,3.37946e+08,4.68465e+06,8.5605e+07,1.79261e+07,7.1831e+07,3.66917e+08,2.68564e+07
33, 3,7.88058e+08,494772,3.09506e+08,4.4079e+06,5.29353e+07,2.01376e+07,7.03837e+07,4.10125e+08,2.66913e+07
34, 3,8.45534e+08,598775,2.77946e+08,3.63272e+06,3.22443e+07,2.06595e+07,6.85306e+07,4.56932e+08,2.57029e+07
35, 3,8.63853e+08,598958,2.517e+08,3.28433e+06,1.81194e+07,2.02538e+07,7.01285e+07,5.05691e+08,2.6234e+07
