FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,2.90519e+06,4.11439e+06
0,1,10,7.85004e+07,1.45131e+08
0,10,100,5.29632e+07,1.9523e+08
0,100,1000,130542,9.51169e+07
0,1000,10000,62104.2,8.48576e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,10787.4,844802
1,100,1000,2.62512,206.666
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,4.6881e+06,989066
2,1,10,1.42536e+08,2.15117e+08
2,10,100,2.34679e+07,1.31885e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,2.94457e+07,1.33134e+06
3,0.1,1,5.5637e+06,3.22026e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.71322e+06,144978
4,0.1,1,5.39741e+06,706557
4,1,10,9.13253e+06,904776
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,5.68771e+08,4.02843e+06
5,0.01,0.1,5.52806e+06,612757
5,0.1,1,1.06461e+07,1.13509e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.39478e+06,434323
6,0.1,1,9.75537e+06,1.82566e+06
6,1,10,4.25424e+07,7.62575e+07
6,10,100,6.02921e+06,2.69274e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,2.71009e+07,4.98021e+06
7,1,10,3.32379e+07,2.07959e+08
7,10,100,5.21372e+07,5.27745e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,1.17848e+07,2.93996e+06
8,1,10,2.24176e+07,4.45506e+07
8,10,100,3.38201e+06,1.61943e+07
8,100,1000,0,0
8,1000,10000,0,0
