Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
53479.3,1,10000,H,Ecto,424914
53479.3,1,10000,H,Endo,7.26736e+07
53479.3,1,100000,H,Endo,1.50109e+08
53479.3,1,1e+06,H,Endo,2.93198e+07
53479.3,1,10000,O,Endo,595611
53479.3,1,10000,C,Ecto,3.63825e+07
53479.3,1,10000,C,Endo,2.37934e+10
48710.5,1,10000,H,Ecto,3.04495e+06
48710.5,1,10000,H,Endo,1.69702e+09
48710.5,1,100000,H,Endo,1.92372e+09
48710.5,1,1e+06,H,Endo,1.82824e+08
48710.5,1,10000,O,Endo,7.8778e+06
48710.5,1,10000,C,Ecto,4.15404e+08
48710.5,1,10000,C,Endo,8.66935e+10
53479.3,1,1000,H,Ecto,6.73023e+09
53479.3,1,10000,H,Ecto,1.04511e+10
53479.3,1,1000,H,Endo,6.35077e+09
53479.3,1,10000,H,Endo,9.73667e+09
53479.3,1,100000,H,Endo,5.54236e+08
53479.3,1,1000,O,Ecto,4.43923e+09
53479.3,1,10000,O,Ecto,4.3346e+08
53479.3,1,1000,O,Endo,7.82856e+09
53479.3,1,10000,O,Endo,2.2431e+10
53479.3,1,10000,C,Ecto,7.65938e+09
53479.3,1,10000,C,Endo,6.23757e+10
1240.63,2,10,H,Ecto,1401.51
1240.63,2,100,H,Ecto,1969.49
1240.63,2,1000,H,Ecto,0.00489021
1240.63,2,10,H,Endo,62.4245
1240.63,2,100,H,Endo,3357.98
1240.63,2,1000,H,Endo,5.48793
1240.63,2,10,O,Ecto,48.1457
1240.63,2,100,O,Ecto,59.431
1240.63,2,1000,O,Ecto,1.0348
1240.63,2,100,O,Endo,3.82857
1240.63,2,10,C,Ecto,60.8875
1240.63,2,100,C,Ecto,472.739
1240.63,2,1000,C,Ecto,8.13233
48055,2,100,H,Ecto,0.562036
48055,2,1000,H,Ecto,499427
48055,2,10000,H,Ecto,294300
48055,2,100,H,Endo,4.24743e-07
48055,2,1000,H,Endo,114736
48055,2,100,O,Ecto,3.32649
48055,2,1000,O,Ecto,279366
48055,2,10000,O,Ecto,227685
48055,2,100,O,Endo,5.64441
48055,2,1000,O,Endo,829739
48055,2,10000,O,Endo,53745.7
