PatchID,XCOORD,YCOORD,ID,MID,FID,sex,age,size,mature,newmature,layeggs,capture,recapture,state,CDist,Hindex,Species,ClassFile,SubPatchID,L0A0,L0A1,L1A0,L1A1,L2A0,L2A1,L3A0,L3A1,L4A0,L4A1,L5A0,L5A1,L6A0,L6A1,L7A0,L7A1,L8A0,L8A1,L9A0,L9A1,L10A0,L10A1,L11A0,L11A1,L12A0,L12A1,L13A0,L13A1,L14A0,L14A1,L15A0,L15A1
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO0,R1_F1_m1f1_P1_Y14_UO18,R1_F1_m1f1_P1_Y14_UO23,MXY,1,31.0,0,0,0.0,0,0,0,-9999.0,0.556640625,1,P0_CV0,1,1,1,0,2,1,1,1,1,1,1,1,1,2,0,0,2,2,0,2,0,2,0,2,0,2,0,0,2,0,2,2,0
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO1,R1_F1_m1f1_P1_Y14_UO18,R1_F1_m1f1_P1_Y14_UO23,MXY,1,31.0,0,0,0.0,0,0,0,-9999.0,0.556640625,1,P0_CV0,1,2,0,0,2,1,1,1,1,2,0,2,0,2,0,1,1,1,1,2,0,2,0,2,0,2,0,1,1,0,2,0,2
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO2,R1_F1_m1f1_P1_Y13_UO29,R1_F1_m1f1_P1_Y15_UO17,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.630859375,1,P0_CV0,1,2,0,1,1,0,2,1,1,0,2,1,1,1,1,2,0,1,1,1,1,1,1,2,0,2,0,1,1,1,1,1,1
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO3,R1_F1_m1f1_P1_Y13_UO29,R1_F1_m1f1_P1_Y15_UO17,MXY,1,31.0,0,0,0.0,0,0,0,-9999.0,0.630859375,1,P0_CV0,1,2,0,1,1,2,0,2,0,0,2,1,1,1,1,2,0,1,1,1,1,2,0,2,0,1,1,1,1,1,1,1,1
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO4,R1_F1_m1f1_P1_Y13_UO29,R1_F1_m1f1_P1_Y15_UO17,MXY,1,31.0,0,0,0.0,0,0,0,-9999.0,0.630859375,1,P0_CV0,1,2,0,0,2,1,1,1,1,1,1,1,1,1,1,2,0,1,1,0,2,2,0,2,0,2,0,1,1,1,1,2,0
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO5,R1_F1_m1f1_P1_Y13_UO29,R1_F1_m1f1_P1_Y15_UO17,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.630859375,1,P0_CV0,1,2,0,1,1,2,0,1,1,1,1,2,0,1,1,2,0,1,1,0,2,1,1,2,0,1,1,1,1,2,0,1,1
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO6,R1_F1_m1f1_P1_Y15_UO14,R1_F1_m1f1_P1_Y14_UO3,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.5595703125,1,P0_CV0,1,0,2,0,2,1,1,0,2,1,1,2,0,2,0,2,0,2,0,0,2,2,0,1,1,1,1,1,1,0,2,2,0
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO7,R1_F1_m1f1_P1_Y15_UO14,R1_F1_m1f1_P1_Y14_UO3,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.5595703125,1,P0_CV0,1,1,1,0,2,1,1,0,2,1,1,2,0,1,1,1,1,2,0,0,2,1,1,2,0,1,1,1,1,2,0,1,1
1,15600.0,7000.0,RD1_F1_m1f1_P1_Y17_UO8,R1_F1_m1f1_P1_Y15_UO14,R1_F1_m1f1_P1_Y14_UO3,MXY,1,31.0,0,0,0.0,0,0,0,-9999.0,0.5595703125,1,P0_CV0,1,2,0,0,2,1,1,0,2,2,0,2,0,1,1,2,0,1,1,1,1,2,0,1,1,1,1,1,1,1,1,2,0
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO9,R1_F1_m1f1_P1_Y15_UO14,R1_F1_m1f1_P1_Y14_UO3,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.5595703125,1,P0_CV0,1,2,0,0,2,1,1,0,2,2,0,2,0,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,2,0
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO10,R1_F1_m1f1_P1_Y15_UO34,R1_F1_m1f1_P1_Y14_UO8,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.5791015625,1,P0_CV0,1,1,1,0,2,1,1,0,2,1,1,1,1,2,0,0,2,2,0,1,1,2,0,1,1,2,0,1,1,1,1,1,1
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO11,R1_F1_m1f1_P1_Y15_UO34,R1_F1_m1f1_P1_Y14_UO8,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.5791015625,1,P0_CV0,1,1,1,0,2,2,0,2,0,1,1,2,0,2,0,1,1,2,0,1,1,2,0,2,0,2,0,1,1,1,1,2,0
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO12,R1_F1_m1f1_P1_Y15_UO34,R1_F1_m1f1_P1_Y14_UO8,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.5791015625,1,P0_CV0,1,2,0,0,2,2,0,2,0,1,1,1,1,2,0,1,1,2,0,0,2,1,1,1,1,1,1,1,1,2,0,1,1
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO13,R1_F1_m1f1_P1_Y15_UO34,R1_F1_m1f1_P1_Y14_UO8,MXY,1,31.0,0,0,0.0,0,0,0,-9999.0,0.5791015625,1,P0_CV0,1,2,0,0,2,1,1,1,1,1,1,1,1,2,0,1,1,2,0,0,2,1,1,0,2,1,1,1,1,2,0,1,1
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO14,R1_F1_m1f1_P1_Y15_UO34,R1_F1_m1f1_P1_Y14_UO8,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.5791015625,1,P0_CV0,1,1,1,0,2,1,1,1,1,1,1,2,0,2,0,0,2,2,0,1,1,1,1,0,2,1,1,2,0,2,0,2,0
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO15,R1_F1_m1f1_P1_Y15_UO10,R1_F1_m1f1_P1_Y14_UO23,MXY,1,31.0,0,0,0.0,0,0,0,-9999.0,0.5869140625,1,P0_CV0,1,2,0,0,2,0,2,1,1,0,2,0,2,2,0,1,1,1,1,2,0,1,1,1,1,0,2,0,2,1,1,2,0
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO16,R1_F1_m1f1_P1_Y15_UO10,R1_F1_m1f1_P1_Y14_UO23,MXY,1,31.0,0,0,0.0,0,0,0,-9999.0,0.5869140625,1,P0_CV0,1,1,1,0,2,1,1,0,2,0,2,0,2,2,0,2,0,2,0,1,1,0,2,2,0,1,1,1,1,0,2,2,0
1,15600.0,7000.0,RD1_F1_m1f1_P1_Y17_UO17,R1_F1_m1f1_P1_Y15_UO10,R1_F1_m1f1_P1_Y14_UO23,MXY,1,31.0,0,0,0.0,0,0,0,-9999.0,0.5869140625,1,P0_CV0,1,1,1,0,2,0,2,1,1,1,1,2,0,2,0,1,1,1,1,2,0,0,2,1,1,1,1,1,1,1,1,1,1
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO18,R1_F1_m1f1_P1_Y15_UO34,R1_F1_m1f1_P1_Y15_UO41,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.5498046875,1,P0_CV0,1,2,0,0,2,0,2,1,1,1,1,1,1,2,0,0,2,2,0,1,1,2,0,1,1,1,1,1,1,0,2,2,0
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO19,R1_F1_m1f1_P1_Y15_UO34,R1_F1_m1f1_P1_Y15_UO41,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.5498046875,1,P0_CV0,1,2,0,0,2,0,2,0,2,1,1,1,1,2,0,0,2,2,0,1,1,0,2,2,0,1,1,2,0,1,1,2,0
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO20,R1_F1_m1f1_P1_Y12_UO6,R1_F1_m1f1_P1_Y14_UO28,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.591796875,1,P0_CV0,1,0,2,0,2,0,2,0,2,1,1,0,2,2,0,0,2,1,1,1,1,0,2,0,2,1,1,1,1,2,0,0,2
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO21,R1_F1_m1f1_P1_Y12_UO6,R1_F1_m1f1_P1_Y14_UO28,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.591796875,1,P0_CV0,1,0,2,0,2,0,2,1,1,2,0,1,1,2,0,0,2,2,0,0,2,0,2,1,1,1,1,1,1,2,0,0,2
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO22,R1_F1_m1f1_P1_Y12_UO6,R1_F1_m1f1_P1_Y14_UO28,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.591796875,1,P0_CV0,1,0,2,1,1,0,2,1,1,1,1,1,1,2,0,2,0,1,1,0,2,0,2,2,0,0,2,1,1,2,0,0,2
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO23,R1_F1_m1f1_P1_Y12_UO6,R1_F1_m1f1_P1_Y14_UO28,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.591796875,1,P0_CV0,1,0,2,1,1,0,2,0,2,2,0,0,2,2,0,2,0,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO24,R1_F1_m1f1_P1_Y14_UO18,R1_F1_m1f1_P1_Y14_UO3,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.529296875,1,P0_CV0,1,1,1,0,2,2,0,1,1,1,1,1,1,1,1,0,2,1,1,2,0,2,0,2,0,2,0,1,1,1,1,1,1
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO25,R1_F1_m1f1_P1_Y14_UO18,R1_F1_m1f1_P1_Y14_UO3,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.529296875,1,P0_CV0,1,0,2,0,2,2,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,2,0,2,0,1,1,1,1,1,1,2,0
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO26,R1_F1_m1f1_P1_Y14_UO18,R1_F1_m1f1_P1_Y14_UO3,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.529296875,1,P0_CV0,1,1,1,0,2,2,0,1,1,2,0,2,0,2,0,0,2,1,1,2,0,2,0,2,0,1,1,1,1,1,1,0,2
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO27,R1_F1_m1f1_P1_Y15_UO14,R1_F1_m1f1_P1_Y14_UO0,MXY,1,31.0,0,0,0.0,0,0,0,-9999.0,0.5595703125,1,P0_CV0,1,1,1,0,2,0,2,0,2,2,0,1,1,2,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,2,0,0,2
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO28,R1_F1_m1f1_P1_Y15_UO14,R1_F1_m1f1_P1_Y14_UO0,MXY,1,31.0,0,0,0.0,0,0,0,-9999.0,0.5595703125,1,P0_CV0,1,2,0,0,2,1,1,0,2,2,0,1,1,2,0,1,1,1,1,1,1,2,0,2,0,1,1,0,2,1,1,1,1
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO29,R1_F1_m1f1_P1_Y12_UO6,R1_F1_m1f1_P1_Y14_UO10,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.611328125,1,P0_CV0,1,0,2,0,2,0,2,0,2,1,1,1,1,1,1,1,1,2,0,0,2,1,1,1,1,0,2,1,1,2,0,1,1
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO30,R1_F1_m1f1_P1_Y12_UO6,R1_F1_m1f1_P1_Y14_UO10,MXY,1,31.0,0,0,0.0,0,0,0,-9999.0,0.611328125,1,P0_CV0,1,1,1,0,2,0,2,1,1,1,1,1,1,2,0,1,1,1,1,0,2,1,1,1,1,1,1,1,1,2,0,0,2
1,15600.0,7000.0,R1_F1_m1f1_P1_Y17_UO31,R1_F1_m1f1_P1_Y12_UO6,R1_F1_m1f1_P1_Y14_UO10,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.611328125,1,P0_CV0,1,0,2,1,1,0,2,1,1,1,1,2,0,2,0,1,1,2,0,0,2,1,1,1,1,1,1,0,2,2,0,0,2
