FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,7.15759e+08,4.14401e+07
0,1,10,6.89122e+08,3.18969e+08
0,10,100,2.32659e+07,4.83111e+07
0,100,1000,273436,1.11692e+08
0,1000,10000,77218.2,6.53515e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,0,0
1,100,1000,704292,5.18442e+06
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,7.07232e+08,1.41601e+08
2,1,10,3.47074e+08,2.43358e+08
2,10,100,947644,1.32565e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,2.33333e+07,1.39457e+06
3,0.1,1,4.25474e+08,1.86973e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,108127,376.127
4,0.1,1,2.80401e+07,820871
4,1,10,1.13239e+07,9.8706e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,2.20043e+08,116747
5,0.01,0.1,2.70031e+06,40241.4
5,0.1,1,2.37733e+08,3.20347e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.54881e+07,498257
6,0.1,1,7.58429e+07,1.08324e+07
6,1,10,8.96424e+07,4.12592e+07
6,10,100,1.99423e+06,1.42842e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.25256e+09,1.77626e+08
7,1,10,9.30857e+07,6.27613e+07
7,10,100,5.23228e+07,6.83873e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,1.66965e+08,2.04489e+07
8,1,10,1.23714e+08,1.61499e+07
8,10,100,360220,9.42407e+06
8,100,1000,0,0
8,1000,10000,0,0
