Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
1, 1,5.04352e+08,9.55819e+08,8.80314e+08,8.05159e+07,2.18934e+08,1.04006e+08,4.1704e+08,6.74424e+08,5.74756e+08
2, 1,3.89927e+08,1.39862e+09,5.56924e+08,5.24256e+06,6.56335e+07,1.7584e+06,2.10134e+08,4.65327e+08,3.3653e+08
3, 1,3.09739e+08,1.54786e+09,2.58391e+08,462231,253478,309597,1.17165e+08,2.30715e+08,1.98713e+08
4, 1,2.38128e+08,1.32538e+09,1.30006e+08,377573,170860,269017,7.82585e+07,9.82312e+07,1.07637e+08
5, 1,1.62982e+08,1.10084e+09,9.10776e+07,617941,130612,514020,2.57506e+07,3.74961e+07,3.84359e+07
6, 1,1.38818e+08,7.0471e+08,6.92018e+07,927524,54624.9,879145,2.99159e+07,4.86184e+07,4.2259e+07
7, 1,9.31285e+07,5.3221e+08,4.52358e+07,1.68741e+06,46157.2,2.80204e+06,3.45101e+07,4.16939e+07,4.61694e+07
8, 1,8.05401e+07,3.78507e+08,2.59266e+07,2.53548e+06,80437.9,6.61425e+06,3.17196e+07,3.6016e+07,4.67512e+07
9, 1,7.81839e+07,1.49913e+08,2.42334e+07,3.29459e+06,108020,1.18563e+07,2.5783e+07,2.99265e+07,3.97326e+07
10, 1,8.03654e+07,1.03127e+08,2.68355e+07,3.76077e+06,136960,1.65384e+07,2.76809e+07,2.7208e+07,4.19695e+07
11, 1,8.52119e+07,8.26825e+07,3.00851e+07,4.17103e+06,138172,2.03296e+07,3.01727e+07,2.49117e+07,4.53627e+07
12, 1,9.3771e+07,6.00273e+07,2.28559e+07,1.1226e+07,215200,6.81174e+07,2.87101e+07,1.98332e+07,3.5283e+07
13, 2,1.1277e+08,4.62e+07,2.28794e+07,2.4751e+07,474607,1.68534e+08,2.5564e+07,1.61061e+07,2.46722e+07
14, 2,1.37802e+08,4.19693e+07,2.45651e+07,4.32109e+07,1.14302e+06,2.39335e+08,2.15201e+07,1.55167e+07,1.83342e+07
15, 2,1.58139e+08,4.05256e+07,2.66202e+07,7.00405e+07,2.38453e+06,6.38952e+08,2.22021e+07,1.45449e+07,1.71445e+07
16, 2,1.85929e+08,3.39291e+07,2.91383e+07,1.59286e+08,5.77708e+06,1.24697e+09,2.37322e+07,1.46172e+07,1.5619e+07
17, 2,2.12967e+08,3.83481e+07,3.96726e+07,3.31411e+08,1.99959e+07,1.75863e+09,2.6301e+07,1.80565e+07,1.60213e+07
18, 2,2.61598e+08,3.4687e+07,4.9295e+07,7.10241e+08,5.62617e+07,1.82094e+09,2.9758e+07,2.42637e+07,1.68834e+07
19, 2,3.35285e+08,3.26159e+07,1.0603e+08,1.15138e+09,1.85e+08,1.8194e+09,3.461e+07,3.51373e+07,1.99323e+07
20, 2,4.15344e+08,3.68753e+07,2.48413e+08,1.18294e+09,3.25422e+08,1.20695e+09,3.84915e+07,5.12106e+07,2.37098e+07
21, 2,4.66488e+08,3.78882e+07,3.85768e+08,8.09736e+08,4.39807e+08,5.75676e+08,4.19734e+07,7.15269e+07,2.62706e+07
22, 2,4.95232e+08,3.71798e+07,5.41992e+08,3.12299e+08,3.16607e+08,2.85104e+08,4.54362e+07,1.03087e+08,2.94667e+07
23, 2,5.55275e+08,3.56455e+07,6.25152e+08,2.12312e+08,3.20876e+08,1.48378e+08,4.89449e+07,1.34587e+08,3.10967e+07
24, 2,6.70258e+08,1.34487e+07,1.87975e+08,3.10609e+07,2.11247e+08,3.52107e+07,5.08842e+07,2.47506e+08,3.93227e+07
25, 3,5.80759e+08,5.69557e+06,2.86843e+08,3.08229e+07,3.46854e+07,3.65865e+07,5.55647e+07,3.52076e+08,4.472e+07
26, 3,5.56755e+08,5.46836e+06,3.21855e+08,1.86844e+07,1.43598e+07,2.73574e+07,5.66365e+07,3.46191e+08,4.12366e+07
27, 3,4.79999e+08,1.14935e+07,3.98746e+08,2.49404e+07,2.05722e+07,3.0572e+07,6.11326e+07,2.93009e+08,4.45638e+07
28, 3,4.60616e+08,1.5423e+07,4.64112e+08,2.37234e+07,2.33519e+07,2.34603e+07,5.95802e+07,2.8997e+08,2.94601e+07
29, 3,4.46659e+08,2.3276e+07,5.01478e+08,1.69303e+07,2.24398e+07,5.7289e+06,5.28985e+07,2.5346e+08,2.7077e+07
30, 3,4.65325e+08,2.3175e+07,5.04284e+08,1.5075e+07,894403,4.65807e+06,5.24638e+07,2.61184e+08,2.79519e+07
31, 3,4.37733e+08,2.48486e+07,5.05171e+08,1.57731e+07,1.22625e+06,5.74605e+06,4.80794e+07,3.13146e+08,3.02052e+07
32, 3,4.16937e+08,2.4928e+07,4.88043e+08,1.41593e+07,1.56327e+06,5.66473e+06,4.8454e+07,3.47634e+08,3.14354e+07
33, 3,4.01078e+08,3.14106e+07,4.64612e+08,9.69311e+06,1.64069e+06,5.04642e+06,4.77317e+07,3.54704e+08,3.1371e+07
34, 3,3.98971e+08,3.20836e+07,4.03006e+08,6.91183e+06,1.22062e+06,4.19028e+06,4.49469e+07,3.54803e+08,3.14534e+07
35, 3,4.15076e+08,2.90319e+07,3.63771e+08,5.86975e+06,917335,3.58895e+06,4.55931e+07,3.61328e+08,3.21901e+07
