FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,5.85315e+09,2.95476e+08
0,1,10,2.09317e+09,5.37478e+08
0,10,100,2.95122e+06,4.26117e+07
0,100,1000,254261,9.59158e+07
0,1000,10000,78948.5,6.18206e+07
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,3.26188e+09,3.5769e+08
2,1,10,1.37586e+09,5.54696e+08
2,10,100,3.92273e+06,2.8858e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,1.87093e+09,4.68098e+07
3,0.1,1,9.26173e+08,3.35349e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,3.57521e+09,8.40053e+07
4,0.1,1,3.05472e+09,2.83961e+08
4,1,10,1.16472e+07,5.34082e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,5.73017e+06,17822.8
5,0.01,0.1,4.73031e+09,1.06602e+08
5,0.1,1,4.13874e+08,4.87729e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,8.29055e+07,750075
6,0.1,1,6.30809e+07,9.37044e+06
6,1,10,1.13096e+07,2.97015e+07
6,10,100,3.08033e+06,1.79807e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.89096e+09,3.16673e+08
7,1,10,1.56721e+08,7.13898e+07
7,10,100,5.4822e+07,4.28149e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,0,0
8,1,10,6.69472e+08,9.49165e+07
8,10,100,3.56299e+06,1.32599e+07
8,100,1000,0,0
8,1000,10000,0,0
