FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,304702,420857
0,1,10,9.27939e+07,4.35259e+08
0,10,100,2.49021e+07,1.46753e+08
0,100,1000,130482,9.48618e+07
0,1000,10000,62103.1,8.46901e+07
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,9.83956e+06,1.16212e+07
2,1,10,5.73201e+07,2.76209e+08
2,10,100,1.66067e+07,1.2706e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,5.26856e+07,2.2041e+06
3,0.1,1,1.97406e+06,1.27232e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,13416.5,228.732
4,0.1,1,8.90032e+06,3.00683e+06
4,1,10,1.10207e+06,310638
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,5.11338e+07,479589
5,0.01,0.1,6.09078e+07,1.51982e+06
5,0.1,1,3.84892e+06,3.603e+06
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.22895e+07,821640
6,0.1,1,6.15747e+06,5.4036e+06
6,1,10,2.31543e+07,4.25965e+07
6,10,100,5.95018e+06,2.93344e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.45369e+07,1.85984e+06
7,1,10,4.63822e+07,7.81567e+07
7,10,100,3.69783e+07,2.45876e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,0,0
8,1,10,2.36655e+07,3.59914e+07
8,10,100,6.48442e+06,2.44407e+07
8,100,1000,0,0
8,1000,10000,0,0
