FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,7.19082e+08,1.94116e+08
0,1,10,7.89768e+08,4.40467e+08
0,10,100,4.77567e+06,4.6094e+07
0,100,1000,231052,1.15066e+08
0,1000,10000,72140,7.0783e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,20712.7,469785
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,7.06949e+08,4.61386e+07
2,1,10,4.93323e+08,4.50169e+08
2,10,100,1.92955e+06,4.17953e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.00194e+06,2696.21
3,0.01,0.1,4.98712e+07,331156
3,0.1,1,5.75415e+07,1.52825e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.48918e+06,8912.42
4,0.1,1,1.12785e+08,2.9027e+07
4,1,10,8.28391e+06,1.69869e+07
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.06673e+08,276618
5,0.01,0.1,4.87393e+07,422967
5,0.1,1,3.57512e+07,8.23649e+06
5,1,10,2.3152e+07,2.45397e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.28823e+07,216016
6,0.1,1,3.52193e+06,326726
6,1,10,5.37277e+07,6.67956e+07
6,10,100,2.9318e+06,2.04925e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,7.77483e+07,1.16486e+07
7,1,10,3.2484e+08,2.26234e+08
7,10,100,4.18936e+07,3.43597e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,1.78837e+07,1.80875e+06
8,1,10,2.93739e+07,2.50832e+07
8,10,100,1.79105e+06,9.51982e+06
8,100,1000,0,0
8,1000,10000,0,0
