PatchID,XCOORD,YCOORD,ID,MID,FID,sex,age,size,mature,newmature,layeggs,capture,recapture,state,CDist,Hindex,Species,ClassFile,SubPatchID,L0A0,L0A1,L1A0,L1A1,L2A0,L2A1,L3A0,L3A1,L4A0,L4A1,L5A0,L5A1,L6A0,L6A1,L7A0,L7A1,L8A0,L8A1,L9A0,L9A1,L10A0,L10A1,L11A0,L11A1,L12A0,L12A1,L13A0,L13A1,L14A0,L14A1,L15A0,L15A1
1,12200.0,8000.0,R1_F1_m1f1_P1_Y25_UO7,RD1_F2_m2f2_P2_Y23_UO189,R1_F1_m2f2_P2_Y22_UO170,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.4661865234375,1,P1_CV0,1,1,1,2,0,2,0,0,2,2,0,1,1,2,0,0,2,1,1,1,1,0,2,1,1,0,2,1,1,0,2,0,2
1,12200.0,8000.0,RD1_F4_m4f4_P4_Y25_UO133,R4_F4_m4f4_P4_Y21_UO103,R4_F4_m4f4_P4_Y22_UO13,MXY,1,31.0,0,0,0.0,0,0,0,-9999.0,0.444091796875,1,P1_CV0,1,0,2,2,0,2,0,1,1,2,0,0,2,1,1,0,2,1,1,2,0,2,0,2,0,0,2,1,1,1,1,0,2
1,12200.0,8000.0,R1_F1_m2f2_P2_Y24_UO84,R2_F2_m2f2_P2_Y22_UO195,R2_F2_m2f2_P2_Y22_UO213,MXY,2,31.0,1,0,0.0,0,0,0,-9999.0,0.5196533203125,1,P1_CV0,1,1,1,1,1,1,1,1,1,2,0,0,2,1,1,1,1,1,1,1,1,1,1,2,0,0,2,1,1,0,2,0,2
1,12200.0,8000.0,R1_F1_m1f1_P1_Y24_UO60,R1_F1_m1f1_P1_Y21_UO166,R1_F1_m1f1_P1_Y22_UO118,FXX,2,31.0,1,0,1.501,0,0,0,-9999.0,0.49609375,1,P1_CV0,1,1,1,2,0,1,1,1,1,1,1,2,0,1,1,2,0,0,2,2,0,1,1,1,1,1,1,2,0,1,1,1,1
1,12200.0,8000.0,R1_F1_m2f2_P2_Y23_UO189,R2_F2_m2f2_P2_Y21_UO82,R2_F2_m2f2_P2_Y19_UO79,FXX,3,31.0,1,0,1.0,0,0,0,-9999.0,0.4755859375,1,P1_CV0,1,2,0,1,1,2,0,1,1,2,0,0,2,1,1,0,2,0,2,0,2,0,2,2,0,0,2,1,1,0,2,0,2
1,12200.0,8000.0,R1_F1_m1f1_P1_Y25_UO10,R1_F1_m1f1_P1_Y20_UO58,R1_F1_m1f1_P1_Y23_UO165,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.48095703125,1,P2_CV0,1,2,0,1,1,1,1,1,1,2,0,1,1,2,0,1,1,2,0,2,0,2,0,0,2,2,0,2,0,2,0,2,0
1,12200.0,8000.0,R1_F1_m1f1_P1_Y25_UO16,R1_F1_m1f1_P1_Y22_UO142,R1_F1_m1f1_P1_Y21_UO160,MXY,1,31.0,0,0,0.0,0,0,0,-9999.0,0.484375,1,P2_CV0,1,2,0,1,1,1,1,0,2,1,1,2,0,1,1,1,1,0,2,0,2,2,0,0,2,0,2,0,2,2,0,1,1
1,12200.0,8000.0,R1_F1_m1f1_P1_Y25_UO17,R1_F1_m1f1_P1_Y22_UO142,R1_F1_m1f1_P1_Y21_UO160,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.484375,1,P2_CV0,1,1,1,1,1,0,2,1,1,2,0,1,1,1,1,0,2,0,2,0,2,2,0,0,2,1,1,1,1,2,0,2,0
1,12200.0,8000.0,R1_F1_m1f1_P1_Y25_UO28,R1_F1_m1f1_P1_Y21_UO179,R1_F1_m1f1_P1_Y20_UO163,MXY,1,31.0,0,0,0.0,0,0,0,-9999.0,0.45703125,1,P2_CV0,1,1,1,2,0,1,1,0,2,1,1,1,1,1,1,1,1,0,2,0,2,1,1,0,2,2,0,1,1,0,2,0,2
1,12200.0,8000.0,R1_F1_m1f1_P1_Y25_UO30,R1_F1_m1f1_P1_Y21_UO179,R1_F1_m1f1_P1_Y20_UO163,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.45703125,1,P2_CV0,1,1,1,1,1,2,0,0,2,1,1,2,0,1,1,0,2,0,2,0,2,1,1,1,1,1,1,1,1,0,2,1,1
1,12200.0,8000.0,R1_F1_m1f1_P1_Y25_UO145,R1_F1_m1f1_P1_Y20_UO58,R1_F1_m2f2_P2_Y22_UO170,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.4691162109375,1,P2_CV0,1,1,1,2,0,2,0,0,2,2,0,1,1,0,2,0,2,2,0,1,1,2,0,0,2,0,2,0,2,1,1,1,1
1,12200.0,8000.0,R1_F1_m1f1_P1_Y25_UO148,R1_F1_m1f1_P1_Y20_UO58,R1_F1_m1f1_P1_Y20_UO163,MXY,1,31.0,0,0,0.0,0,0,0,-9999.0,0.46533203125,1,P2_CV0,1,2,0,1,1,2,0,1,1,2,0,2,0,1,1,1,1,2,0,0,2,0,2,1,1,2,0,0,2,1,1,1,1
1,12200.0,8000.0,R1_F1_m1f1_P1_Y25_UO151,R1_F1_m1f1_P1_Y20_UO58,R1_F1_m1f1_P1_Y20_UO163,MXY,1,31.0,0,0,0.0,0,0,0,-9999.0,0.46533203125,1,P2_CV0,1,1,1,0,2,2,0,0,2,2,0,1,1,1,1,1,1,2,0,0,2,0,2,1,1,2,0,1,1,1,1,1,1
1,12200.0,8000.0,R1_F1_m1f1_P1_Y25_UO172,R1_F1_m1f1_P1_Y21_UO176,R1_F1_m1f1_P1_Y22_UO58,MXY,1,31.0,0,0,0.0,0,0,0,-9999.0,0.47607421875,1,P2_CV0,1,1,1,2,0,2,0,1,1,1,1,1,1,2,0,1,1,0,2,1,1,0,2,0,2,0,2,2,0,1,1,1,1
1,12200.0,8000.0,R1_F1_m1f1_P1_Y25_UO173,R1_F1_m1f1_P1_Y21_UO176,R1_F1_m1f1_P1_Y22_UO58,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.47607421875,1,P2_CV0,1,1,1,2,0,1,1,0,2,1,1,1,1,2,0,0,2,0,2,0,2,0,2,1,1,0,2,2,0,2,0,0,2
1,12200.0,8000.0,R1_F1_m1f1_P1_Y25_UO231,R1_F1_m1f1_P1_Y22_UO54,R1_F1_m1f1_P1_Y21_UO160,MXY,1,31.0,0,0,0.0,0,0,0,-9999.0,0.484375,1,P2_CV0,1,1,1,0,2,1,1,0,2,1,1,2,0,2,0,2,0,0,2,2,0,1,1,0,2,1,1,1,1,1,1,1,1
1,12200.0,8000.0,RD1_F2_m2f2_P2_Y25_UO226,R2_F2_m2f2_P2_Y23_UO169,R2_F2_m3f3_P3_Y23_UO106,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.45849609375,1,P2_CV0,1,1,1,1,1,0,2,2,0,1,1,0,2,0,2,1,1,0,2,1,1,0,2,1,1,0,2,0,2,1,1,0,2
1,12200.0,8000.0,R1_F1_m1f1_P1_Y24_UO122,R1_F1_m1f1_P1_Y21_UO39,RD1_F3_m3f3_P3_Y19_UO33,FXX,2,31.0,1,0,1.0,0,0,0,-9999.0,0.47900390625,1,P2_CV0,1,0,2,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,2,2,0,1,1,1,1,1,1,1,1,1,1
1,12200.0,8000.0,R1_F1_m1f1_P1_Y24_UO174,R1_F1_m1f1_P1_Y22_UO57,RD1_F3_m3f3_P3_Y19_UO33,FXX,2,31.0,1,0,1.022,0,0,0,-9999.0,0.4599609375,1,P2_CV0,1,0,2,1,1,2,0,2,0,2,0,0,2,2,0,0,2,1,1,0,2,1,1,1,1,1,1,2,0,1,1,1,1
1,12200.0,8000.0,R1_F1_m1f1_P1_Y24_UO234,R1_F1_m1f1_P1_Y22_UO139,RD1_F3_m3f3_P3_Y19_UO33,MXY,2,31.0,1,0,0.0,0,0,0,-9999.0,0.4599609375,1,P2_CV0,1,1,1,1,1,1,1,1,1,2,0,0,2,2,0,1,1,0,2,0,2,2,0,0,2,1,1,0,2,0,2,1,1
1,12200.0,8000.0,R1_F1_m1f1_P1_Y24_UO76,R1_F1_m1f1_P1_Y21_UO179,R1_F1_m1f1_P1_Y22_UO58,FXX,2,31.0,1,0,1.408,0,0,0,-9999.0,0.46484375,1,P2_CV0,1,1,1,1,1,2,0,2,0,0,2,0,2,2,0,0,2,0,2,0,2,2,0,0,2,1,1,1,1,1,1,2,0
1,12200.0,8000.0,R1_F1_m1f1_P1_Y24_UO20,R1_F1_m1f1_P1_Y19_UO191,R1_F1_m1f1_P1_Y22_UO143,FXX,2,31.0,1,0,2.051,0,0,0,-9999.0,0.482421875,1,P2_CV0,1,1,1,1,1,2,0,0,2,2,0,1,1,2,0,1,1,0,2,1,1,1,1,0,2,2,0,2,0,1,1,0,2
1,12200.0,8000.0,R1_F1_m1f1_P1_Y23_UO81,R1_F1_m1f1_P1_Y20_UO58,R1_F1_m1f1_P1_Y18_UO32,FXX,3,31.0,1,0,0.0,0,0,0,-9999.0,0.48876953125,1,P2_CV0,1,2,0,1,1,2,0,0,2,2,0,1,1,1,1,0,2,2,0,2,0,1,1,0,2,1,1,1,1,2,0,1,1
1,12200.0,8000.0,R1_F1_m1f1_P1_Y23_UO82,R1_F1_m1f1_P1_Y20_UO58,R1_F1_m1f1_P1_Y18_UO32,FXX,3,31.0,1,0,1.0,0,0,0,-9999.0,0.48876953125,1,P2_CV0,1,2,0,0,2,1,1,1,1,2,0,1,1,2,0,0,2,1,1,0,2,1,1,1,1,1,1,0,2,2,0,1,1
1,12200.0,8000.0,R1_F1_m1f1_P1_Y22_UO50,R1_F1_m1f1_P1_Y18_UO81,R1_F1_m1f1_P1_Y19_UO226,FXX,4,31.0,1,0,2.152,0,0,0,-9999.0,0.46484375,1,P2_CV0,1,1,1,1,1,1,1,1,1,2,0,1,1,2,0,1,1,0,2,2,0,0,2,0,2,2,0,1,1,1,1,1,1
1,12200.0,8000.0,R1_F1_m1f1_P1_Y21_UO166,R1_F1_m1f1_P1_Y17_UO142,R1_F1_m1f1_P1_Y19_UO227,FXX,5,31.0,1,0,2.356,0,0,0,-9999.0,0.51953125,1,P2_CV0,1,2,0,2,0,2,0,0,2,1,1,1,1,1,1,1,1,1,1,2,0,1,1,0,2,1,1,2,0,0,2,2,0
1,12200.0,8000.0,R1_F1_m1f1_P1_Y21_UO160,R1_F1_m1f1_P1_Y17_UO57,R1_F1_m1f1_P1_Y19_UO162,MXY,5,31.0,1,0,0.0,0,0,0,-9999.0,0.50390625,1,P2_CV0,1,2,0,0,2,0,2,0,2,2,0,1,1,1,1,1,1,0,2,1,1,1,1,0,2,1,1,1,1,1,1,2,0
1,12200.0,8000.0,R1_F1_m1f1_P1_Y25_UO18,R1_F1_m1f1_P1_Y23_UO84,R1_F1_m1f1_P1_Y22_UO58,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.476806640625,1,P3_CV0,1,1,1,1,1,1,1,0,2,1,1,1,1,2,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,0,2
1,12200.0,8000.0,R1_F1_m1f1_P1_Y25_UO19,R1_F1_m1f1_P1_Y23_UO84,R1_F1_m1f1_P1_Y22_UO58,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.476806640625,1,P3_CV0,1,1,1,0,2,2,0,1,1,1,1,1,1,2,0,0,2,1,1,1,1,0,2,1,1,0,2,2,0,2,0,1,1
1,12200.0,8000.0,R1_F1_m1f1_P1_Y25_UO29,R1_F1_m1f1_P1_Y21_UO179,R1_F1_m1f1_P1_Y20_UO163,FXX,1,31.0,0,0,0.0,0,0,0,-9999.0,0.45703125,1,P3_CV0,1,2,0,2,0,2,0,1,1,1,1,1,1,2,0,1,1,0,2,0,2,1,1,1,1,1,1,0,2,1,1,0,2
1,12200.0,8000.0,R1_F1_m1f1_P1_Y25_UO147,R1_F1_m1f1_P1_Y20_UO58,R1_F1_m1f1_P1_Y20_UO163,MXY,1,31.0,0,0,0.0,0,0,0,-9999.0,0.46533203125,1,P3_CV0,1,1,1,1,1,2,0,1,1,2,0,1,1,2,0,1,1,2,0,0,2,0,2,1,1,2,0,2,0,2,0,1,1
1,12200.0,8000.0,R1_F1_m1f1_P1_Y25_UO149,R1_F1_m1f1_P1_Y20_UO58,R1_F1_m1f1_P1_Y20_UO163,MXY,1,31.0,0,0,0.0,0,0,0,-9999.0,0.46533203125,1,P3_CV0,1,2,0,0,2,2,0,0,2,2,0,1,1,1,1,0,2,1,1,0,2,0,2,1,1,1,1,2,0,2,0,1,1
