Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
1, 1,5.04352e+08,9.55819e+08,8.80314e+08,8.05159e+07,2.18934e+08,1.04006e+08,4.1704e+08,6.74424e+08,5.74756e+08
2, 1,3.89927e+08,1.39862e+09,5.56924e+08,5.24256e+06,6.56335e+07,1.7584e+06,2.10134e+08,4.65327e+08,3.3653e+08
3, 1,3.09739e+08,1.54786e+09,2.58391e+08,462231,253478,309597,1.17165e+08,2.30715e+08,1.98713e+08
4, 1,2.38128e+08,1.32538e+09,1.30006e+08,376850,170862,268117,7.82585e+07,9.82312e+07,1.07637e+08
5, 1,1.62723e+08,1.10118e+09,9.0896e+07,614375,129577,509853,2.54546e+07,3.74875e+07,3.80422e+07
6, 1,1.384e+08,7.04647e+08,6.89774e+07,923842,54605.2,865075,2.96064e+07,4.86582e+07,4.18809e+07
7, 1,9.27902e+07,5.31895e+08,4.50401e+07,1.67177e+06,46808.3,2.71091e+06,3.41637e+07,4.17492e+07,4.57665e+07
8, 1,8.0321e+07,3.7613e+08,2.57479e+07,2.41642e+06,82872.9,6.31417e+06,3.14281e+07,3.60574e+07,4.6353e+07
9, 1,7.80147e+07,1.48621e+08,2.40807e+07,3.01753e+06,107043,1.1229e+07,2.5605e+07,2.9929e+07,3.94254e+07
10, 1,8.02236e+07,1.03151e+08,2.66959e+07,3.297e+06,130883,1.54781e+07,2.75827e+07,2.72322e+07,4.17173e+07
11, 1,8.50488e+07,8.26735e+07,2.99267e+07,3.63402e+06,129395,1.89478e+07,3.00664e+07,2.49163e+07,4.50898e+07
12, 1,9.34957e+07,5.76042e+07,2.72163e+07,9.70201e+06,204296,6.19377e+07,2.86003e+07,1.87684e+07,3.41092e+07
13, 2,1.1157e+08,4.54263e+07,2.52507e+07,2.11074e+07,459110,1.51374e+08,2.61452e+07,1.27673e+07,2.53525e+07
14, 2,1.34279e+08,4.28648e+07,2.5784e+07,3.39904e+07,713706,2.26663e+08,2.33602e+07,1.28773e+07,1.84397e+07
15, 2,1.47346e+08,4.27631e+07,2.75901e+07,8.11639e+07,1.49292e+06,6.3373e+08,2.39005e+07,1.36003e+07,1.71856e+07
16, 2,1.80127e+08,2.88996e+07,3.0509e+07,1.68493e+08,4.2246e+06,1.24562e+09,2.5323e+07,1.29169e+07,1.561e+07
17, 2,2.12002e+08,2.87369e+07,4.37042e+07,3.00316e+08,1.31888e+07,1.94577e+09,2.81526e+07,1.6296e+07,1.54874e+07
18, 2,2.85539e+08,1.70547e+06,6.04204e+07,6.25635e+08,3.37078e+07,2.37961e+09,3.28463e+07,2.12173e+07,1.5771e+07
19, 2,3.80587e+08,1.82423e+06,1.3506e+08,1.41099e+09,1.01622e+08,2.85606e+09,3.85897e+07,3.33207e+07,1.83003e+07
20, 2,4.80766e+08,2.87148e+06,3.22472e+08,1.78684e+09,2.23199e+08,1.88461e+09,4.33688e+07,4.76342e+07,2.05882e+07
21, 2,5.45489e+08,4.29802e+06,6.80741e+08,1.55996e+09,2.55198e+08,1.31433e+09,4.78142e+07,6.55495e+07,2.37901e+07
22, 2,5.6677e+08,5.3407e+06,9.00681e+08,9.99441e+08,2.57117e+08,7.83599e+08,5.15427e+07,8.69286e+07,2.96844e+07
23, 2,6.22013e+08,5.99843e+06,1.04119e+09,6.95668e+08,3.12907e+08,5.68259e+08,5.67959e+07,1.07865e+08,3.31492e+07
24, 2,7.20634e+08,5.27016e+06,6.28309e+08,6.16096e+06,7.16457e+07,3.4105e+07,7.11127e+07,1.71565e+08,4.18076e+07
25, 3,7.9468e+08,6.08321e+06,4.29983e+08,6.22304e+06,5.9001e+07,1.32464e+07,6.80737e+07,1.83811e+08,4.91045e+07
26, 3,7.06465e+08,7.62328e+06,4.27894e+08,8.6893e+06,3.40275e+07,1.51779e+07,7.01287e+07,2.18592e+08,5.22173e+07
27, 3,6.99779e+08,9.82816e+06,4.32892e+08,1.15657e+07,3.92567e+07,1.58159e+07,7.51233e+07,2.42299e+08,5.42813e+07
28, 3,6.59111e+08,1.14981e+07,4.12829e+08,1.53371e+07,3.21977e+07,1.64018e+07,8.31434e+07,2.81454e+08,5.46706e+07
29, 3,6.83149e+08,1.14281e+07,3.55502e+08,1.83146e+07,3.28084e+07,1.47909e+07,8.83412e+07,3.03213e+08,5.40343e+07
30, 3,6.22359e+08,1.16624e+07,3.75018e+08,2.17164e+07,2.22475e+07,1.79263e+07,1.04702e+08,3.94721e+08,6.27045e+07
31, 3,5.69137e+08,1.18726e+07,3.02144e+08,2.31942e+07,2.35912e+07,2.12622e+07,1.02975e+08,5.18915e+08,7.24769e+07
32, 3,5.26502e+08,1.21449e+07,2.85848e+08,1.96413e+07,1.24632e+07,2.07784e+07,9.0011e+07,5.88022e+08,7.73106e+07
33, 3,4.68925e+08,1.60746e+07,2.50317e+08,1.53597e+07,6.80481e+06,1.84841e+07,7.86614e+07,6.25551e+08,8.02645e+07
34, 3,4.42092e+08,1.28097e+07,1.92849e+08,1.20229e+07,4.30262e+06,1.26804e+07,6.48426e+07,6.5656e+08,8.05384e+07
35, 3,4.17518e+08,1.33522e+07,1.41422e+08,1.04336e+07,2.99199e+06,6.94619e+06,5.19799e+07,7.08069e+08,7.38256e+07
