FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,3.51656e+06,2.15557e+06
0,1,10,9.18042e+07,1.28095e+08
0,10,100,3.24549e+07,1.33898e+08
0,100,1000,162460,1.0984e+08
0,1000,10000,64481.3,8.29994e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,53298,3.01827e+06
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,5.91246e+06,882967
2,1,10,3.63272e+07,1.97095e+08
2,10,100,733345,3.14864e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,7.36502e+07,1.49897e+06
3,0.1,1,1.52851e+07,1.07756e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,21197.5,472.922
4,1,10,1.86471e+07,1.09023e+07
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,0,0
5,0.01,0.1,1.57876e+08,1.37459e+06
5,0.1,1,1.82875e+07,1.17956e+07
5,1,10,5.10517e+06,399123
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.87343e+06,129582
6,0.1,1,1.26446e+07,3.98724e+06
6,1,10,2.38524e+07,3.29269e+07
6,10,100,2.55102e+06,2.55606e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.13391e+07,1.0712e+06
7,1,10,1.14871e+08,2.03398e+08
7,10,100,9.71356e+07,5.90729e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,8.58216e+06,1.31935e+06
8,1,10,4.43919e+07,5.68951e+07
8,10,100,1.64919e+06,1.24445e+07
8,100,1000,0,0
8,1000,10000,0,0
