FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,2.2111e+06,2.05954e+06
0,1,10,5.17826e+07,9.30394e+07
0,10,100,2.94886e+07,1.59961e+08
0,100,1000,142517,1.02969e+08
0,1000,10000,62575.6,8.59182e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,51722.8,3.18748e+06
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,3.66179e+06,723662
2,1,10,2.57796e+07,1.78287e+08
2,10,100,627045,3.0361e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,5.60594e+07,1.88613e+06
3,0.1,1,9.01222e+06,6.55329e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,14348.1,308.098
4,1,10,8.57081e+06,4.97114e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,0,0
5,0.01,0.1,1.4721e+08,2.01589e+06
5,0.1,1,8.93439e+06,6.81418e+06
5,1,10,3.14169e+06,332045
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.39363e+06,164347
6,0.1,1,7.69168e+06,3.03443e+06
6,1,10,1.45431e+07,2.86133e+07
6,10,100,2.44523e+06,2.57966e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,9.11944e+06,753822
7,1,10,4.53247e+07,8.82804e+07
7,10,100,8.4503e+07,6.78436e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,5.15907e+06,958742
8,1,10,2.90874e+07,4.61061e+07
8,10,100,1.56493e+06,1.19043e+07
8,100,1000,0,0
8,1000,10000,0,0
