Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
284.583,1,1,H,Ecto,8.05219e+10
284.583,1,10,H,Ecto,1.50892e+10
284.583,1,100,H,Ecto,2.90216e+06
284.583,1,10,H,Endo,949939
284.583,1,100,H,Endo,559968
284.583,1,1,O,Ecto,3.95453e+10
284.583,1,10,O,Ecto,1.58922e+10
284.583,1,1,C,Ecto,1.8032e+10
284.583,1,10,C,Ecto,1.54826e+10
284.583,1,100,C,Ecto,2.6008e+06
85773.3,1,1000,H,Ecto,8.40672e+07
85773.3,1,10000,H,Ecto,1.18857e+09
85773.3,1,1000,H,Endo,1.10976e+07
85773.3,1,10000,H,Endo,6.2208e+08
85773.3,1,100000,H,Endo,4.05325e+07
85773.3,1,1e+06,H,Endo,1811.38
85773.3,1,1000,O,Ecto,8.91956e+07
85773.3,1,10000,O,Ecto,5.28541e+08
85773.3,1,10000,O,Endo,3.73278e+09
85773.3,1,1000,C,Ecto,5.94688e+07
85773.3,1,10000,C,Ecto,1.13005e+09
85773.3,1,1000,C,Endo,1.98762e+09
85773.3,1,10000,C,Endo,3.55734e+09
85773.3,1,100000,C,Endo,1.1284e+09
2833.73,1,1,H,Ecto,7.09122e+08
2833.73,1,10,H,Ecto,2.09396e+10
2833.73,1,100,H,Ecto,6.63358e+09
2833.73,1,1000,H,Ecto,859314
2833.73,1,10,H,Endo,1.56065e+09
2833.73,1,100,H,Endo,4.08377e+09
2833.73,1,1,O,Ecto,9.29229e+08
2833.73,1,10,O,Ecto,1.61792e+10
2833.73,1,100,O,Ecto,2.4238e+09
2833.73,1,1000,O,Ecto,674887
2833.73,1,100,O,Endo,7.02651e+06
2833.73,1,1000,O,Endo,357981
2833.73,1,1,C,Ecto,1.10176e+07
2833.73,1,10,C,Ecto,1.73205e+10
2833.73,1,100,C,Ecto,1.0528e+10
2833.73,1,1000,C,Endo,159710
7796.08,1,10,H,Ecto,1.41658e+09
7796.08,1,100,H,Ecto,1.20696e+10
7796.08,1,1000,H,Ecto,1.16201e+09
7796.08,1,100,H,Endo,2.14227e+09
7796.08,1,1000,H,Endo,2.96961e+08
7796.08,1,10,O,Ecto,3.40532e+09
7796.08,1,100,O,Ecto,1.04112e+10
7796.08,1,1000,O,Ecto,1.12466e+09
7796.08,1,100,O,Endo,2.42743e+09
7796.08,1,1000,O,Endo,5.45488e+08
7796.08,1,10,C,Ecto,1.6113e+09
7796.08,1,100,C,Ecto,1.19184e+10
7796.08,1,1000,C,Ecto,7.35101e+08
7796.08,1,100,C,Endo,4.15272e+08
7796.08,1,1000,C,Endo,2.23499e+08
322.349,1,1,H,Ecto,3.86402e+07
322.349,1,10,H,Ecto,1.4639e+09
322.349,1,100,H,Ecto,5.0791e+09
322.349,1,10,H,Endo,5.77907e+07
322.349,1,100,H,Endo,3.69906e+09
322.349,1,1,O,Ecto,7.86149e+06
322.349,1,10,O,Ecto,2.53936e+09
322.349,1,100,O,Ecto,6.26847e+09
