GridcellIndex,Cohort_FunctionalGroupIndex,Cohort_AdultMass,Cohort_Consumed_Autotroph,Cohort_Consumed_Herbivore,Cohort_Consumed_Omnivore,Cohort_Consumed_Carnivore
0,0,4266.56,8.72002e+10,0,0,0
0,0,406028,4.22435e+09,0,0,0
0,0,25792.9,5.68829e+09,0,0,0
0,0,64826.3,5.5967e+07,0,0,0
0,0,162643,1.19394e+09,0,0,0
0,0,216.019,3.79e+07,0,0,0
0,0,3.89255e+06,5.51155e+09,0,0,0
0,0,49978.1,4.81272e+09,0,0,0
0,0,1352.97,4.29438e+08,0,0,0
0,0,18975.5,2.18865e+10,0,0,0
0,0,2659.46,9.56519e+08,0,0,0
0,0,131.93,5.5477e+07,0,0,0
0,0,58.684,2.79966e+08,0,0,0
0,0,217.303,7.24639e+08,0,0,0
0,0,133.352,1.27611e+09,0,0,0
0,0,61.2531,5.91827e+07,0,0,0
0,0,131.93,6.87844e+08,0,0,0
0,0,242.681,2.97693e+08,0,0,0
0,0,230.678,1.17075e+08,0,0,0
0,0,1233.5,7.45991e+08,0,0,0
0,0,62.6912,5.02398e+08,0,0,0
0,1,85773.3,0,6.19549e+10,6.95926e+10,3.80369e+09
0,1,48710.5,0,290104,59612.5,1.78564e+09
0,1,48608.6,0,2.35179e+08,2.43567e+08,8.88883e+08
0,2,1240.63,7.73325e+08,51220.5,186.487,335.853
0,2,48055,1.85574e+09,2.67548e+06,790683,3.36816e+06
0,2,519.353,1.07405e+08,4281.85,2521.37,635.39
0,2,25539.1,3.91339e+10,278101,104147,729277
0,2,11259.1,4.38154e+10,172239,145424,1.04108e+06
0,2,393.522,2.10176e+07,951.283,3.01086,7.13112
0,2,28994,1.73172e+10,3.04375e+06,3.89393e+06,1.16915e+07
0,2,19993.1,3.86702e+08,31615.3,46.69,631.533
0,2,388.93,6.7763e+07,101.015,22275.4,2.87632
0,3,447.202,9.44302e+07,0,0,0
0,3,195.916,1.54028e+07,0,0,0
0,3,31.1787,1.12162e+07,0,0,0
0,3,57.3435,2.62112e+07,0,0,0
0,3,64.7968,1.44716e+07,0,0,0
0,3,3.14699,8.3328e+10,0,0,0
0,4,1675.82,0,279469,22938.2,4512.23
0,4,159.014,0,370874,256090,79893.7
0,4,65.9433,0,7.7086e+06,61.7401,0
0,4,34.1292,0,2.6251e+07,753.379,0.102992
0,4,80.4698,0,184527,1.0144e+06,44790.5
0,4,26.619,0,2.12063e+06,0.0498225,0
0,4,302.448,0,270448,814005,61806.5
0,4,14.0563,0,7.66247e+06,41.977,0
0,4,1224,0,671317,66746.6,34413.1
0,4,159.679,0,4.6607e+06,21782.1,0.662972
0,4,20.3558,0,2.54259e+07,0.509696,0
0,4,33.6503,0,1.53657e+08,158.732,0.00029773
0,5,425.109,9.71185e+06,853.096,1.42859,46.9263
0,5,1796.11,3.30846e+07,1989.83,8.64927,17.5884
0,5,1503.66,5.56067e+06,97.5689,9.68799,57.3632
0,5,250.27,8.82289e+06,485.816,22.0533,94.4021
0,5,228.316,2.49506e+07,1046.82,611.847,154.46
0,5,1122.14,5.46497e+06,381.144,1.54609,16.2723
0,5,128.97,4.15175e+06,244.703,467.58,31.9015
0,5,10.0028,1.99989e+07,7.45281e+08,850.54,0.013142
0,5,5.98193,4.58944e+07,2.95605e+08,773.381,0.00139434
0,5,1.99528,4.65558e+07,6.85729e+08,28.5849,6.90896e-06
0,5,28.047,327121,15625.7,27.7968,0.0820486
0,5,6.15652,2983.42,0,0,0
0,5,21.4973,1.23737e+08,0,0,0
0,5,66.3447,2.5952e+07,2.89134e+06,24.0976,0
0,6,5656.25,4.15806e+08,0,0,0
0,6,25097.9,628244,0,0,0
0,6,86.7848,2.40026e+07,0,0,0
0,6,113.496,2.73315e+07,0,0,0
0,6,60781.2,2.24957e+09,0,0,0
0,6,376.068,2.42358e+07,0,0,0
0,6,2558.37,3.88286e+07,0,0,0
0,6,27455.4,1.22136e+10,0,0,0
0,6,89120.2,3.33028e+09,0,0,0
0,6,124.038,7.18804e+07,0,0,0
0,6,88.4067,4.6521e+07,0,0,0
0,7,1179.2,0,687422,138783,100112
0,7,193.474,0,12745.7,1.77328e+06,2475.05
0,7,108.648,0,1.65624e+07,1583.26,0.71398
0,7,20664.8,0,7.49536e+08,1.5627e+06,1.95185e+06
0,7,10908.4,0,6.72941e+07,7.12638e+06,4.79765e+06
0,7,6031.57,0,4.12027e+06,65461.8,63450.1
0,7,3296.03,0,1.69979e+06,4665.06,51197.3
0,7,402.924,0,312044,663060,43374.2
0,7,2401.32,0,354380,1.54358e+06,84959.7
0,7,28752,0,1.17157e+08,1.96741e+08,4.61333e+08
0,7,97.4052,0,5.50424e+07,768.041,0.000553234
0,8,8640.56,2.6828e+09,30150,1930.7,1262.33
0,8,601.893,1.3399e+07,1154.22,1.6874,21.7549
0,8,344.299,2.21573e+07,1458.56,228.303,211.309
0,8,208.158,1.63188e+07,1674.2,11.4913,137.614
0,8,9726.63,1.11869e+07,137.281,7.07529,3.99348
0,8,32357.4,3.02405e+08,20358.9,131.067,178.37
0,8,2524.39,1.59422e+07,1301.89,5.79528,12.539
0,8,93.177,9.17292e+06,87.5675,226.367,53.1021
0,8,4452.14,7.92106e+07,963.729,55.8872,28.8907
0,8,75.559,1.14702e+07,73.6696,1823.81,11.645
