Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
1, 1,5.04352e+08,9.55819e+08,8.80314e+08,8.05159e+07,2.18934e+08,1.04006e+08,4.1704e+08,6.74424e+08,5.74756e+08
2, 1,3.89927e+08,1.39862e+09,5.56924e+08,5.24256e+06,6.56335e+07,1.7584e+06,2.10134e+08,4.65327e+08,3.3653e+08
3, 1,3.09739e+08,1.54786e+09,2.58391e+08,462231,253478,309597,1.17165e+08,2.30715e+08,1.98713e+08
4, 1,2.38128e+08,1.32538e+09,1.30006e+08,377287,170860,269018,7.82585e+07,9.82312e+07,1.07637e+08
5, 1,1.62616e+08,1.10012e+09,9.09104e+07,616827,130263,514116,2.56522e+07,3.7488e+07,3.83055e+07
6, 1,1.38464e+08,7.04168e+08,6.89348e+07,935221,54661.3,878748,2.98243e+07,4.86285e+07,4.21559e+07
7, 1,9.29473e+07,5.31573e+08,4.49643e+07,1.70292e+06,46021.1,2.8071e+06,3.43897e+07,4.16592e+07,4.60358e+07
8, 1,8.024e+07,3.76053e+08,2.58176e+07,2.51703e+06,80279.7,6.6349e+06,3.15348e+07,3.59479e+07,4.65647e+07
9, 1,7.74638e+07,1.49375e+08,2.41629e+07,3.22916e+06,106831,1.19071e+07,2.56267e+07,2.98551e+07,3.95486e+07
10, 1,7.95969e+07,1.0306e+08,2.67551e+07,3.65307e+06,134418,1.64367e+07,2.75245e+07,2.71382e+07,4.17808e+07
11, 1,8.43798e+07,8.25603e+07,2.99927e+07,4.03628e+06,136063,2.02103e+07,3e+07,2.48449e+07,4.51602e+07
12, 1,8.86693e+07,6.50827e+07,2.25864e+07,1.08173e+07,218410,6.37138e+07,2.8758e+07,1.59974e+07,3.61258e+07
13, 2,1.03974e+08,4.94852e+07,2.26832e+07,2.43473e+07,510401,1.57587e+08,2.14098e+07,1.13398e+07,2.54896e+07
14, 2,1.2601e+08,4.09734e+07,2.35906e+07,4.11743e+07,1.29118e+06,2.92986e+08,1.80489e+07,1.207e+07,1.72923e+07
15, 2,1.45473e+08,2.04725e+07,2.68912e+07,7.43142e+07,3.15584e+06,4.02152e+08,1.88641e+07,1.35491e+07,1.59219e+07
16, 2,1.83561e+08,253459,3.11923e+07,1.63364e+08,8.37428e+06,9.66478e+08,2.05344e+07,1.60314e+07,1.52579e+07
17, 2,2.36878e+08,219.467,3.71284e+07,3.26074e+08,2.89483e+07,1.58298e+09,2.35627e+07,2.12097e+07,1.73762e+07
18, 2,3.16036e+08,361.834,5.63585e+07,6.9522e+08,9.39724e+07,1.77745e+09,2.76591e+07,2.86671e+07,2.07117e+07
19, 2,4.06858e+08,557.024,1.41742e+08,1.05865e+09,2.96936e+08,2.21437e+09,3.29274e+07,4.41295e+07,2.61146e+07
20, 2,5.01423e+08,741.936,3.3605e+08,8.72362e+08,4.43529e+08,1.68144e+09,3.74783e+07,6.11342e+07,3.26052e+07
21, 2,5.70548e+08,799.444,7.47049e+08,7.33926e+08,1.63987e+08,1.02112e+09,4.18481e+07,8.38448e+07,4.00558e+07
22, 2,5.94764e+08,1051.67,9.1034e+08,4.71717e+08,1.62788e+08,4.28185e+08,4.60369e+07,1.20735e+08,4.64228e+07
23, 2,6.6188e+08,1251.04,1.06498e+09,3.90891e+08,1.33479e+08,2.05078e+08,5.05879e+07,1.41606e+08,5.04898e+07
24, 2,6.40014e+08,1506.31,3.5307e+08,7.60306e+06,4.98511e+06,1.63461e+07,4.70009e+07,1.35992e+08,5.60432e+07
25, 3,7.57144e+08,1597.09,2.73499e+08,1.10369e+07,8.34838e+06,1.39315e+07,4.87398e+07,1.68478e+08,5.37964e+07
26, 3,7.56734e+08,1735.93,3.11651e+08,1.45594e+07,1.40875e+07,1.85458e+07,5.32172e+07,2.13508e+08,6.28179e+07
27, 3,7.68697e+08,1804.76,3.06157e+08,1.83805e+07,2.15073e+07,1.96267e+07,5.48838e+07,2.84508e+08,6.32311e+07
28, 3,8.20531e+08,1447.46,2.77271e+08,2.18351e+07,2.89006e+07,1.6024e+07,4.73576e+07,3.64048e+08,5.49044e+07
29, 3,8.0999e+08,1477.83,2.4632e+08,1.78931e+07,2.92924e+07,1.0054e+07,5.05974e+07,4.30201e+08,5.69357e+07
30, 3,7.90775e+08,1804.52,2.67077e+08,1.84757e+07,4.1612e+06,1.02131e+07,5.21542e+07,4.86601e+08,6.3671e+07
31, 3,8.12997e+08,1860.73,2.58492e+08,1.56227e+07,1.65008e+06,1.04717e+07,5.40546e+07,5.00769e+08,6.74811e+07
32, 3,8.09356e+08,2531.56,2.52164e+08,1.29097e+07,1.36094e+06,1.04304e+07,5.73809e+07,5.17775e+08,6.87326e+07
33, 3,8.00979e+08,2560.53,2.29244e+08,1.116e+07,1.30197e+06,9.7877e+06,5.9429e+07,5.46249e+08,6.79896e+07
34, 3,7.9111e+08,2298.71,2.02416e+08,9.74814e+06,1.28363e+06,8.5591e+06,5.80493e+07,5.73275e+08,6.34845e+07
35, 3,7.19271e+08,2198.17,1.96896e+08,9.62439e+06,1.27423e+06,7.83291e+06,5.60009e+07,6.34162e+08,5.67736e+07
