FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,1.73228e+07,138089
0,0.1,1,2.79529e+07,931478
0,1,10,9.09909e+07,2.27846e+08
0,10,100,5.6213e+07,2.88392e+08
0,100,1000,1.32266e+06,4.74253e+07
0,1000,10000,138143,1.72062e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,1.20765e+08,3.54511e+07
1,10,100,1.9175e+08,2.68483e+08
1,100,1000,1.70663e+06,1.47517e+08
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,2.10771e+07,1.87346e+06
2,1,10,7.41002e+07,1.33334e+08
2,10,100,2.17092e+07,1.04372e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.43981e+10,2.51871e+06
3,0.01,0.1,7.40073e+06,152698
3,0.1,1,4.14679e+06,199760
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,707010,22282.3
4,0.1,1,1.30085e+06,37917.9
4,1,10,0,0
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.24209e+08,284096
5,0.01,0.1,6.625e+07,80478.2
5,0.1,1,410067,143712
5,1,10,2.60822e+06,2.1918e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.7269e+07,81994.1
6,0.1,1,603484,196247
6,1,10,3.09705e+07,6.13936e+07
6,10,100,3.47279e+07,1.00445e+08
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.08282e+06,54849.9
7,1,10,1.09646e+07,1.40849e+07
7,10,100,2.12205e+07,1.37715e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,607462,64182.3
8,0.1,1,1.0807e+06,293071
8,1,10,2.41989e+07,5.26435e+07
8,10,100,8.77181e+06,1.5997e+07
8,100,1000,0,0
8,1000,10000,0,0
