FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,2.13609e+06,22312.1
0,0.1,1,2.05223e+06,692030
0,1,10,1.51123e+08,1.7131e+08
0,10,100,8.56926e+07,2.71358e+08
0,100,1000,2.04794e+06,5.47029e+07
0,1000,10000,148587,1.40891e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,2.9732e+08,3.91709e+08
1,10,100,3.16999e+07,4.78187e+08
1,100,1000,5.67952e+06,2.00754e+08
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.76489e+07,1.15332e+07
2,1,10,1.82267e+08,2.42107e+08
2,10,100,3.36114e+07,1.13432e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,3.94746e+08,334972
3,0.01,0.1,1.25757e+07,56614.6
3,0.1,1,1.28106e+06,187208
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.7747e+06,27436
4,0.1,1,1.82033e+06,53668.9
4,1,10,0,0
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.32067e+08,31979.9
5,0.01,0.1,2.66961e+06,59068
5,0.1,1,749931,138474
5,1,10,1.33537e+07,7.68856e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,754780,34968.4
6,0.1,1,967582,149474
6,1,10,5.63468e+07,6.31977e+07
6,10,100,8.57968e+07,1.18992e+08
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,55195.6,148.303
7,0.1,1,1.89146e+06,81894.3
7,1,10,1.15812e+08,8.66702e+07
7,10,100,2.99209e+07,1.22258e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,828771,39188.4
8,0.1,1,1.97015e+06,306024
8,1,10,4.82699e+07,5.77778e+07
8,10,100,1.03689e+07,1.32532e+07
8,100,1000,0,0
8,1000,10000,0,0
