FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,67734.6,3228.36
0,0.1,1,6.56539e+08,8.69833e+07
0,1,10,4.77704e+08,1.84378e+08
0,10,100,1.16723e+08,1.98314e+08
0,100,1000,2.32401e+06,4.04893e+07
0,1000,10000,157788,1.11282e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,5.97754e+08,2.39343e+08
1,1,10,3.82832e+08,5.39654e+08
1,10,100,1.08845e+08,4.26996e+08
1,100,1000,6.77155e+06,6.97529e+07
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,4.09327e+08,1.6322e+08
2,1,10,6.91788e+08,3.7406e+08
2,10,100,7.11563e+07,1.71941e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,3.54281e+07,95912.3
3,0.01,0.1,4.0929e+06,113786
3,0.1,1,8.32372e+07,5.7455e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,1.85949e+07,8446.62
4,0.01,0.1,9.35748e+06,69919.5
4,0.1,1,3.28103e+07,1.87013e+06
4,1,10,0,0
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,5.1349e+06,15246.5
5,0.01,0.1,6.99928e+06,142042
5,0.1,1,7.02327e+08,1.05276e+08
5,1,10,7.78888e+07,2.30092e+07
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.1696e+06,14859.3
6,0.1,1,4.59221e+08,5.39639e+07
6,1,10,1.36115e+08,6.76332e+07
6,10,100,1.17426e+08,9.85307e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,396460,1203.12
7,0.1,1,1.00706e+08,7.68642e+06
7,1,10,1.05685e+09,3.45696e+08
7,10,100,5.18364e+07,1.02135e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.48055e+06,60558.2
8,0.1,1,6.63911e+08,8.51949e+07
8,1,10,5.65244e+08,2.80124e+08
8,10,100,1.12249e+07,9.96965e+06
8,100,1000,0,0
8,1000,10000,0,0
