FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,1.11526e+07,1.37347e+06
0,0.1,1,1.40071e+07,4.34765e+06
0,1,10,3.17301e+07,1.73272e+08
0,10,100,3.40226e+07,3.67924e+08
0,100,1000,481423,2.82238e+07
0,1000,10000,99850.2,1.80504e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,763527,3.20493e+07
1,10,100,2.30009e+06,1.66739e+08
1,100,1000,1.18793e+06,1.09083e+08
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,8.90272e+06,2.28206e+06
2,1,10,3.53635e+07,1.1699e+08
2,10,100,1.72415e+07,1.25352e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.15937e+10,8.10349e+07
3,0.01,0.1,4.44423e+06,407833
3,0.1,1,3.36289e+06,556779
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,557860,86138.2
4,0.1,1,957510,260627
4,1,10,0,0
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,7.99169e+07,1.02189e+06
5,0.01,0.1,5.983e+07,671037
5,0.1,1,273123,180039
5,1,10,2.01733e+06,2.82882e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.53065e+07,473853
6,0.1,1,377644,254687
6,1,10,2.20511e+07,7.67565e+07
6,10,100,2.68418e+07,1.35103e+08
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,812950,300424
7,1,10,8.61492e+06,2.04643e+07
7,10,100,1.01103e+07,1.58815e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,364361,87399.2
8,0.1,1,738514,385247
8,1,10,1.94161e+07,6.42547e+07
8,10,100,6.95795e+06,1.93926e+07
8,100,1000,0,0
8,1000,10000,0,0
