FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,1.42532e+08,2.48265e+07
0,1,10,1.79178e+09,5.39595e+08
0,10,100,5.5251e+06,4.43758e+07
0,100,1000,2.13011e+06,9.76433e+07
0,1000,10000,65928.3,7.92803e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,2577.25,132056
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,7.35592e+08,3.29409e+07
2,1,10,6.04619e+07,1.46531e+08
2,10,100,1.54326e+07,6.7904e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,3.29975e+08,6.31953e+06
3,0.1,1,7.88316e+07,6.30166e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,63219.7,1454.85
4,0.1,1,5.67041e+06,1.41519e+06
4,1,10,9.11782e+06,6.34883e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,4.38611e+08,1.12625e+06
5,0.01,0.1,1.71779e+08,1.76676e+06
5,0.1,1,7.37379e+06,4.38607e+06
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,5.41723e+07,1.63996e+06
6,0.1,1,2.7634e+07,1.60623e+07
6,1,10,2.15838e+07,2.13243e+07
6,10,100,5.94098e+06,2.65215e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,8.35947e+07,3.04133e+06
7,1,10,4.56667e+07,6.43275e+07
7,10,100,7.35032e+07,4.17124e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,0,0
8,1,10,9.79784e+07,4.0581e+07
8,10,100,296773,1.09318e+07
8,100,1000,0,0
8,1000,10000,0,0
