FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,3.29179e+08,2.72091e+07
0,1,10,5.36733e+09,6.46091e+08
0,10,100,9.95435e+06,4.10824e+07
0,100,1000,2.21059e+06,9.79155e+07
0,1000,10000,67936.1,7.63565e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,2655.74,86568.6
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,9.8759e+08,2.9301e+07
2,1,10,6.6813e+07,1.21956e+08
2,10,100,1.63626e+07,6.11414e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,5.4652e+08,3.70476e+06
3,0.1,1,9.00789e+07,5.99501e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,65146.1,1002.17
4,0.1,1,6.59367e+06,669558
4,1,10,1.15073e+07,3.90836e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.82581e+09,1.42508e+06
5,0.01,0.1,1.85119e+08,864678
5,0.1,1,9.01384e+06,3.07848e+06
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,5.80116e+07,886935
6,0.1,1,3.61518e+07,1.61723e+07
6,1,10,2.68956e+07,2.00823e+07
6,10,100,6.19576e+06,2.46011e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,8.79126e+07,2.77261e+06
7,1,10,6.21329e+07,5.09842e+07
7,10,100,8.4047e+07,3.33719e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,0,0
8,1,10,1.09836e+08,3.3188e+07
8,10,100,334644,1.12545e+07
8,100,1000,0,0
8,1000,10000,0,0
