FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,2.80055e+09,1.86855e+08
0,1,10,1.00942e+09,4.11672e+08
0,10,100,2.21309e+07,3.21489e+07
0,100,1000,220432,8.84198e+07
0,1000,10000,78930.5,6.18936e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,1.2707e+06,1.31629e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,3.40053e+08,1.71389e+08
2,1,10,5.51649e+08,2.0596e+08
2,10,100,2.21589e+06,2.14345e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,7.39984e+07,2.18122e+06
3,0.1,1,1.26366e+08,1.71759e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.33772e+07,75796.7
4,0.1,1,9.99615e+07,2.64068e+06
4,1,10,4.07758e+06,2.07369e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,3.22396e+07,49148
5,0.01,0.1,3.66736e+07,587359
5,0.1,1,4.85193e+07,3.39616e+06
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,9.14032e+06,149886
6,0.1,1,6.62174e+07,1.43814e+07
6,1,10,7.76677e+06,1.79459e+07
6,10,100,2.93745e+06,1.65274e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,4.77162e+08,1.89587e+07
7,1,10,4.95367e+07,1.4476e+07
7,10,100,5.5875e+07,6.95216e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,0,0
8,1,10,4.17612e+08,3.41186e+07
8,10,100,395736,8.57659e+06
8,100,1000,0,0
8,1000,10000,0,0
