Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
1, 1,5.04352e+08,9.55819e+08,8.80314e+08,8.05159e+07,2.18934e+08,1.04006e+08,4.1704e+08,6.74424e+08,5.74756e+08
2, 1,3.89927e+08,1.39862e+09,5.56924e+08,5.24256e+06,6.56335e+07,1.7584e+06,2.10134e+08,4.65327e+08,3.3653e+08
3, 1,3.09739e+08,1.54786e+09,2.58391e+08,462231,253478,309597,1.17165e+08,2.30715e+08,1.98713e+08
4, 1,2.38128e+08,1.32538e+09,1.30006e+08,377458,170860,269017,7.82585e+07,9.82312e+07,1.07637e+08
5, 1,1.62887e+08,1.10032e+09,9.10594e+07,617388,130846,513976,2.58144e+07,3.75028e+07,3.8521e+07
6, 1,1.38632e+08,7.0415e+08,6.90494e+07,829024,55418.4,878089,2.9982e+07,4.87101e+07,4.23462e+07
7, 1,9.29601e+07,5.31817e+08,4.51378e+07,1.50782e+06,45898,2.80695e+06,3.45736e+07,4.1763e+07,4.62472e+07
8, 1,8.03239e+07,3.76894e+08,2.59411e+07,2.226e+06,80033,6.63413e+06,3.17207e+07,3.60684e+07,4.67918e+07
9, 1,7.80004e+07,1.49322e+08,2.42512e+07,2.86237e+06,108664,1.18973e+07,2.57545e+07,2.99833e+07,3.97362e+07
10, 1,8.01789e+07,1.03104e+08,2.68555e+07,3.24539e+06,141212,1.68008e+07,2.76694e+07,2.72776e+07,4.19858e+07
11, 1,8.5022e+07,8.263e+07,3.01055e+07,3.58571e+06,142082,2.0694e+07,3.01599e+07,2.49911e+07,4.53808e+07
12, 1,9.3167e+07,6.02143e+07,2.28332e+07,9.59935e+06,219708,6.41154e+07,2.89965e+07,1.96163e+07,3.53625e+07
13, 2,1.12436e+08,4.77313e+07,2.24807e+07,2.11052e+07,481265,1.5282e+08,2.28721e+07,1.58004e+07,2.50708e+07
14, 2,1.38853e+08,4.1654e+07,2.44447e+07,3.5556e+07,1.29945e+06,2.85746e+08,1.96134e+07,1.50866e+07,1.78183e+07
15, 2,1.5531e+08,4.38676e+07,2.72125e+07,6.34377e+07,3.00336e+06,3.97819e+08,2.02313e+07,1.55844e+07,1.68947e+07
16, 2,2.08025e+08,2.69634e+07,3.19417e+07,1.37327e+08,1.08324e+07,8.40271e+08,2.13816e+07,1.42025e+07,1.53534e+07
17, 2,2.68894e+08,2.04953e+07,3.9983e+07,2.76691e+08,3.24156e+07,1.41176e+09,2.4331e+07,1.76501e+07,1.50496e+07
18, 2,3.84272e+08,2.48677e+07,5.40868e+07,6.15642e+08,1.18776e+08,1.93087e+09,2.8785e+07,2.45254e+07,1.6388e+07
19, 2,4.89538e+08,2.43128e+07,1.38385e+08,1.04308e+09,3.40647e+08,1.69366e+09,3.42371e+07,3.94055e+07,1.80354e+07
20, 2,6.12035e+08,1.93703e+07,3.75533e+08,1.00642e+09,5.77916e+08,8.89534e+08,3.91902e+07,6.04482e+07,2.03634e+07
21, 2,6.78346e+08,3.37782e+07,7.47935e+08,4.85601e+08,1.67377e+08,5.54947e+08,4.37869e+07,9.41537e+07,2.44143e+07
22, 2,7.19426e+08,3.83702e+07,8.37798e+08,1.80109e+08,1.1701e+08,1.93946e+08,4.89841e+07,1.23246e+08,2.56811e+07
23, 2,7.68324e+08,3.80976e+07,8.82528e+08,1.24573e+08,1.19925e+08,1.36057e+08,5.61975e+07,1.56547e+08,2.70566e+07
24, 2,7.25086e+08,2.99931e+07,3.85553e+08,1.86184e+07,2.73756e+07,2.30955e+07,5.8599e+07,1.84141e+08,3.24247e+07
25, 3,7.34374e+08,2.62108e+07,3.61141e+08,1.76845e+07,5.02021e+06,1.28149e+07,6.38388e+07,1.67235e+08,3.50909e+07
26, 3,8.02937e+08,1.06662e+07,3.8099e+08,1.52698e+07,4.95872e+06,1.12031e+07,6.18959e+07,1.73949e+08,3.35168e+07
27, 3,8.76029e+08,1.37467e+07,3.82946e+08,3.09197e+06,7.66441e+06,9.20238e+06,5.57578e+07,1.88496e+08,3.25034e+07
28, 3,9.16706e+08,1.24299e+07,3.83511e+08,2.85467e+06,1.01862e+07,7.20784e+06,5.99408e+07,2.14041e+08,3.32255e+07
29, 3,9.14062e+08,2.02949e+07,3.97959e+08,3.02174e+06,8.90126e+06,3.08101e+06,6.8264e+07,2.49826e+08,3.18672e+07
30, 3,1.03129e+09,2.19314e+07,3.84535e+08,3.22547e+06,689511,2.49533e+06,7.4213e+07,2.4432e+08,3.35156e+07
31, 3,8.35328e+08,2.86106e+07,3.25686e+08,3.88845e+06,978068,3.9424e+06,8.08731e+07,3.11106e+08,3.97605e+07
32, 3,8.16648e+08,2.70667e+07,2.74536e+08,1.53868e+06,760016,4.84718e+06,8.15447e+07,3.34204e+08,4.25825e+07
33, 3,7.6845e+08,3.92067e+07,2.48117e+08,1.48214e+06,607361,6.42165e+06,8.15987e+07,3.32701e+08,4.45672e+07
34, 3,6.87798e+08,3.67909e+07,2.24457e+08,1.4889e+06,498878,7.81793e+06,7.93959e+07,3.31255e+08,4.64822e+07
35, 3,7.074e+08,3.6568e+07,2.15438e+08,1.43959e+06,378672,8.23902e+06,8.14211e+07,3.0561e+08,4.89672e+07
