PatchID,XCOORD,YCOORD,ID,MID,FID,sex,age,size,mature,newmature,layeggs,capture,recapture,state,CDist,Hindex,Species,ClassFile,SubPatchID,L0A0,L0A1,L1A0,L1A1
1,2540470.832,712452.2021,R1_F1_m1f1_P1_Y3_UO5,R1_F1_m1f1_P1_Y0_UO600,R1_F1_m-1f-1_P1_Y-1_U48,MXY,1,53.62613020747331,0,0,0.0,0,0,0,-9999.0,0.375,1,P0_CV0,1,0,2,2,0
1,2540470.832,712452.2021,R1_F1_m1f1_P1_Y3_UO6,R1_F1_m-1f-1_P1_Y-1_U34,R1_F1_m1f1_P1_Y1_UO130,FXX,1,53.62613020747331,0,0,0.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,1,1,1,1
1,2540470.832,712452.2021,R1_F1_m1f1_P1_Y3_UO7,R1_F1_m-1f-1_P1_Y-1_U34,R1_F1_m1f1_P1_Y1_UO130,MXY,1,53.62613020747331,0,0,0.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,2,0,1,1
1,2540470.832,712452.2021,R1_F1_m1f1_P1_Y3_UO8,R1_F1_m-1f-1_P1_Y-1_U34,R1_F1_m1f1_P1_Y1_UO130,FXX,1,53.62613020747331,0,0,0.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,2,0,1,1
1,2540470.832,712452.2021,R1_F1_m1f1_P1_Y3_UO11,R1_F1_m1f1_P1_Y1_UO71,R1_F1_m1f1_P1_Y0_UO12,FXX,1,53.62613020747331,0,0,0.0,0,0,0,-9999.0,0.25,1,P0_CV0,1,1,1,0,2
1,2540470.832,712452.2021,R1_F1_m1f1_P1_Y3_UO12,R1_F1_m1f1_P1_Y1_UO51,R1_F1_m1f1_P1_Y0_UO667,MXY,1,53.62613020747331,0,0,0.0,0,0,0,-9999.0,0.375,1,P0_CV0,1,2,0,1,1
1,2540470.832,712452.2021,R1_F1_m1f1_P1_Y3_UO13,R1_F1_m1f1_P1_Y1_UO51,R1_F1_m1f1_P1_Y0_UO667,FXX,1,53.62613020747331,0,0,0.0,0,0,0,-9999.0,0.375,1,P0_CV0,1,1,1,1,1
1,2540470.832,712452.2021,R1_F1_m1f1_P1_Y3_UO17,R1_F1_m1f1_P1_Y1_UO424,R1_F1_m1f1_P1_Y1_UO189,FXX,1,53.62613020747331,0,0,0.0,0,0,0,-9999.0,0.375,1,P0_CV0,1,2,0,2,0
1,2540470.832,712452.2021,R1_F1_m1f1_P1_Y3_UO18,R1_F1_m1f1_P1_Y1_UO424,R1_F1_m1f1_P1_Y1_UO189,FXX,1,53.62613020747331,0,0,0.0,0,0,0,-9999.0,0.375,1,P0_CV0,1,1,1,1,1
1,2540470.832,712452.2021,R1_F1_m1f1_P1_Y3_UO21,R1_F1_m-1f-1_P1_Y-1_U34,R1_F1_m1f1_P1_Y1_UO185,MXY,1,53.62613020747331,0,0,0.0,0,0,0,-9999.0,0.375,1,P0_CV0,1,1,1,0,2
1,2540470.832,712452.2021,R1_F1_m1f1_P1_Y3_UO22,R1_F1_m-1f-1_P1_Y-1_U34,R1_F1_m1f1_P1_Y1_UO185,MXY,1,53.62613020747331,0,0,0.0,0,0,0,-9999.0,0.375,1,P0_CV0,1,1,1,1,1
1,2540470.832,712452.2021,R1_F1_m1f1_P1_Y3_UO29,R1_F1_m1f1_P1_Y1_UO60,R1_F1_m1f1_P1_Y1_UO451,MXY,1,53.62613020747331,0,0,0.0,0,0,0,-9999.0,0.125,1,P0_CV0,1,1,1,1,1
1,2540470.832,712452.2021,R1_F1_m1f1_P1_Y3_UO61,R1_F1_m1f1_P1_Y1_UO51,R1_F1_m1f1_P1_Y0_UO12,FXX,1,53.62613020747331,0,0,0.0,0,0,0,-9999.0,0.375,1,P0_CV0,1,2,0,1,1
1,2540470.832,712452.2021,R1_F1_m1f1_P1_Y3_UO62,R1_F1_m1f1_P1_Y1_UO51,R1_F1_m1f1_P1_Y0_UO12,MXY,1,53.62613020747331,0,0,0.0,0,0,0,-9999.0,0.375,1,P0_CV0,1,2,0,0,2
1,2540470.832,712452.2021,R1_F1_m1f1_P1_Y3_UO63,R1_F1_m1f1_P1_Y0_UO196,R1_F1_m1f1_P1_Y0_UO570,MXY,1,53.62613020747331,0,0,0.0,0,0,0,-9999.0,0.375,1,P0_CV0,1,0,2,1,1
