Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
93898.5,1,1000,H,Ecto,9.35538e+07
93898.5,1,10000,H,Ecto,1.20311e+08
93898.5,1,1000,H,Endo,2.99632e+08
93898.5,1,10000,H,Endo,1.44964e+09
93898.5,1,1000,O,Ecto,1.97885e+07
93898.5,1,10000,O,Ecto,2.81322e+08
93898.5,1,1000,O,Endo,1.23299e+09
93898.5,1,10000,O,Endo,6.40892e+07
93898.5,1,1000,C,Ecto,2.10755e+06
93898.5,1,10000,C,Ecto,2.27907e+08
81987.1,2,1000,H,Ecto,1.22342e+07
81987.1,2,10000,H,Ecto,42090.4
81987.1,2,1000,H,Endo,1.03966e+07
81987.1,2,10000,H,Endo,779789
81987.1,2,1000,O,Ecto,85076.2
81987.1,2,10000,O,Ecto,7781.51
81987.1,2,1000,O,Endo,6.35924e+06
81987.1,2,10000,O,Endo,377845
81987.1,2,1000,C,Ecto,4.18978e+07
81987.1,2,10000,C,Ecto,26639.5
81987.1,2,10000,C,Endo,88481.8
4895.17,2,100,H,Ecto,1.17712e+08
4895.17,2,1000,H,Ecto,2.10966e+06
4895.17,2,10000,H,Ecto,117426
4895.17,2,100,H,Endo,1.25492e+08
4895.17,2,1000,H,Endo,6.82463e+09
4895.17,2,10000,H,Endo,6.3259e+06
4895.17,2,100,O,Ecto,1.08203e+07
4895.17,2,1000,O,Ecto,4.51745e+07
4895.17,2,100,O,Endo,8.00052e+08
4895.17,2,1000,O,Endo,7.31297e+09
4895.17,2,100,C,Ecto,7.90842e+07
4895.17,2,1000,C,Ecto,8.24029e+07
4895.17,2,10000,C,Ecto,3.77185e+08
32453.1,2,100,H,Ecto,204053
32453.1,2,1000,H,Ecto,1.11802e+07
32453.1,2,10000,H,Ecto,107710
32453.1,2,1000,H,Endo,3.75688e+07
32453.1,2,10000,H,Endo,449440
32453.1,2,100,O,Ecto,1114.99
32453.1,2,1000,O,Ecto,118105
32453.1,2,10000,O,Ecto,83.8972
32453.1,2,100,O,Endo,214.584
32453.1,2,1000,O,Endo,2.0307e+06
32453.1,2,10000,O,Endo,324622
32453.1,2,100,C,Ecto,2359.77
32453.1,2,1000,C,Ecto,5.4564e+07
32453.1,2,10000,C,Ecto,1171.39
32453.1,2,10000,C,Endo,1629.58
554.064,2,10,H,Ecto,7.44207e+06
554.064,2,100,H,Ecto,8.30617e+07
554.064,2,1000,H,Ecto,14647.6
554.064,2,100,H,Endo,6.36299e+08
554.064,2,1000,H,Endo,3.34855e+08
554.064,2,10,O,Ecto,263493
554.064,2,100,O,Ecto,8.83909e+08
554.064,2,1000,O,Ecto,1.11691e+08
554.064,2,100,O,Endo,4.98112e+08
554.064,2,1000,O,Endo,2.13699e+09
554.064,2,100,C,Ecto,2.41755e+09
554.064,2,1000,C,Ecto,1.04316e+08
554.064,2,10000,C,Ecto,372309
