FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,5.93546e+08,4.97785e+07
0,1,10,2.56452e+08,1.57381e+08
0,10,100,1.93967e+07,8.45602e+07
0,100,1000,248416,1.02553e+08
0,1000,10000,76454.2,6.45203e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,1085.59,29468.6
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,3.4703e+09,1.827e+08
2,1,10,9.21792e+08,5.07707e+08
2,10,100,1.10208e+06,2.03169e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,2.89479e+07,1.47346e+06
3,0.1,1,2.61029e+08,1.17704e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.33161e+07,159469
4,0.1,1,5.75704e+07,6.59512e+06
4,1,10,9.00095e+06,8.02469e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.93336e+07,37161.8
5,0.01,0.1,2.36875e+07,522205
5,0.1,1,4.9977e+07,6.22516e+06
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.05286e+07,154106
6,0.1,1,3.30163e+07,2.06382e+07
6,1,10,1.79638e+07,3.67404e+07
6,10,100,2.75904e+06,2.10248e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,3.08585e+08,3.83291e+07
7,1,10,2.11201e+08,8.93068e+07
7,10,100,3.50983e+07,7.03992e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,3.9268e+07,7.25195e+06
8,1,10,1.55365e+08,2.24612e+07
8,10,100,553040,1.25512e+07
8,100,1000,0,0
8,1000,10000,0,0
