FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,6.88084e+08,5.69222e+07
0,1,10,3.26987e+08,1.22352e+08
0,10,100,2.04763e+07,6.98624e+07
0,100,1000,255982,9.63757e+07
0,1000,10000,78782.6,6.16837e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,1118.65,30111.2
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.31034e+09,2.28013e+08
2,1,10,9.52419e+08,4.68973e+08
2,10,100,1.16289e+06,1.62664e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,8.48981e+07,2.39726e+06
3,0.1,1,1.41629e+08,1.4851e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.3258e+08,1.60627e+06
4,0.1,1,5.98626e+08,6.40803e+07
4,1,10,9.31337e+06,4.72722e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.35532e+07,20743.7
5,0.01,0.1,7.41726e+07,1.01203e+06
5,0.1,1,2.81905e+08,2.53247e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,5.16668e+07,394528
6,0.1,1,3.04247e+07,1.83766e+07
6,1,10,1.89748e+07,3.2281e+07
6,10,100,2.87453e+06,1.98733e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,3.72153e+09,2.76788e+08
7,1,10,3.32013e+08,7.54337e+07
7,10,100,3.68826e+07,5.42916e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,1.8427e+08,6.85371e+06
8,1,10,3.41545e+07,2.31199e+07
8,10,100,602668,1.2658e+07
8,100,1000,0,0
8,1000,10000,0,0
