FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,2.13959e+08,7.49015e+07
0,1,10,3.21133e+08,3.84292e+08
0,10,100,4.38888e+07,1.06234e+08
0,100,1000,215770,1.17155e+08
0,1000,10000,69994.7,7.33386e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,13222.8,220971
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.83501e+08,1.1542e+08
2,1,10,2.85337e+08,2.49142e+08
2,10,100,2.2759e+06,5.16301e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,8.80855e+07,592507
3,0.1,1,1.20395e+08,5.77486e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,3.81551e+06,95213.2
4,0.1,1,1.62271e+08,3.69493e+06
4,1,10,6.79456e+07,8.09706e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,6.35761e+12,1.31809e+09
5,0.01,0.1,2.25021e+08,512947
5,0.1,1,9.82152e+07,5.2078e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.95236e+07,412490
6,0.1,1,9.92904e+07,1.72391e+07
6,1,10,8.58728e+07,3.63927e+07
6,10,100,2.49182e+06,2.03333e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.42229e+08,6.94363e+07
7,1,10,8.5837e+07,8.64984e+07
7,10,100,8.74125e+07,1.2472e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,7.08853e+07,2.55543e+07
8,1,10,6.65998e+07,2.55625e+07
8,10,100,353461,1.06095e+07
8,100,1000,0,0
8,1000,10000,0,0
