FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,4.15359e+09,3.34862e+08
0,1,10,4.1355e+08,2.88848e+08
0,10,100,2.86226e+07,3.6946e+07
0,100,1000,253920,9.60886e+07
0,1000,10000,78918.8,6.19344e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,492697,5.14876e+06
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,3.30809e+08,1.21372e+08
2,1,10,6.58468e+08,1.6933e+08
2,10,100,1.64784e+06,1.74509e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,2.12649e+09,1.83774e+07
3,0.1,1,1.22707e+08,1.4701e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.21021e+09,6.88013e+06
4,0.1,1,2.20102e+07,1.83321e+06
4,1,10,4.30977e+06,2.15338e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,6.01334e+11,1.32063e+09
5,0.01,0.1,2.69468e+09,3.96234e+07
5,0.1,1,1.79291e+08,2.08188e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.12549e+07,367174
6,0.1,1,6.16425e+07,1.06185e+07
6,1,10,1.47765e+07,2.82043e+07
6,10,100,2.3741e+06,1.54864e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,9.37912e+08,8.59096e+07
7,1,10,7.53923e+07,2.68113e+07
7,10,100,3.50678e+07,4.64571e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,1.33757e+08,1.26797e+07
8,1,10,4.1131e+07,1.17959e+07
8,10,100,401389,8.54738e+06
8,100,1000,0,0
8,1000,10000,0,0
