Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
133550,1,10000,H,Endo,2.22917e+09
133550,1,100000,H,Endo,5.60537e+09
133550,1,1e+06,H,Endo,4.90751e+08
133550,1,10000,O,Endo,9.07625e+07
133550,1,10000,C,Ecto,1.69905e+09
133550,1,10000,C,Endo,6.33297e+09
6891,1,100,H,Ecto,407055
6891,1,1000,H,Ecto,4.67253e+07
6891,1,10000,H,Ecto,2.11178e+07
6891,1,100,H,Endo,3.35429e+07
6891,1,1000,H,Endo,7.56896e+08
6891,1,100,O,Ecto,566990
6891,1,1000,O,Ecto,4.8542e+07
6891,1,10000,O,Ecto,4.13461e+07
6891,1,100,O,Endo,6.7945e+06
6891,1,1000,O,Endo,2.75481e+08
6891,1,10000,O,Endo,3.25118e+06
6891,1,100,C,Ecto,195464
6891,1,1000,C,Ecto,2.57401e+07
7796.08,1,100,H,Ecto,155181
7796.08,1,1000,H,Ecto,1.38511e+09
7796.08,1,10000,H,Ecto,6.64609e+08
7796.08,1,100,H,Endo,3.12975e+06
7796.08,1,1000,H,Endo,7.44052e+09
7796.08,1,100,O,Ecto,291595
7796.08,1,1000,O,Ecto,6.499e+08
7796.08,1,10000,O,Ecto,2.28842e+08
7796.08,1,100,O,Endo,1.74277e+06
7796.08,1,1000,O,Endo,1.86308e+09
7796.08,1,10000,O,Endo,7.8228e+07
7796.08,1,100,C,Ecto,22996.3
7796.08,1,1000,C,Ecto,3.71404e+08
7796.08,1,1000,C,Endo,20015.7
21263.8,1,10000,H,Ecto,8.35514e+08
21263.8,1,10000,H,Endo,4.25779e+10
21263.8,1,100000,H,Endo,1.22625e+07
21263.8,1,1000,O,Ecto,3.73055e+07
21263.8,1,1000,O,Endo,8.41177e+07
21263.8,1,10000,O,Endo,4.6054e+09
21263.8,1,10000,C,Ecto,1.02211e+10
21263.8,1,1000,C,Endo,3.25459e+07
21263.8,1,10000,C,Endo,6.78481e+07
21263.8,1,100000,C,Endo,3.33404e+07
48710.5,1,10000,H,Ecto,1.07826e+07
48710.5,1,10000,H,Endo,4.66071e+09
48710.5,1,100000,H,Endo,3.99791e+08
48710.5,1,1e+06,H,Endo,1.96693e+06
48710.5,1,10000,O,Endo,2.37718e+08
48710.5,1,10000,C,Ecto,1.82681e+09
48710.5,1,10000,C,Endo,3.26207e+09
48710.5,1,100000,C,Endo,3.64061e+09
1240.63,2,10,H,Ecto,58148
1240.63,2,100,H,Ecto,98315.2
1240.63,2,10,H,Endo,381310
1240.63,2,100,H,Endo,805821
1240.63,2,10,O,Ecto,24488.4
1240.63,2,100,O,Ecto,1616.55
1240.63,2,1000,O,Ecto,123.562
1240.63,2,100,O,Endo,521428
1240.63,2,10,C,Ecto,3930.28
1240.63,2,100,C,Ecto,16175.8
1240.63,2,1000,C,Ecto,307.708
2798.36,2,10,H,Ecto,246.968
2798.36,2,100,H,Ecto,203092
2798.36,2,1000,H,Ecto,386.167
2798.36,2,10,H,Endo,15643.1
2798.36,2,100,H,Endo,4.35516e+06
