FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,5.49477e+07,4.52746e+06
0,1,10,2.47618e+08,1.64434e+08
0,10,100,4.76911e+07,1.47272e+08
0,100,1000,4.43887e+06,1.04946e+08
0,1000,10000,42979.4,7.06985e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,435266,2.5187e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,7.32201e+07,3.81406e+06
2,1,10,2.84926e+07,1.30661e+08
2,10,100,8.29872e+06,3.74322e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,9.45879e+08,2.57971e+06
3,0.1,1,1.23531e+08,4.24022e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,0,0
4,0.1,1,94.0419,3.8907
4,1,10,8.40417e+06,1.27174e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,2.15475e+07,31431.9
5,0.01,0.1,5.77338e+07,736241
5,0.1,1,1.38244e+07,580353
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,4.40417e+07,375698
6,0.1,1,4.98414e+07,7.40449e+06
6,1,10,3.04628e+07,3.6375e+07
6,10,100,4.68392e+06,3.25969e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,7.41867e+07,3.3095e+06
7,1,10,1.10526e+08,1.57321e+08
7,10,100,2.76035e+08,3.94964e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,1.6395e+07,5.04497e+06
8,1,10,1.25239e+07,4.88412e+07
8,10,100,1.74005e+06,1.16006e+07
8,100,1000,0,0
8,1000,10000,0,0
