FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,1.60763e+09,1.17471e+08
0,1,10,5.57595e+08,2.77119e+08
0,10,100,5.55873e+06,2.59713e+07
0,100,1000,220321,8.81331e+07
0,1000,10000,78934.8,6.17306e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,1.07852e+06,8.23732e+06
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,2.19194e+09,1.26511e+08
2,1,10,7.92718e+08,1.7241e+08
2,10,100,1.58939e+06,1.78536e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,1.27879e+08,4.12533e+06
3,0.1,1,1.56631e+08,1.8529e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,190607,820.13
4,0.1,1,3.90567e+08,2.23718e+07
4,1,10,6.49916e+06,3.37669e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,19142.5,60.6282
5,0.01,0.1,3.30958e+07,646930
5,0.1,1,3.61535e+08,3.27952e+07
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,7.82945e+06,63565.5
6,0.1,1,1.37523e+08,1.19299e+07
6,1,10,1.39376e+07,2.579e+07
6,10,100,2.76285e+06,1.82741e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,1.50433e+09,1.13931e+08
7,1,10,1.21825e+08,2.26842e+07
7,10,100,4.45481e+07,5.57884e+07
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,2.97439e+08,2.39807e+07
8,1,10,2.13255e+07,1.20153e+07
8,10,100,392663,1.03219e+07
8,100,1000,0,0
8,1000,10000,0,0
