Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
1, 1,5.04352e+08,9.55819e+08,8.80314e+08,8.05159e+07,2.18934e+08,1.04006e+08,4.1704e+08,6.74424e+08,5.74756e+08
2, 1,3.89927e+08,1.39862e+09,5.56924e+08,5.24256e+06,6.56335e+07,1.7584e+06,2.10134e+08,4.65327e+08,3.3653e+08
3, 1,3.09739e+08,1.54786e+09,2.58391e+08,462231,253478,309597,1.17165e+08,2.30715e+08,1.98713e+08
4, 1,2.38128e+08,1.32538e+09,1.30006e+08,377270,170861,268748,7.82585e+07,9.82312e+07,1.07637e+08
5, 1,1.62615e+08,1.1007e+09,9.08675e+07,615916,129743,512944,2.5501e+07,3.74857e+07,3.81041e+07
6, 1,1.3831e+08,7.04226e+08,6.88755e+07,905898,54573,880315,2.96456e+07,4.86571e+07,4.1927e+07
7, 1,9.26601e+07,5.31624e+08,4.49385e+07,1.63689e+06,45541.4,2.80918e+06,3.41981e+07,4.17177e+07,4.58025e+07
8, 1,8.00766e+07,3.76609e+08,2.57351e+07,2.41111e+06,78867.2,6.63155e+06,3.1412e+07,3.60107e+07,4.63579e+07
9, 1,7.74562e+07,1.49724e+08,2.40849e+07,3.08024e+06,106390,1.18851e+07,2.55788e+07,2.99095e+07,3.94135e+07
10, 1,7.97162e+07,1.03296e+08,2.66817e+07,3.4573e+06,135553,1.65391e+07,2.75087e+07,2.7214e+07,4.16668e+07
11, 1,8.45246e+07,8.28236e+07,2.99083e+07,3.81812e+06,136208,2.03653e+07,2.99847e+07,2.4926e+07,4.50361e+07
12, 1,9.43176e+07,6.16508e+07,2.67859e+07,1.01543e+07,241456,6.4705e+07,2.53347e+07,1.67505e+07,3.36466e+07
13, 2,1.12758e+08,4.83494e+07,2.00905e+07,2.28333e+07,518378,1.61671e+08,2.25211e+07,1.5685e+07,2.50708e+07
14, 2,1.39309e+08,3.93807e+07,2.26673e+07,3.97784e+07,1.31166e+06,3.05442e+08,1.91542e+07,1.52622e+07,1.83464e+07
15, 2,1.54094e+08,4.29324e+07,2.54223e+07,6.45178e+07,3.38531e+06,4.20647e+08,2.03754e+07,1.50018e+07,1.75993e+07
16, 2,1.8788e+08,3.78514e+07,2.82056e+07,1.10483e+08,1.09832e+07,1.0053e+09,2.23302e+07,1.71147e+07,1.54098e+07
17, 2,2.31501e+08,3.77557e+07,3.22686e+07,2.32197e+08,3.37156e+07,1.55189e+09,2.47939e+07,2.1728e+07,1.48839e+07
18, 2,3.02523e+08,2.83015e+07,5.76033e+07,4.8476e+08,1.17501e+08,1.904e+09,2.87141e+07,2.88844e+07,1.4988e+07
19, 2,3.79621e+08,3.27761e+07,1.46976e+08,8.36279e+08,2.92045e+08,1.77442e+09,3.34842e+07,4.6263e+07,1.65942e+07
20, 2,4.61534e+08,4.08885e+07,3.55714e+08,9.63297e+08,4.85449e+08,4.64866e+08,3.71294e+07,7.13154e+07,1.89717e+07
21, 2,5.38855e+08,2.99355e+07,5.78354e+08,9.98339e+07,4.08055e+08,1.77508e+08,3.9489e+07,1.02535e+08,2.19052e+07
22, 2,6.02551e+08,3.45122e+07,6.09094e+08,2.52046e+07,7.31942e+07,2.01511e+07,4.21258e+07,1.24493e+08,2.28569e+07
23, 2,7.03743e+08,3.12745e+07,5.00288e+08,2.49667e+07,5.82051e+07,1.80513e+07,4.55677e+07,1.28189e+08,2.40376e+07
24, 2,6.31811e+08,3.84115e+06,3.41196e+08,1.1014e+07,1.49432e+07,9.49914e+06,5.08801e+07,1.0168e+08,2.68801e+07
25, 3,6.37203e+08,0,2.8409e+08,9.46619e+06,5.88087e+06,5.66006e+06,5.92551e+07,1.12766e+08,2.81161e+07
26, 3,6.93499e+08,0,2.83997e+08,1.16147e+07,5.1846e+06,6.53023e+06,6.48351e+07,1.26803e+08,3.00825e+07
27, 3,6.42385e+08,0,2.63928e+08,1.53787e+07,7.06981e+06,8.28022e+06,7.41617e+07,1.67166e+08,3.59927e+07
28, 3,7.04829e+08,0,2.59809e+08,2.06898e+07,9.06747e+06,1.06735e+07,8.55865e+07,2.24875e+08,4.08399e+07
29, 3,7.29662e+08,0,3.09347e+08,2.47314e+07,9.47545e+06,1.23129e+07,9.82918e+07,3.1083e+08,4.57821e+07
30, 3,7.10933e+08,0,3.06311e+08,2.26443e+07,1.01705e+07,1.28305e+07,1.06593e+08,4.34696e+08,4.59244e+07
31, 3,5.7467e+08,0,3.1297e+08,2.36572e+07,1.02781e+07,1.24419e+07,1.06816e+08,6.04894e+08,5.15326e+07
32, 3,5.41729e+08,0,2.85735e+08,1.08684e+07,5.44705e+06,8.07451e+06,9.12426e+07,7.22863e+08,4.36823e+07
33, 3,5.11608e+08,0,2.68633e+08,6.12683e+06,4.29505e+06,5.29087e+06,7.46665e+07,7.81946e+08,3.62736e+07
34, 3,4.73996e+08,0,2.51784e+08,5.58647e+06,2.64668e+06,4.11176e+06,5.57136e+07,7.9689e+08,2.67609e+07
35, 3,4.26201e+08,0,2.41544e+08,5.04262e+06,1.57166e+06,3.85054e+06,4.52699e+07,8.19342e+08,2.17095e+07
