GridcellIndex,Cohort_FunctionalGroupIndex,Cohort_AdultMass,Cohort_Consumed_Autotroph,Cohort_Consumed_Herbivore,Cohort_Consumed_Omnivore,Cohort_Consumed_Carnivore
0,0,650091,1.30197e+10,0,0,0
0,0,4266.56,2.01204e+08,0,0,0
0,0,1.45505e+06,1.15097e+10,0,0,0
0,0,288821,5.6261e+09,0,0,0
0,0,456.999,2.03647e+10,0,0,0
0,0,1168.22,3.07892e+10,0,0,0
0,0,11149.7,1.81249e+10,0,0,0
0,0,27543.3,5.87965e+09,0,0,0
0,0,3853.14,1.02964e+11,0,0,0
0,0,11015,3.97641e+10,0,0,0
0,0,25792.9,4.98318e+09,0,0,0
0,0,1168.22,2.03362e+10,0,0,0
0,0,4097.77,1.60986e+09,0,0,0
0,0,1122.86,8.73591e+09,0,0,0
0,0,456.999,6.19126e+10,0,0,0
0,0,449.259,0,0,0,0
0,1,93898.5,0,1.50889e+09,4.07269e+08,1.17297e+08
0,2,26501.5,9.08433e+08,2.99311e+08,1.04293e+07,2.57933e+08
0,2,2556.96,6.22781e+08,1.22946e+09,1.30496e+09,2.39019e+08
0,2,81987.1,2.00576e+09,1.5956e+07,8.76178e+06,1.78953e+06
0,2,4895.17,3.75485e+09,1.17285e+10,1.99125e+09,7.87161e+08
0,2,540.151,1.09631e+10,6.25458e+09,1.12416e+10,8.0386e+08
0,2,26252.5,2.87302e+09,7.67917e+09,1.10103e+09,6.28941e+08
0,2,8911.95,6.21872e+08,2.01896e+08,2.92858e+08,3.61961e+06
0,2,2662.36,0,0,0,0
0,2,576.097,0,0,0,0
0,2,4895.17,0,0,0,0
0,3,10.0939,2.67814e+06,0,0,0
0,3,27.3287,12207.6,0,0,0
0,3,275.193,3.00175e+09,0,0,0
0,3,67.7103,7.9177e+08,0,0,0
0,3,37.5003,1.95461e+06,0,0,0
0,3,9.79841,9.48453e+07,0,0,0
0,3,155.899,5.15863e+07,0,0,0
0,3,426.655,6.82173e+09,0,0,0
0,3,18.3264,0,0,0,0
0,4,102.894,0,1064.49,381.643,0
0,4,1177.51,0,8.22997e+06,427469,2.24031e+06
0,4,38.6903,0,169.485,74.2177,0.00118638
0,4,1425.01,0,2.31612e+09,3.24797e+09,1.1519e+09
0,4,583.479,0,1.25896e+06,182.546,58.0241
0,4,238.453,0,0,0,0
0,5,2.12729,108039,0,0.127759,0
0,5,714.454,4.5473e+09,2.66026e+06,7.89783e+06,1.25713e+06
0,5,84.8856,1.64661e+08,13815.4,2.76582,1.2689
0,5,47.2553,2.17134e+07,544.147,0.404663,0.011784
0,5,2.12729,1.33781e+07,0,0,0
0,5,3.24469,790303,0,0.238567,0
0,5,9.83807,0,0,0,0
0,6,16165.1,2.38281e+08,0,0,0
0,6,8001.09,9.7945e+06,0,0,0
0,6,59102.4,1.03504e+09,0,0,0
0,6,433.943,2.61397e+06,0,0,0
0,6,2843.29,9.48289e+09,0,0,0
0,6,1391.96,3.02019e+08,0,0,0
0,6,2500.49,1.94866e+07,0,0,0
0,6,67.3963,4.13204e+08,0,0,0
0,6,2459.61,1.10732e+06,0,0,0
0,6,2887.74,4.79397e+08,0,0,0
0,6,8779.08,9.36755e+07,0,0,0
0,6,16835.2,1.05471e+09,0,0,0
0,6,69.7864,9.18178e+07,0,0,0
0,6,433.943,3.86206e+08,0,0,0
0,6,925.537,4.85282e+08,0,0,0
