FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,3.69252e+07,1.54119e+07
0,1,10,1.0932e+08,9.90055e+07
0,10,100,1.81246e+08,5.14503e+08
0,100,1000,2.52088e+06,1.05168e+08
0,1000,10000,66472.1,8.00125e+07
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.10176e+07,1.43641e+06
2,1,10,7.32991e+07,2.0083e+08
2,10,100,2.7288e+06,4.82297e+07
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,0,0
3,0.01,0.1,2.90148e+07,794419
3,0.1,1,3.89571e+07,1.50972e+07
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.51753,0.0196763
4,0.1,1,1.51675e+07,516385
4,1,10,1.39993e+07,1.29677e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,3.26188e+09,2.28787e+06
5,0.01,0.1,8944.66,48.873
5,0.1,1,1.88342e+07,7.49939e+06
5,1,10,0,0
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.65539e+07,1.0471e+06
6,0.1,1,4.16668e+07,1.57737e+07
6,1,10,6.70865e+07,4.57627e+07
6,10,100,3.09004e+06,2.84036e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,0,0
7,0.1,1,2.11396e+07,1.05412e+07
7,1,10,1.14686e+08,9.29929e+07
7,10,100,1.1085e+08,4.43095e+08
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,0,0
8,0.1,1,2.71323e+07,5.37206e+06
8,1,10,4.06378e+07,3.77437e+07
8,10,100,2.11458e+06,1.36872e+07
8,100,1000,0,0
8,1000,10000,0,0
