Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,7|5|0|0|0|0|,31.0|51.1332|nan|nan|nan|nan|,0.0|4.1657735128064735|nan|nan|nan|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,7|5|0|0|0|0|,31.0|51.1332|nan|nan|nan|nan|,0.0|4.1657735128064735|nan|nan|nan|nan|,0|7|5|0|0|0|,0|0|0|0|0|0|,6|7|5|0|0|0|,0|0|0|0|0|0|,6|7|5|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,6|7|5|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,6|7|5|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,6|7|5|0|0|0|,31.0|31.0|51.1332|nan|nan|nan|,0.0|0.0|4.1657735128064735|nan|nan|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,6|7|5|0|0|0|,31.0|31.0|51.1332|nan|nan|nan|,0.0|0.0|4.1657735128064735|nan|nan|nan|,0|6|7|5|0|0|,0|0|0|0|0|0|,19|6|7|5|0|0|,0|0|0|1|0|0|,19|6|7|4|0|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,19|6|7|4|0|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,19|6|7|4|0|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,19|6|7|4|0|0|,31.0|31.0|31.0|50.359|nan|nan|,0.0|0.0|0.0|4.323789772872866|nan|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,19|6|7|4|0|0|,31.0|31.0|31.0|50.359|nan|nan|,0.0|0.0|0.0|4.323789772872866|nan|nan|,0|19|6|7|4|0|,0|0|0|0|0|0|,58|19|6|7|4|0|,33|3|0|6|3|0|,25|16|6|1|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,25|16|6|1|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,25|16|6|1|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,25|16|6|1|1|0|,31.0|31.0|31.0|31.0|48.279|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,25|16|6|1|1|0|,31.0|31.0|31.0|31.0|48.279|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|25|16|6|1|1|,0|0|0|0|0|0|,82|25|16|6|1|1|,60|15|13|3|0|0|,22|10|3|3|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,22|10|3|3|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,22|10|3|3|1|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,22|10|3|3|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,22|10|3|3|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|22|10|3|3|1|,0|0|0|0|0|0|,40|22|10|3|3|1|,12|11|4|0|2|0|,29|11|6|3|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,29|11|6|3|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,29|11|6|3|1|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,29|11|6|3|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,29|11|6|3|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|29|11|6|3|1|,0|0|0|0|0|0|,45|29|11|6|3|1|,19|22|6|4|2|0|,25|7|5|2|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,25|7|5|2|1|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,25|7|5|2|1|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,25|7|5|2|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,25|7|5|2|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|25|7|5|2|1|,0|0|0|0|0|0|,48|25|7|5|2|1|,22|16|0|2|0|0|,25|9|7|3|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,25|9|7|3|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,25|9|7|3|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,25|9|7|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,25|9|7|3|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|25|9|7|3|2|,0|0|0|0|0|0|,58|25|9|7|3|2|,35|15|2|5|2|2|,23|10|7|2|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,23|10|7|2|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,23|10|7|2|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,23|10|7|2|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,23|10|7|2|1|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|23|10|7|2|1|,0|0|0|0|0|0|,42|23|10|7|2|1|,15|13|4|6|0|0|,26|10|6|1|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,26|10|6|1|2|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,26|10|6|1|2|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,26|10|6|1|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,31.0|53.0|92.0|123.0|147.0|184.0|,26|10|6|1|2|0|,31.0|31.0|31.0|31.0|31.0|nan|,0.0|0.0|0.0|0.0|0.0|nan|,0|26|10|6|1|2|,0|0|0|0|0|0|,25|26|10|6|1|2|,0|17|4|3|0|2|,25|9|6|3|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,25|9|6|3|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,25|9|6|3|1|0|,0|0|0|0|0|0|,0|0|0|0|0|0|
